QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1
Glucocorticoid_receptor_sim_3_1242	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_1697	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_0720	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1607	False	0	0.99	0.01
Glucocorticoid_receptor_sim_3_0604	True	0	0.65167	0.34833
Glucocorticoid_receptor_sim_3_0784	True	1	0.025	0.975
Glucocorticoid_receptor_sim_3_1883	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0013	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_0276	True	1	0.04	0.96
Glucocorticoid_receptor_sim_3_1383	False	0	0.96667	0.03333
Glucocorticoid_receptor_sim_3_0089	True	1	0.268	0.732
Glucocorticoid_receptor_sim_3_1703	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1337	False	1	0.44833	0.55167
Glucocorticoid_receptor_sim_3_1809	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0183	True	1	0.25467	0.74533
Glucocorticoid_receptor_sim_3_1563	False	0	0.86	0.14
Glucocorticoid_receptor_sim_3_0171	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_0774	True	1	0.08	0.92
Glucocorticoid_receptor_sim_3_0111	True	1	0.18	0.82
Glucocorticoid_receptor_sim_3_1077	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1373	False	0	0.936	0.064
Glucocorticoid_receptor_sim_3_1764	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_0560	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_1651	False	0	0.55448	0.44552
Glucocorticoid_receptor_sim_3_0010	True	1	0.042	0.958
Glucocorticoid_receptor_sim_3_0407	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_0274	True	0	0.7471	0.2529
Glucocorticoid_receptor_sim_3_1789	False	0	0.99143	0.00857
Glucocorticoid_receptor_sim_3_1886	False	0	0.97	0.03
Glucocorticoid_receptor_sim_3_0107	True	1	0.1	0.9
Glucocorticoid_receptor_sim_3_0155	True	1	0.112	0.888
Glucocorticoid_receptor_sim_3_1357	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_0289	True	1	0.18	0.82
Glucocorticoid_receptor_sim_3_1720	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0108	True	0	0.8	0.2
Glucocorticoid_receptor_sim_3_1319	False	0	0.65	0.35
Glucocorticoid_receptor_sim_3_1311	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_1823	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_1623	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0325	True	1	0.01333	0.98667
Glucocorticoid_receptor_sim_3_0553	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_0864	True	1	0.05833	0.94167
Glucocorticoid_receptor_sim_3_1165	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0401	True	0	0.88	0.12
Glucocorticoid_receptor_sim_3_0594	True	1	0.08	0.92
Glucocorticoid_receptor_sim_3_0887	True	1	0.19176	0.80824
Glucocorticoid_receptor_sim_3_0591	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_0419	True	1	0.1	0.9
Glucocorticoid_receptor_sim_3_0936	True	1	0.09	0.91
Glucocorticoid_receptor_sim_3_0068	True	1	0.28	0.72
Glucocorticoid_receptor_sim_3_0508	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_0219	True	0	0.677	0.323
Glucocorticoid_receptor_sim_3_0983	True	1	0.24333	0.75667
Glucocorticoid_receptor_sim_3_0098	True	1	0.04	0.96
Glucocorticoid_receptor_sim_3_0504	True	1	0.17833	0.82167
Glucocorticoid_receptor_sim_3_0738	True	1	0.14	0.86
Glucocorticoid_receptor_sim_3_1606	False	0	0.92667	0.07333
Glucocorticoid_receptor_sim_3_0034	True	0	0.54	0.46
Glucocorticoid_receptor_sim_3_0261	True	1	0.04667	0.95333
Glucocorticoid_receptor_sim_3_1250	False	0	0.79333	0.20667
Glucocorticoid_receptor_sim_3_0426	True	1	0.12	0.88
Glucocorticoid_receptor_sim_3_0687	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_1806	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0358	True	1	0.26	0.74
Glucocorticoid_receptor_sim_3_1548	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_1147	False	0	0.8	0.2
Glucocorticoid_receptor_sim_3_1845	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_0765	True	1	0.342	0.658
Glucocorticoid_receptor_sim_3_0747	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_0388	True	1	0.14	0.86
Glucocorticoid_receptor_sim_3_1444	False	0	0.895	0.105
Glucocorticoid_receptor_sim_3_1599	False	0	0.98167	0.01833
Glucocorticoid_receptor_sim_3_1673	False	0	0.68	0.32
Glucocorticoid_receptor_sim_3_1881	False	0	0.875	0.125
Glucocorticoid_receptor_sim_3_0331	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_0030	True	1	0.31	0.69
Glucocorticoid_receptor_sim_3_0199	True	0	0.62524	0.37476
Glucocorticoid_receptor_sim_3_1602	False	0	0.79333	0.20667
Glucocorticoid_receptor_sim_3_1954	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0456	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1252	False	0	0.92	0.08
Glucocorticoid_receptor_sim_3_0294	True	1	0.12	0.88
Glucocorticoid_receptor_sim_3_1256	False	0	0.8	0.2
Glucocorticoid_receptor_sim_3_1943	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0423	True	1	0.116	0.884
Glucocorticoid_receptor_sim_3_0524	True	0	0.50633	0.49367
Glucocorticoid_receptor_sim_3_0355	True	1	0.248	0.752
Glucocorticoid_receptor_sim_3_1861	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_1024	True	1	0.165	0.835
Glucocorticoid_receptor_sim_3_0874	True	1	0.08833	0.91167
Glucocorticoid_receptor_sim_3_0648	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_1393	False	1	0.444	0.556
Glucocorticoid_receptor_sim_3_1810	False	0	0.63167	0.36833
Glucocorticoid_receptor_sim_3_0730	True	0	0.58	0.42
Glucocorticoid_receptor_sim_3_0971	True	1	0.04	0.96
Glucocorticoid_receptor_sim_3_0258	True	0	0.67833	0.32167
Glucocorticoid_receptor_sim_3_0868	True	1	0.27119	0.72881
Glucocorticoid_receptor_sim_3_1047	True	1	0.08667	0.91333
Glucocorticoid_receptor_sim_3_1860	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0161	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_0286	True	0	0.629	0.371
Glucocorticoid_receptor_sim_3_1965	False	0	0.75833	0.24167
Glucocorticoid_receptor_sim_3_1814	False	1	0.48267	0.51733
Glucocorticoid_receptor_sim_3_0270	True	1	0.14	0.86
Glucocorticoid_receptor_sim_3_0846	True	1	0.08	0.92
Glucocorticoid_receptor_sim_3_0933	True	1	0.01	0.99
Glucocorticoid_receptor_sim_3_1284	False	0	0.94	0.06
Glucocorticoid_receptor_sim_3_0992	True	1	0.16	0.84
Glucocorticoid_receptor_sim_3_0651	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_1207	False	0	0.94	0.06
Glucocorticoid_receptor_sim_3_1508	False	1	0.06	0.94
Glucocorticoid_receptor_sim_3_1072	True	1	0.12	0.88
Glucocorticoid_receptor_sim_3_0927	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_0473	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_1475	False	0	0.84	0.16
Glucocorticoid_receptor_sim_3_1534	False	0	0.9	0.1
Glucocorticoid_receptor_sim_3_1389	False	0	0.835	0.165
Glucocorticoid_receptor_sim_3_1882	False	0	0.66333	0.33667
Glucocorticoid_receptor_sim_3_0260	True	1	0.265	0.735
Glucocorticoid_receptor_sim_3_1184	False	0	0.519	0.481
Glucocorticoid_receptor_sim_3_1118	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0392	True	1	0.1	0.9
Glucocorticoid_receptor_sim_3_0785	True	0	0.65233	0.34767
Glucocorticoid_receptor_sim_3_0050	True	1	0.18	0.82
Glucocorticoid_receptor_sim_3_1758	False	0	0.52705	0.47295
Glucocorticoid_receptor_sim_3_0374	True	1	0.26	0.74
Glucocorticoid_receptor_sim_3_1721	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_0853	True	1	0.03	0.97
Glucocorticoid_receptor_sim_3_1919	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0345	True	1	0.1	0.9
Glucocorticoid_receptor_sim_3_0632	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1636	False	0	0.50083	0.49917
Glucocorticoid_receptor_sim_3_0095	True	1	0.016	0.984
Glucocorticoid_receptor_sim_3_0512	True	1	0.294	0.706
Glucocorticoid_receptor_sim_3_1738	False	0	0.77956	0.22044
Glucocorticoid_receptor_sim_3_1013	True	1	0.025	0.975
Glucocorticoid_receptor_sim_3_0287	True	1	0.345	0.655
Glucocorticoid_receptor_sim_3_0448	True	1	0.04	0.96
Glucocorticoid_receptor_sim_3_0311	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_1050	True	1	0.23414	0.76586
Glucocorticoid_receptor_sim_3_0659	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1329	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0380	True	0	0.86	0.14
Glucocorticoid_receptor_sim_3_0772	True	1	0.04	0.96
Glucocorticoid_receptor_sim_3_1935	False	0	0.72	0.28
Glucocorticoid_receptor_sim_3_1800	False	0	0.526	0.474
Glucocorticoid_receptor_sim_3_1004	True	1	0.384	0.616
Glucocorticoid_receptor_sim_3_0767	True	1	0.48	0.52
Glucocorticoid_receptor_sim_3_1192	False	0	0.7471	0.2529
Glucocorticoid_receptor_sim_3_0025	True	1	0.16	0.84
Glucocorticoid_receptor_sim_3_0709	True	1	0.12	0.88
Glucocorticoid_receptor_sim_3_0861	True	1	0.012	0.988
Glucocorticoid_receptor_sim_3_1576	False	0	0.955	0.045
Glucocorticoid_receptor_sim_3_1887	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0520	True	1	0.24467	0.75533
Glucocorticoid_receptor_sim_3_1561	False	1	0.46767	0.53233
Glucocorticoid_receptor_sim_3_1786	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0682	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1443	False	1	0.34483	0.65517
Glucocorticoid_receptor_sim_3_0873	True	1	0.012	0.988
Glucocorticoid_receptor_sim_3_0816	True	1	0.25178	0.74822
Glucocorticoid_receptor_sim_3_1652	False	0	0.55448	0.44552
Glucocorticoid_receptor_sim_3_1802	False	1	0.44833	0.55167
Glucocorticoid_receptor_sim_3_0612	True	1	0.06	0.94
Glucocorticoid_receptor_sim_3_1957	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1514	False	1	0.14386	0.85614
Glucocorticoid_receptor_sim_3_1479	False	0	0.72	0.28
Glucocorticoid_receptor_sim_3_1221	False	0	0.58	0.42
Glucocorticoid_receptor_sim_3_0065	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1022	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_0012	True	1	0.138	0.862
Glucocorticoid_receptor_sim_3_0758	True	1	0.14	0.86
Glucocorticoid_receptor_sim_3_1049	True	1	0.42062	0.57938
Glucocorticoid_receptor_sim_3_1667	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_1277	False	1	0.431	0.569
Glucocorticoid_receptor_sim_3_1812	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1362	False	0	0.56389	0.43611
Glucocorticoid_receptor_sim_3_1446	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0867	True	1	0.04857	0.95143
Glucocorticoid_receptor_sim_3_0315	True	1	0.2	0.8
Glucocorticoid_receptor_sim_3_1503	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_0226	True	0	0.50348	0.49652
Glucocorticoid_receptor_sim_3_1172	False	1	0.39133	0.60867
Glucocorticoid_receptor_sim_3_1060	True	1	0.463	0.537
Glucocorticoid_receptor_sim_3_1577	False	1	0.4935	0.5065
Glucocorticoid_receptor_sim_3_0863	True	1	0.08	0.92
Glucocorticoid_receptor_sim_3_0551	True	1	0.04	0.96
Glucocorticoid_receptor_sim_3_0349	True	1	0.49333	0.50667
Glucocorticoid_receptor_sim_3_0798	True	0	0.96	0.04
Glucocorticoid_receptor_sim_3_1471	False	0	0.9	0.1
Glucocorticoid_receptor_sim_3_0752	True	1	0.1	0.9
Glucocorticoid_receptor_sim_3_1715	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1055	True	1	0.08	0.92
Glucocorticoid_receptor_sim_3_1729	False	0	0.74	0.26
Glucocorticoid_receptor_sim_3_1374	False	0	0.94667	0.05333
Glucocorticoid_receptor_sim_3_1578	False	0	0.84	0.16
Glucocorticoid_receptor_sim_3_0678	True	1	0.05	0.95
Glucocorticoid_receptor_sim_3_1971	False	1	0.06	0.94
Glucocorticoid_receptor_sim_3_0990	True	1	0.1	0.9
Glucocorticoid_receptor_sim_3_1718	False	0	0.92	0.08
Glucocorticoid_receptor_sim_3_1438	False	0	0.82	0.18
Glucocorticoid_receptor_sim_3_1884	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0209	True	0	0.84833	0.15167
Glucocorticoid_receptor_sim_3_1041	True	1	0.285	0.715
Glucocorticoid_receptor_sim_3_1790	False	0	0.99143	0.00857
Glucocorticoid_receptor_sim_3_0233	True	1	0.28	0.72
Glucocorticoid_receptor_sim_3_1293	False	0	0.78	0.22
Glucocorticoid_receptor_sim_3_1228	False	0	0.54752	0.45248
Glucocorticoid_receptor_sim_3_1035	True	1	0.16333	0.83667
Glucocorticoid_receptor_sim_3_0326	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_1084	False	0	0.84	0.16
Glucocorticoid_receptor_sim_3_0987	True	1	0.27667	0.72333
Glucocorticoid_receptor_sim_3_0442	True	1	0.32	0.68
Glucocorticoid_receptor_sim_3_1637	False	1	0.424	0.576
Glucocorticoid_receptor_sim_3_1085	False	0	0.94	0.06
Glucocorticoid_receptor_sim_3_1080	False	0	0.88	0.12
Glucocorticoid_receptor_sim_3_0284	True	0	0.84	0.16
Glucocorticoid_receptor_sim_3_0918	True	1	0.01333	0.98667
Glucocorticoid_receptor_sim_3_1276	False	0	0.74	0.26
Glucocorticoid_receptor_sim_3_0813	True	1	0.48244	0.51756
Glucocorticoid_receptor_sim_3_0346	True	1	0.12	0.88
Glucocorticoid_receptor_sim_3_1581	False	0	0.94	0.06
Glucocorticoid_receptor_sim_3_1175	False	0	0.52567	0.47433
Glucocorticoid_receptor_sim_3_1692	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0494	True	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0049	True	1	0.16	0.84
Glucocorticoid_receptor_sim_3_0502	True	0	0.52705	0.47295
Glucocorticoid_receptor_sim_3_1913	False	0	0.545	0.455
Glucocorticoid_receptor_sim_3_1114	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_1969	False	1	0.14386	0.85614
Glucocorticoid_receptor_sim_3_1379	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1628	False	0	0.53333	0.46667
Glucocorticoid_receptor_sim_3_0629	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1348	False	0	0.696	0.304
Glucocorticoid_receptor_sim_3_0177	True	1	0.14	0.86
Glucocorticoid_receptor_sim_3_0953	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1487	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1176	False	1	0.34133	0.65867
Glucocorticoid_receptor_sim_3_0759	True	1	0.2	0.8
Glucocorticoid_receptor_sim_3_0002	True	1	0.06167	0.93833
Glucocorticoid_receptor_sim_3_0667	True	1	0.01	0.99
Glucocorticoid_receptor_sim_3_1342	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0805	True	0	0.50333	0.49667
Glucocorticoid_receptor_sim_3_0239	True	0	0.53714	0.46286
Glucocorticoid_receptor_sim_3_0073	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1569	False	0	0.94	0.06
Glucocorticoid_receptor_sim_3_1665	False	0	0.94	0.06
Glucocorticoid_receptor_sim_3_0491	True	1	0.14	0.86
Glucocorticoid_receptor_sim_3_1642	False	0	0.7471	0.2529
Glucocorticoid_receptor_sim_3_1490	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_1811	False	0	0.51367	0.48633
Glucocorticoid_receptor_sim_3_0602	True	0	0.85667	0.14333
Glucocorticoid_receptor_sim_3_1567	False	1	0.43833	0.56167
Glucocorticoid_receptor_sim_3_1208	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0384	True	0	0.82	0.18
Glucocorticoid_receptor_sim_3_0367	True	1	0.25833	0.74167
Glucocorticoid_receptor_sim_3_1586	False	1	0.471	0.529
Glucocorticoid_receptor_sim_3_0965	True	1	0.25222	0.74778
Glucocorticoid_receptor_sim_3_1005	True	1	0.41	0.59
Glucocorticoid_receptor_sim_3_0201	True	1	0.38811	0.61189
Glucocorticoid_receptor_sim_3_0015	True	1	0.155	0.845
Glucocorticoid_receptor_sim_3_1573	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0476	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1400	False	0	0.875	0.125
Glucocorticoid_receptor_sim_3_0377	True	0	0.52	0.48
Glucocorticoid_receptor_sim_3_0413	True	1	0.06	0.94
Glucocorticoid_receptor_sim_3_0061	True	1	0.13	0.87
Glucocorticoid_receptor_sim_3_1938	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_1278	False	0	0.768	0.232
Glucocorticoid_receptor_sim_3_0976	True	1	0.1	0.9
Glucocorticoid_receptor_sim_3_1559	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1180	False	0	0.81563	0.18437
Glucocorticoid_receptor_sim_3_0710	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1391	False	1	0.41783	0.58217
Glucocorticoid_receptor_sim_3_1910	False	0	0.52133	0.47867
Glucocorticoid_receptor_sim_3_1167	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0523	True	1	0.42	0.58
Glucocorticoid_receptor_sim_3_1123	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1142	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0511	True	1	0.266	0.734
Glucocorticoid_receptor_sim_3_1448	False	0	0.5	0.5
Glucocorticoid_receptor_sim_3_0713	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_0470	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_0657	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1769	False	0	0.65	0.35
Glucocorticoid_receptor_sim_3_0689	True	1	0.06	0.94
Glucocorticoid_receptor_sim_3_0424	True	1	0.14	0.86
Glucocorticoid_receptor_sim_3_0628	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1014	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_1862	False	0	0.94	0.06
Glucocorticoid_receptor_sim_3_0205	True	0	0.915	0.085
Glucocorticoid_receptor_sim_3_1428	False	0	0.98667	0.01333
Glucocorticoid_receptor_sim_3_0478	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1315	False	0	0.52833	0.47167
Glucocorticoid_receptor_sim_3_0566	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_0402	True	1	0.18417	0.81583
Glucocorticoid_receptor_sim_3_0405	True	1	0.04	0.96
Glucocorticoid_receptor_sim_3_1434	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0052	True	1	0.212	0.788
Glucocorticoid_receptor_sim_3_1547	False	0	1.0	0.0
Glucocorticoid_receptor_sim_3_0454	True	1	0.04	0.96
Glucocorticoid_receptor_sim_3_0727	True	1	0.06	0.94
Glucocorticoid_receptor_sim_3_0021	True	1	0.05333	0.94667
Glucocorticoid_receptor_sim_3_1953	False	0	0.99	0.01
Glucocorticoid_receptor_sim_3_1755	False	0	0.64	0.36
Glucocorticoid_receptor_sim_3_0807	True	0	0.87333	0.12667
Glucocorticoid_receptor_sim_3_0005	True	1	0.117	0.883
Glucocorticoid_receptor_sim_3_0544	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_0951	True	1	0.03333	0.96667
Glucocorticoid_receptor_sim_3_1972	False	0	0.98	0.02
Glucocorticoid_receptor_sim_3_1878	False	0	0.98667	0.01333
Glucocorticoid_receptor_sim_3_0600	True	0	0.75833	0.24167
Glucocorticoid_receptor_sim_3_0584	True	1	0.1	0.9
Glucocorticoid_receptor_sim_3_1390	False	0	0.78	0.22
Glucocorticoid_receptor_sim_3_1285	False	0	0.96	0.04
Glucocorticoid_receptor_sim_3_0618	True	1	0.02	0.98
Glucocorticoid_receptor_sim_3_0475	True	1	0.04	0.96
Glucocorticoid_receptor_sim_3_0664	True	1	0.0	1.0
Glucocorticoid_receptor_sim_3_1779	False	0	0.87867	0.12133
Glucocorticoid_receptor_sim_3_1450	False	0	0.64	0.36
Glucocorticoid_receptor_sim_3_1739	False	0	0.52467	0.47533
Glucocorticoid_receptor_sim_3_0104	True	1	0.16	0.84
Glucocorticoid_receptor_sim_3_0623	True	1	0.0	1.0
