QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1
Glucocorticoid_receptor_sim_0_1408	False	0	0.70067	0.29933
Glucocorticoid_receptor_sim_0_1372	False	0	0.9049	0.0951
Glucocorticoid_receptor_sim_0_0563	False	0	0.9865	0.0135
Glucocorticoid_receptor_sim_0_0534	True	0	0.864	0.136
Glucocorticoid_receptor_sim_0_0635	False	0	0.9926	0.0074
Glucocorticoid_receptor_sim_0_0068	True	1	0.0301	0.9699
Glucocorticoid_receptor_sim_0_1010	False	0	0.95317	0.04683
Glucocorticoid_receptor_sim_0_0069	True	1	0.05052	0.94948
Glucocorticoid_receptor_sim_0_0336	True	1	0.0018	0.9982
Glucocorticoid_receptor_sim_0_0148	True	1	0.112	0.888
Glucocorticoid_receptor_sim_0_0210	True	1	0.02	0.98
Glucocorticoid_receptor_sim_0_0517	True	0	0.5944	0.4056
Glucocorticoid_receptor_sim_0_0231	True	0	0.5274	0.4726
Glucocorticoid_receptor_sim_0_1100	False	0	0.97483	0.02517
Glucocorticoid_receptor_sim_0_1161	False	0	0.98287	0.01713
Glucocorticoid_receptor_sim_0_0352	True	0	0.88684	0.11316
Glucocorticoid_receptor_sim_0_0386	True	1	0.028	0.972
Glucocorticoid_receptor_sim_0_1041	False	0	1.0	0.0
Glucocorticoid_receptor_sim_0_0561	False	0	0.982	0.018
Glucocorticoid_receptor_sim_0_0084	True	1	0.024	0.976
Glucocorticoid_receptor_sim_0_0467	True	1	0.01314	0.98686
Glucocorticoid_receptor_sim_0_0643	False	0	0.99587	0.00413
Glucocorticoid_receptor_sim_0_0137	True	1	0.092	0.908
Glucocorticoid_receptor_sim_0_0544	False	0	0.9504	0.0496
Glucocorticoid_receptor_sim_0_0710	False	0	0.94987	0.05013
Glucocorticoid_receptor_sim_0_1021	False	0	0.9815	0.0185
Glucocorticoid_receptor_sim_0_0842	False	0	0.974	0.026
Glucocorticoid_receptor_sim_0_1193	False	0	0.93727	0.06273
Glucocorticoid_receptor_sim_0_0850	False	0	0.95	0.05
Glucocorticoid_receptor_sim_0_1177	False	0	0.926	0.074
Glucocorticoid_receptor_sim_0_0302	True	1	0.158	0.842
Glucocorticoid_receptor_sim_0_0340	True	1	0.00314	0.99686
Glucocorticoid_receptor_sim_0_1355	False	0	0.91487	0.08513
Glucocorticoid_receptor_sim_0_0052	True	1	0.026	0.974
Glucocorticoid_receptor_sim_0_1379	False	1	0.32033	0.67967
Glucocorticoid_receptor_sim_0_0350	True	0	0.57901	0.42099
Glucocorticoid_receptor_sim_0_0868	False	0	0.995	0.005
Glucocorticoid_receptor_sim_0_0156	True	1	0.17883	0.82117
Glucocorticoid_receptor_sim_0_0662	False	0	0.99	0.01
Glucocorticoid_receptor_sim_0_1382	False	0	0.992	0.008
Glucocorticoid_receptor_sim_0_0733	False	0	0.986	0.014
Glucocorticoid_receptor_sim_0_1264	False	0	0.81461	0.18539
Glucocorticoid_receptor_sim_0_0814	False	0	0.996	0.004
Glucocorticoid_receptor_sim_0_0154	True	1	0.158	0.842
Glucocorticoid_receptor_sim_0_0412	True	1	0.032	0.968
Glucocorticoid_receptor_sim_0_0753	False	0	0.94402	0.05598
Glucocorticoid_receptor_sim_0_1152	False	0	0.973	0.027
Glucocorticoid_receptor_sim_0_0237	True	1	0.35827	0.64173
Glucocorticoid_receptor_sim_0_0796	False	0	0.99433	0.00567
Glucocorticoid_receptor_sim_0_0832	False	0	0.994	0.006
Glucocorticoid_receptor_sim_0_1099	False	0	0.89987	0.10013
Glucocorticoid_receptor_sim_0_0325	True	1	0.004	0.996
Glucocorticoid_receptor_sim_0_0840	False	0	0.95333	0.04667
Glucocorticoid_receptor_sim_0_1414	False	0	0.994	0.006
Glucocorticoid_receptor_sim_0_0670	False	0	0.968	0.032
Glucocorticoid_receptor_sim_0_0776	False	0	0.785	0.215
Glucocorticoid_receptor_sim_0_1277	False	0	0.982	0.018
Glucocorticoid_receptor_sim_0_0445	True	1	0.35926	0.64074
Glucocorticoid_receptor_sim_0_1371	False	0	0.724	0.276
Glucocorticoid_receptor_sim_0_0011	True	1	0.3375	0.6625
Glucocorticoid_receptor_sim_0_1267	False	0	0.88684	0.11316
Glucocorticoid_receptor_sim_0_0408	True	1	0.101	0.899
Glucocorticoid_receptor_sim_0_0614	False	0	0.98733	0.01267
Glucocorticoid_receptor_sim_0_0099	True	1	0.10025	0.89975
Glucocorticoid_receptor_sim_0_1227	False	0	0.7488	0.2512
Glucocorticoid_receptor_sim_0_0345	True	1	0.002	0.998
Glucocorticoid_receptor_sim_0_0898	False	0	0.9756	0.0244
Glucocorticoid_receptor_sim_0_1242	False	0	0.98	0.02
Glucocorticoid_receptor_sim_0_0894	False	0	0.96486	0.03514
Glucocorticoid_receptor_sim_0_1060	False	0	0.978	0.022
Glucocorticoid_receptor_sim_0_0833	False	0	0.91081	0.08919
Glucocorticoid_receptor_sim_0_1030	False	0	0.8865	0.1135
Glucocorticoid_receptor_sim_0_0207	True	1	0.014	0.986
Glucocorticoid_receptor_sim_0_1282	False	0	0.97706	0.02294
Glucocorticoid_receptor_sim_0_0199	True	1	0.008	0.992
Glucocorticoid_receptor_sim_0_0801	False	0	0.90731	0.09269
Glucocorticoid_receptor_sim_0_0946	False	0	0.67977	0.32023
Glucocorticoid_receptor_sim_0_0899	False	0	0.97233	0.02767
Glucocorticoid_receptor_sim_0_0717	False	0	0.92353	0.07647
Glucocorticoid_receptor_sim_0_0876	False	0	0.9696	0.0304
Glucocorticoid_receptor_sim_0_0161	True	1	0.06	0.94
Glucocorticoid_receptor_sim_0_0604	False	0	0.978	0.022
Glucocorticoid_receptor_sim_0_0568	False	0	0.52933	0.47067
Glucocorticoid_receptor_sim_0_0183	True	1	0.1825	0.8175
Glucocorticoid_receptor_sim_0_1348	False	0	0.96486	0.03514
Glucocorticoid_receptor_sim_0_0123	True	1	0.25903	0.74097
Glucocorticoid_receptor_sim_0_0111	True	1	0.02847	0.97153
Glucocorticoid_receptor_sim_0_0300	True	1	0.0468	0.9532
Glucocorticoid_receptor_sim_0_1331	False	1	0.47222	0.52778
Glucocorticoid_receptor_sim_0_1270	False	0	0.87255	0.12745
Glucocorticoid_receptor_sim_0_0724	False	0	0.9776	0.0224
Glucocorticoid_receptor_sim_0_1066	False	0	0.98467	0.01533
Glucocorticoid_receptor_sim_0_0229	True	0	0.76967	0.23033
Glucocorticoid_receptor_sim_0_0135	True	1	0.29027	0.70973
Glucocorticoid_receptor_sim_0_0997	False	0	0.96333	0.03667
Glucocorticoid_receptor_sim_0_0872	False	0	1.0	0.0
Glucocorticoid_receptor_sim_0_0170	True	1	0.084	0.916
Glucocorticoid_receptor_sim_0_1144	False	0	0.52584	0.47416
Glucocorticoid_receptor_sim_0_0181	True	1	0.22207	0.77793
Glucocorticoid_receptor_sim_0_1410	False	0	0.91833	0.08167
Glucocorticoid_receptor_sim_0_0428	True	1	0.3097	0.6903
Glucocorticoid_receptor_sim_0_0944	False	0	0.98025	0.01975
Glucocorticoid_receptor_sim_0_0483	True	0	0.57777	0.42223
Glucocorticoid_receptor_sim_0_0177	True	1	0.36333	0.63667
Glucocorticoid_receptor_sim_0_0092	True	1	0.00633	0.99367
Glucocorticoid_receptor_sim_0_0739	False	1	0.44307	0.55693
Glucocorticoid_receptor_sim_0_0975	False	1	0.49645	0.50355
Glucocorticoid_receptor_sim_0_0901	False	0	0.91487	0.08513
Glucocorticoid_receptor_sim_0_1212	False	0	0.807	0.193
Glucocorticoid_receptor_sim_0_1064	False	0	0.92517	0.07483
Glucocorticoid_receptor_sim_0_0977	False	0	0.973	0.027
Glucocorticoid_receptor_sim_0_0480	True	1	0.09033	0.90967
Glucocorticoid_receptor_sim_0_0788	False	0	0.9872	0.0128
Glucocorticoid_receptor_sim_0_0532	True	1	0.31667	0.68333
Glucocorticoid_receptor_sim_0_0035	True	1	0.1405	0.8595
Glucocorticoid_receptor_sim_0_0105	True	0	0.73999	0.26001
Glucocorticoid_receptor_sim_0_0101	True	1	0.16483	0.83517
Glucocorticoid_receptor_sim_0_0694	False	0	0.9742	0.0258
Glucocorticoid_receptor_sim_0_1360	False	0	0.8405	0.1595
Glucocorticoid_receptor_sim_0_0245	True	1	0.32833	0.67167
Glucocorticoid_receptor_sim_0_0349	True	0	0.57901	0.42099
Glucocorticoid_receptor_sim_0_0690	False	0	0.97367	0.02633
Glucocorticoid_receptor_sim_0_0852	False	0	0.983	0.017
Glucocorticoid_receptor_sim_0_1236	False	0	0.96753	0.03247
Glucocorticoid_receptor_sim_0_0987	False	0	0.85537	0.14463
Glucocorticoid_receptor_sim_0_0598	False	0	0.988	0.012
Glucocorticoid_receptor_sim_0_0572	False	0	0.96893	0.03107
Glucocorticoid_receptor_sim_0_0627	False	0	0.807	0.193
Glucocorticoid_receptor_sim_0_0014	True	1	0.218	0.782
Glucocorticoid_receptor_sim_0_0455	True	1	0.02333	0.97667
Glucocorticoid_receptor_sim_0_0891	False	0	0.90213	0.09787
Glucocorticoid_receptor_sim_0_0797	False	0	0.964	0.036
Glucocorticoid_receptor_sim_0_0648	False	0	0.52634	0.47366
Glucocorticoid_receptor_sim_0_1180	False	0	0.964	0.036
Glucocorticoid_receptor_sim_0_0479	True	1	0.2731	0.7269
Glucocorticoid_receptor_sim_0_0435	True	1	0.32543	0.67457
Glucocorticoid_receptor_sim_0_0354	True	0	0.91318	0.08682
Glucocorticoid_receptor_sim_0_1015	False	0	0.772	0.228
Glucocorticoid_receptor_sim_0_0528	True	0	0.52867	0.47133
Glucocorticoid_receptor_sim_0_1404	False	0	0.67977	0.32023
Glucocorticoid_receptor_sim_0_0787	False	0	0.84517	0.15483
Glucocorticoid_receptor_sim_0_1109	False	0	0.51938	0.48062
Glucocorticoid_receptor_sim_0_0394	True	1	0.21553	0.78447
Glucocorticoid_receptor_sim_0_0764	False	0	0.8675	0.1325
Glucocorticoid_receptor_sim_0_1441	False	0	0.92475	0.07525
Glucocorticoid_receptor_sim_0_0749	False	0	0.967	0.033
Glucocorticoid_receptor_sim_0_1314	False	0	0.981	0.019
Glucocorticoid_receptor_sim_0_0948	False	0	0.872	0.128
Glucocorticoid_receptor_sim_0_0227	True	1	0.00453	0.99547
Glucocorticoid_receptor_sim_0_0146	True	1	0.49037	0.50963
Glucocorticoid_receptor_sim_0_0067	True	1	0.06992	0.93008
Glucocorticoid_receptor_sim_0_0900	False	0	0.96333	0.03667
Glucocorticoid_receptor_sim_0_0798	False	0	0.99433	0.00567
Glucocorticoid_receptor_sim_0_1323	False	0	1.0	0.0
Glucocorticoid_receptor_sim_0_1076	False	0	0.988	0.012
Glucocorticoid_receptor_sim_0_0897	False	0	0.97067	0.02933
Glucocorticoid_receptor_sim_0_1238	False	0	0.90253	0.09747
Glucocorticoid_receptor_sim_0_0346	True	1	0.002	0.998
Glucocorticoid_receptor_sim_0_0276	True	1	0.002	0.998
Glucocorticoid_receptor_sim_0_0485	True	1	0.3475	0.6525
Glucocorticoid_receptor_sim_0_1126	False	0	0.954	0.046
Glucocorticoid_receptor_sim_0_1419	False	0	0.99	0.01
Glucocorticoid_receptor_sim_0_0722	False	0	0.926	0.074
Glucocorticoid_receptor_sim_0_1173	False	0	0.92353	0.07647
Glucocorticoid_receptor_sim_0_0126	True	1	0.04053	0.95947
Glucocorticoid_receptor_sim_0_0924	False	1	0.32033	0.67967
Glucocorticoid_receptor_sim_0_0193	True	1	0.006	0.994
Glucocorticoid_receptor_sim_0_0699	False	0	0.986	0.014
Glucocorticoid_receptor_sim_0_0800	False	0	0.91318	0.08682
Glucocorticoid_receptor_sim_0_1092	False	0	0.98633	0.01367
Glucocorticoid_receptor_sim_0_1224	False	0	0.93333	0.06667
Glucocorticoid_receptor_sim_0_0957	False	0	0.67827	0.32173
Glucocorticoid_receptor_sim_0_0921	False	0	0.51721	0.48279
Glucocorticoid_receptor_sim_0_1154	False	0	0.654	0.346
Glucocorticoid_receptor_sim_0_1162	False	0	0.94987	0.05013
Glucocorticoid_receptor_sim_0_0844	False	0	0.99083	0.00917
Glucocorticoid_receptor_sim_0_0983	False	0	0.96233	0.03767
Glucocorticoid_receptor_sim_0_0293	True	1	0.03	0.97
Glucocorticoid_receptor_sim_0_0696	False	0	0.81645	0.18355
Glucocorticoid_receptor_sim_0_1210	False	0	0.952	0.048
Glucocorticoid_receptor_sim_0_0726	False	0	0.992	0.008
Glucocorticoid_receptor_sim_0_1375	False	0	0.81761	0.18239
Glucocorticoid_receptor_sim_0_0835	False	0	0.9436	0.0564
Glucocorticoid_receptor_sim_0_0982	False	0	0.998	0.002
Glucocorticoid_receptor_sim_0_0593	False	0	0.995	0.005
Glucocorticoid_receptor_sim_0_0292	True	1	0.008	0.992
Glucocorticoid_receptor_sim_0_1089	False	0	0.99733	0.00267
Glucocorticoid_receptor_sim_0_0687	False	0	0.98733	0.01267
Glucocorticoid_receptor_sim_0_1073	False	0	0.998	0.002
Glucocorticoid_receptor_sim_0_0956	False	0	0.992	0.008
Glucocorticoid_receptor_sim_0_0863	False	0	0.932	0.068
Glucocorticoid_receptor_sim_0_0463	True	1	0.0452	0.9548
Glucocorticoid_receptor_sim_0_0663	False	0	1.0	0.0
Glucocorticoid_receptor_sim_0_0415	True	1	0.073	0.927
Glucocorticoid_receptor_sim_0_0649	False	0	0.89987	0.10013
Glucocorticoid_receptor_sim_0_1223	False	1	0.43469	0.56531
Glucocorticoid_receptor_sim_0_0329	True	1	0.004	0.996
Glucocorticoid_receptor_sim_0_0611	False	0	0.938	0.062
Glucocorticoid_receptor_sim_0_0581	False	0	0.9865	0.0135
Glucocorticoid_receptor_sim_0_1118	False	0	0.99	0.01
Glucocorticoid_receptor_sim_0_0680	False	0	0.954	0.046
Glucocorticoid_receptor_sim_0_0429	True	1	0.22133	0.77867
Glucocorticoid_receptor_sim_0_0949	False	0	0.70067	0.29933
Glucocorticoid_receptor_sim_0_0530	True	0	0.906	0.094
Glucocorticoid_receptor_sim_0_0447	True	1	0.1835	0.8165
Glucocorticoid_receptor_sim_0_0613	False	0	0.98467	0.01533
Glucocorticoid_receptor_sim_0_1378	False	0	0.86187	0.13813
Glucocorticoid_receptor_sim_0_1271	False	0	0.55303	0.44697
Glucocorticoid_receptor_sim_0_1374	False	0	0.91773	0.08227
Glucocorticoid_receptor_sim_0_0815	False	0	0.996	0.004
Glucocorticoid_receptor_sim_0_1070	False	0	0.98	0.02
Glucocorticoid_receptor_sim_0_0357	True	0	0.87255	0.12745
Glucocorticoid_receptor_sim_0_0322	True	1	0.004	0.996
Glucocorticoid_receptor_sim_0_0051	True	1	0.45841	0.54159
Glucocorticoid_receptor_sim_0_1205	False	1	0.44307	0.55693
Glucocorticoid_receptor_sim_0_1108	False	0	0.69152	0.30848
Glucocorticoid_receptor_sim_0_0097	True	1	0.20678	0.79322
Glucocorticoid_receptor_sim_0_0482	True	0	1.0	0.0
Glucocorticoid_receptor_sim_0_0688	False	0	1.0	0.0
Glucocorticoid_receptor_sim_0_1158	False	0	0.974	0.026
