QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1	Fold
Glucocorticoid_receptor_sim_0_0266	True	1	0.014	0.986	0.0
Glucocorticoid_receptor_sim_0_1160	False	0	0.9545	0.0455	0.0
Glucocorticoid_receptor_sim_0_1101	False	0	0.812	0.188	0.0
Glucocorticoid_receptor_sim_0_0582	False	0	0.822	0.178	0.0
Glucocorticoid_receptor_sim_0_0172	True	1	0.078	0.922	0.0
Glucocorticoid_receptor_sim_0_0915	False	0	0.9025	0.0975	0.0
Glucocorticoid_receptor_sim_0_0030	True	1	0.021	0.979	0.0
Glucocorticoid_receptor_sim_0_0034	True	1	0.0995	0.9005	0.0
Glucocorticoid_receptor_sim_0_0055	True	0	0.50017	0.49983	0.0
Glucocorticoid_receptor_sim_0_0324	True	1	0.0105	0.9895	0.0
Glucocorticoid_receptor_sim_0_0919	False	0	0.68135	0.31865	0.0
Glucocorticoid_receptor_sim_0_0403	True	0	0.64081	0.35919	0.0
Glucocorticoid_receptor_sim_0_0737	False	0	0.65549	0.34451	0.0
Glucocorticoid_receptor_sim_0_0823	False	0	0.99	0.01	0.0
Glucocorticoid_receptor_sim_0_0326	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_0_0509	True	1	0.49074	0.50926	0.0
Glucocorticoid_receptor_sim_0_0061	True	1	0.038	0.962	0.0
Glucocorticoid_receptor_sim_0_1380	False	0	0.8676	0.1324	0.0
Glucocorticoid_receptor_sim_0_1401	False	0	0.994	0.006	0.0
Glucocorticoid_receptor_sim_0_0932	False	0	0.996	0.004	0.0
Glucocorticoid_receptor_sim_0_0168	True	1	0.068	0.932	0.0
Glucocorticoid_receptor_sim_0_0232	True	0	0.74283	0.25717	0.0
Glucocorticoid_receptor_sim_0_0968	False	0	0.97667	0.02333	0.0
Glucocorticoid_receptor_sim_0_0243	True	1	0.24783	0.75217	0.0
Glucocorticoid_receptor_sim_0_0192	True	1	0.022	0.978	0.0
Glucocorticoid_receptor_sim_0_1393	False	0	0.8221	0.1779	0.0
Glucocorticoid_receptor_sim_0_0419	True	0	0.65413	0.34587	0.0
Glucocorticoid_receptor_sim_0_0323	True	1	0.002	0.998	0.0
Glucocorticoid_receptor_sim_0_0720	False	0	0.667	0.333	0.0
Glucocorticoid_receptor_sim_0_1399	False	0	0.932	0.068	0.0
Glucocorticoid_receptor_sim_0_0371	True	1	0.41731	0.58269	0.0
Glucocorticoid_receptor_sim_0_0880	False	0	0.935	0.065	0.0
Glucocorticoid_receptor_sim_0_1117	False	0	0.93497	0.06503	0.0
Glucocorticoid_receptor_sim_0_0497	True	0	0.57951	0.42049	0.0
Glucocorticoid_receptor_sim_0_0314	True	1	0.106	0.894	0.0
Glucocorticoid_receptor_sim_0_0041	True	0	0.844	0.156	0.0
Glucocorticoid_receptor_sim_0_1272	False	0	0.881	0.119	0.0
Glucocorticoid_receptor_sim_0_0047	True	0	0.96133	0.03867	0.0
Glucocorticoid_receptor_sim_0_0848	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_0_0127	True	1	0.14102	0.85898	0.0
Glucocorticoid_receptor_sim_0_0678	False	0	0.8562	0.1438	0.0
Glucocorticoid_receptor_sim_0_1135	False	0	0.8075	0.1925	0.0
Glucocorticoid_receptor_sim_0_0889	False	0	0.91467	0.08533	0.0
Glucocorticoid_receptor_sim_0_0911	False	0	0.9032	0.0968	0.0
Glucocorticoid_receptor_sim_0_0365	True	0	0.71347	0.28653	0.0
Glucocorticoid_receptor_sim_0_1234	False	0	0.9716	0.0284	0.0
Glucocorticoid_receptor_sim_0_1037	False	0	0.956	0.044	0.0
Glucocorticoid_receptor_sim_0_0501	True	1	0.18633	0.81367	0.0
Glucocorticoid_receptor_sim_0_1159	False	0	0.96667	0.03333	0.0
Glucocorticoid_receptor_sim_0_0230	True	0	0.53733	0.46267	0.0
Glucocorticoid_receptor_sim_0_0206	True	1	0.006	0.994	0.0
Glucocorticoid_receptor_sim_0_0250	True	0	0.92	0.08	0.0
Glucocorticoid_receptor_sim_0_0191	True	1	0.369	0.631	0.0
Glucocorticoid_receptor_sim_0_1217	False	0	0.9455	0.0545	0.0
Glucocorticoid_receptor_sim_0_1068	False	0	0.936	0.064	0.0
Glucocorticoid_receptor_sim_0_1336	False	0	0.95108	0.04892	0.0
Glucocorticoid_receptor_sim_0_1179	False	0	0.911	0.089	0.0
Glucocorticoid_receptor_sim_0_1145	False	0	0.86667	0.13333	0.0
Glucocorticoid_receptor_sim_0_0827	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_sim_0_0640	False	0	0.94833	0.05167	0.0
Glucocorticoid_receptor_sim_0_0073	True	1	0.34725	0.65275	0.0
Glucocorticoid_receptor_sim_0_0682	False	1	0.28797	0.71203	0.0
Glucocorticoid_receptor_sim_0_0684	False	0	0.87667	0.12333	0.0
Glucocorticoid_receptor_sim_0_0902	False	0	0.90453	0.09547	0.0
Glucocorticoid_receptor_sim_0_0970	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_0_0155	True	1	0.2641	0.7359	0.0
Glucocorticoid_receptor_sim_0_1111	False	0	0.94097	0.05903	0.0
Glucocorticoid_receptor_sim_0_0262	True	1	0.022	0.978	0.0
Glucocorticoid_receptor_sim_0_0666	False	0	0.946	0.054	0.0
Glucocorticoid_receptor_sim_0_0048	True	0	0.82033	0.17967	0.0
Glucocorticoid_receptor_sim_0_1266	False	0	0.75863	0.24137	0.0
Glucocorticoid_receptor_sim_0_0164	True	1	0.074	0.926	0.0
Glucocorticoid_receptor_sim_0_0238	True	1	0.019	0.981	0.0
Glucocorticoid_receptor_sim_0_0094	True	1	0.2225	0.7775	0.0
Glucocorticoid_receptor_sim_0_1390	False	0	0.954	0.046	0.0
Glucocorticoid_receptor_sim_0_1373	False	0	0.86207	0.13793	0.0
Glucocorticoid_receptor_sim_0_0531	True	0	0.59976	0.40024	0.0
Glucocorticoid_receptor_sim_0_0995	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_0_0878	False	0	0.97886	0.02114	0.0
Glucocorticoid_receptor_sim_0_0535	True	0	0.76868	0.23132	0.0
Glucocorticoid_receptor_sim_0_1055	False	0	0.998	0.002	0.0
Glucocorticoid_receptor_sim_0_0782	False	0	0.906	0.094	0.0
Glucocorticoid_receptor_sim_0_0652	False	0	0.812	0.188	0.0
Glucocorticoid_receptor_sim_0_0438	True	1	0.4458	0.5542	0.0
Glucocorticoid_receptor_sim_0_1151	False	0	0.95192	0.04808	0.0
Glucocorticoid_receptor_sim_0_0681	False	0	0.956	0.044	0.0
Glucocorticoid_receptor_sim_0_1148	False	0	0.8562	0.1438	0.0
Glucocorticoid_receptor_sim_0_0781	False	0	0.897	0.103	0.0
Glucocorticoid_receptor_sim_0_1310	False	0	0.962	0.038	0.0
Glucocorticoid_receptor_sim_0_1096	False	0	0.99	0.01	0.0
Glucocorticoid_receptor_sim_0_0093	True	1	0.4715	0.5285	0.0
Glucocorticoid_receptor_sim_0_1284	False	1	0.359	0.641	0.0
Glucocorticoid_receptor_sim_0_1192	False	0	0.65549	0.34451	0.0
Glucocorticoid_receptor_sim_0_1427	False	0	0.982	0.018	0.0
Glucocorticoid_receptor_sim_0_1044	False	0	0.85	0.15	0.0
Glucocorticoid_receptor_sim_0_0847	False	0	0.989	0.011	0.0
Glucocorticoid_receptor_sim_0_1141	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_0_1028	False	0	0.9419	0.0581	0.0
Glucocorticoid_receptor_sim_0_0740	False	0	0.74705	0.25295	0.0
Glucocorticoid_receptor_sim_0_0175	True	1	0.18267	0.81733	0.0
Glucocorticoid_receptor_sim_0_1132	False	0	0.994	0.006	0.0
Glucocorticoid_receptor_sim_0_0359	True	0	0.85387	0.14613	0.0
Glucocorticoid_receptor_sim_0_0985	False	0	0.83009	0.16991	0.0
Glucocorticoid_receptor_sim_0_0060	True	1	0.1392	0.8608	0.0
Glucocorticoid_receptor_sim_0_1338	False	0	0.959	0.041	0.0
Glucocorticoid_receptor_sim_0_0701	False	0	0.9205	0.0795	0.0
Glucocorticoid_receptor_sim_0_1056	False	0	0.996	0.004	0.0
Glucocorticoid_receptor_sim_0_1268	False	1	0.23423	0.76577	0.0
Glucocorticoid_receptor_sim_0_0573	False	0	0.8371	0.1629	0.0
Glucocorticoid_receptor_sim_0_0615	False	0	0.936	0.064	0.0
Glucocorticoid_receptor_sim_0_1261	False	0	0.98467	0.01533	0.0
Glucocorticoid_receptor_sim_0_0050	True	0	0.86536	0.13464	0.0
Glucocorticoid_receptor_sim_0_0547	False	0	0.957	0.043	0.0
Glucocorticoid_receptor_sim_0_1240	False	0	0.92933	0.07067	0.0
Glucocorticoid_receptor_sim_0_0549	False	0	0.946	0.054	0.0
Glucocorticoid_receptor_sim_0_1434	False	0	0.89433	0.10567	0.0
Glucocorticoid_receptor_sim_0_0239	True	0	0.8592	0.1408	0.0
Glucocorticoid_receptor_sim_0_1345	False	0	0.75376	0.24624	0.0
Glucocorticoid_receptor_sim_0_0494	True	1	0.21245	0.78755	0.0
Glucocorticoid_receptor_sim_0_0567	False	0	0.844	0.156	0.0
Glucocorticoid_receptor_sim_0_0109	True	0	0.66033	0.33967	0.0
Glucocorticoid_receptor_sim_0_0409	True	0	0.50458	0.49542	0.0
Glucocorticoid_receptor_sim_0_0806	False	1	0.361	0.639	0.0
Glucocorticoid_receptor_sim_0_0803	False	1	0.23423	0.76577	0.0
Glucocorticoid_receptor_sim_0_1237	False	0	0.6316	0.3684	0.0
Glucocorticoid_receptor_sim_0_1043	False	0	0.8371	0.1629	0.0
Glucocorticoid_receptor_sim_0_1417	False	0	0.992	0.008	0.0
Glucocorticoid_receptor_sim_0_0576	False	0	0.9236	0.0764	0.0
Glucocorticoid_receptor_sim_0_0825	False	0	0.908	0.092	0.0
Glucocorticoid_receptor_sim_0_0130	True	1	0.2697	0.7303	0.0
Glucocorticoid_receptor_sim_0_0333	True	1	0.421	0.579	0.0
Glucocorticoid_receptor_sim_0_0862	False	1	0.0534	0.9466	0.0
Glucocorticoid_receptor_sim_0_0285	True	1	0.01	0.99	0.0
Glucocorticoid_receptor_sim_0_0794	False	0	0.98267	0.01733	0.0
Glucocorticoid_receptor_sim_0_0769	False	1	0.33445	0.66555	0.0
Glucocorticoid_receptor_sim_0_0628	False	0	0.976	0.024	0.0
Glucocorticoid_receptor_sim_0_1428	False	0	0.84533	0.15467	0.0
Glucocorticoid_receptor_sim_0_0731	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_0_0660	False	0	0.93497	0.06503	0.0
Glucocorticoid_receptor_sim_0_0820	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_0_0524	True	1	0.3602	0.6398	0.0
Glucocorticoid_receptor_sim_0_0767	False	1	0.094	0.906	0.0
Glucocorticoid_receptor_sim_0_0570	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_0_0575	False	0	0.85	0.15	0.0
Glucocorticoid_receptor_sim_0_1083	False	0	0.556	0.444	0.0
Glucocorticoid_receptor_sim_0_0795	False	0	0.964	0.036	0.0
Glucocorticoid_receptor_sim_0_0819	False	0	0.981	0.019	0.0
Glucocorticoid_receptor_sim_0_0258	True	0	0.861	0.139	0.0
Glucocorticoid_receptor_sim_0_0331	True	1	0.008	0.992	0.0
Glucocorticoid_receptor_sim_0_1186	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_0_0104	True	1	0.43829	0.56171	0.0
Glucocorticoid_receptor_sim_0_0360	True	0	0.881	0.119	0.0
Glucocorticoid_receptor_sim_0_1130	False	0	0.982	0.018	0.0
Glucocorticoid_receptor_sim_0_0947	False	0	0.83029	0.16971	0.0
Glucocorticoid_receptor_sim_0_1062	False	0	0.98733	0.01267	0.0
Glucocorticoid_receptor_sim_0_1273	False	0	0.85387	0.14613	0.0
Glucocorticoid_receptor_sim_0_0770	False	0	0.984	0.016	0.0
Glucocorticoid_receptor_sim_0_0076	True	1	0.241	0.759	0.0
Glucocorticoid_receptor_sim_0_1129	False	0	0.984	0.016	0.0
Glucocorticoid_receptor_sim_0_0176	True	1	0.2776	0.7224	0.0
Glucocorticoid_receptor_sim_0_0650	False	0	0.8654	0.1346	0.0
Glucocorticoid_receptor_sim_0_1074	False	0	0.981	0.019	0.0
Glucocorticoid_receptor_sim_0_0804	False	1	0.47651	0.52349	0.0
Glucocorticoid_receptor_sim_0_0451	True	1	0.1059	0.8941	0.0
Glucocorticoid_receptor_sim_0_0272	True	1	0.01	0.99	0.0
Glucocorticoid_receptor_sim_0_1215	False	0	0.862	0.138	0.0
Glucocorticoid_receptor_sim_0_0448	True	0	0.7299	0.2701	0.0
Glucocorticoid_receptor_sim_0_0967	False	0	0.99	0.01	0.0
Glucocorticoid_receptor_sim_0_0907	False	0	0.7932	0.2068	0.0
Glucocorticoid_receptor_sim_0_0125	True	1	0.37156	0.62844	0.0
Glucocorticoid_receptor_sim_0_0625	False	0	0.9605	0.0395	0.0
Glucocorticoid_receptor_sim_0_0158	True	1	0.058	0.942	0.0
Glucocorticoid_receptor_sim_0_0065	True	1	0.01067	0.98933	0.0
Glucocorticoid_receptor_sim_0_0783	False	0	0.968	0.032	0.0
Glucocorticoid_receptor_sim_0_0651	False	0	0.98014	0.01986	0.0
Glucocorticoid_receptor_sim_0_0589	False	0	0.5408	0.4592	0.0
Glucocorticoid_receptor_sim_0_0316	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_sim_0_0933	False	0	0.978	0.022	0.0
Glucocorticoid_receptor_sim_0_1352	False	0	0.93296	0.06704	0.0
Glucocorticoid_receptor_sim_0_0452	True	1	0.1464	0.8536	0.0
Glucocorticoid_receptor_sim_0_0475	True	1	0.09347	0.90653	0.0
Glucocorticoid_receptor_sim_0_0974	False	0	0.956	0.044	1.0
Glucocorticoid_receptor_sim_0_0152	True	1	0.3276	0.6724	1.0
Glucocorticoid_receptor_sim_0_0507	True	0	0.8555	0.1445	1.0
Glucocorticoid_receptor_sim_0_1182	False	0	0.9505	0.0495	1.0
Glucocorticoid_receptor_sim_0_0716	False	0	0.988	0.012	1.0
Glucocorticoid_receptor_sim_0_1250	False	0	0.974	0.026	1.0
Glucocorticoid_receptor_sim_0_0945	False	0	0.8974	0.1026	1.0
Glucocorticoid_receptor_sim_0_0383	True	0	0.79553	0.20447	1.0
Glucocorticoid_receptor_sim_0_0845	False	0	0.9535	0.0465	1.0
Glucocorticoid_receptor_sim_0_0669	False	0	0.778	0.222	1.0
Glucocorticoid_receptor_sim_0_1153	False	0	0.968	0.032	1.0
Glucocorticoid_receptor_sim_0_1188	False	0	0.968	0.032	1.0
Glucocorticoid_receptor_sim_0_1394	False	0	0.53823	0.46177	1.0
Glucocorticoid_receptor_sim_0_0344	True	1	0.008	0.992	1.0
Glucocorticoid_receptor_sim_0_0646	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_0_0006	True	1	0.138	0.862	1.0
Glucocorticoid_receptor_sim_0_0356	True	0	0.95337	0.04663	1.0
Glucocorticoid_receptor_sim_0_1449	False	0	0.92867	0.07133	1.0
Glucocorticoid_receptor_sim_0_0616	False	0	0.994	0.006	1.0
Glucocorticoid_receptor_sim_0_0621	False	0	0.986	0.014	1.0
Glucocorticoid_receptor_sim_0_0311	True	1	0.04067	0.95933	1.0
Glucocorticoid_receptor_sim_0_0392	True	1	0.23227	0.76773	1.0
Glucocorticoid_receptor_sim_0_1311	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_0_0064	True	1	0.02977	0.97023	1.0
Glucocorticoid_receptor_sim_0_1346	False	0	0.92223	0.07777	1.0
Glucocorticoid_receptor_sim_0_1134	False	0	0.994	0.006	1.0
Glucocorticoid_receptor_sim_0_0008	True	1	0.11483	0.88517	1.0
Glucocorticoid_receptor_sim_0_1079	False	0	0.912	0.088	1.0
Glucocorticoid_receptor_sim_0_0317	True	1	0.31967	0.68033	1.0
Glucocorticoid_receptor_sim_0_0752	False	0	0.8256	0.1744	1.0
Glucocorticoid_receptor_sim_0_1424	False	0	0.959	0.041	1.0
Glucocorticoid_receptor_sim_0_0016	True	1	0.06783	0.93217	1.0
Glucocorticoid_receptor_sim_0_0529	True	1	0.4075	0.5925	1.0
Glucocorticoid_receptor_sim_0_1208	False	0	0.8555	0.1445	1.0
Glucocorticoid_receptor_sim_0_1420	False	0	0.99	0.01	1.0
Glucocorticoid_receptor_sim_0_0984	False	0	0.83	0.17	1.0
Glucocorticoid_receptor_sim_0_1170	False	0	0.61153	0.38847	1.0
Glucocorticoid_receptor_sim_0_0728	False	0	0.992	0.008	1.0
Glucocorticoid_receptor_sim_0_1325	False	0	0.988	0.012	1.0
Glucocorticoid_receptor_sim_0_0793	False	0	0.982	0.018	1.0
Glucocorticoid_receptor_sim_0_0521	True	0	0.64267	0.35733	1.0
Glucocorticoid_receptor_sim_0_1167	False	0	0.976	0.024	1.0
Glucocorticoid_receptor_sim_0_1039	False	0	0.948	0.052	1.0
Glucocorticoid_receptor_sim_0_0201	True	1	0.014	0.986	1.0
Glucocorticoid_receptor_sim_0_0645	False	1	0.26009	0.73991	1.0
Glucocorticoid_receptor_sim_0_0748	False	0	0.85733	0.14267	1.0
Glucocorticoid_receptor_sim_0_0779	False	0	0.9445	0.0555	1.0
Glucocorticoid_receptor_sim_0_0711	False	0	0.8522	0.1478	1.0
Glucocorticoid_receptor_sim_0_0013	True	1	0.27233	0.72767	1.0
Glucocorticoid_receptor_sim_0_0184	True	1	0.33283	0.66717	1.0
Glucocorticoid_receptor_sim_0_0278	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_sim_0_0112	True	0	0.668	0.332	1.0
Glucocorticoid_receptor_sim_0_0599	False	0	0.98367	0.01633	1.0
Glucocorticoid_receptor_sim_0_0564	False	0	0.92543	0.07457	1.0
Glucocorticoid_receptor_sim_0_1040	False	0	0.9065	0.0935	1.0
Glucocorticoid_receptor_sim_0_0630	False	0	0.996	0.004	1.0
Glucocorticoid_receptor_sim_0_0143	True	1	0.0857	0.9143	1.0
Glucocorticoid_receptor_sim_0_0280	True	1	0.00733	0.99267	1.0
Glucocorticoid_receptor_sim_0_0849	False	0	0.894	0.106	1.0
Glucocorticoid_receptor_sim_0_0677	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_0_1147	False	0	0.80057	0.19943	1.0
Glucocorticoid_receptor_sim_0_0778	False	0	0.726	0.274	1.0
Glucocorticoid_receptor_sim_0_1036	False	0	0.9675	0.0325	1.0
Glucocorticoid_receptor_sim_0_0470	True	1	0.1228	0.8772	1.0
Glucocorticoid_receptor_sim_0_0865	False	0	0.8255	0.1745	1.0
Glucocorticoid_receptor_sim_0_1304	False	1	0.36621	0.63379	1.0
Glucocorticoid_receptor_sim_0_0734	False	0	0.992	0.008	1.0
Glucocorticoid_receptor_sim_0_1265	False	0	0.72337	0.27663	1.0
Glucocorticoid_receptor_sim_0_1119	False	0	0.99	0.01	1.0
Glucocorticoid_receptor_sim_0_1358	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_0_1415	False	0	0.996	0.004	1.0
Glucocorticoid_receptor_sim_0_0703	False	1	0.08	0.92	1.0
Glucocorticoid_receptor_sim_0_1412	False	0	0.996	0.004	1.0
Glucocorticoid_receptor_sim_0_1072	False	0	0.958	0.042	1.0
Glucocorticoid_receptor_sim_0_0077	True	1	0.35667	0.64333	1.0
Glucocorticoid_receptor_sim_0_1138	False	0	0.835	0.165	1.0
Glucocorticoid_receptor_sim_0_0653	False	1	0.49821	0.50179	1.0
Glucocorticoid_receptor_sim_0_0423	True	0	0.974	0.026	1.0
Glucocorticoid_receptor_sim_0_0225	True	1	0.004	0.996	1.0
Glucocorticoid_receptor_sim_0_1274	False	0	0.91019	0.08981	1.0
Glucocorticoid_receptor_sim_0_0114	True	1	0.076	0.924	1.0
Glucocorticoid_receptor_sim_0_0355	True	0	0.82733	0.17267	1.0
Glucocorticoid_receptor_sim_0_0298	True	1	0.07427	0.92573	1.0
Glucocorticoid_receptor_sim_0_0236	True	1	0.00867	0.99133	1.0
Glucocorticoid_receptor_sim_0_0174	True	1	0.10767	0.89233	1.0
Glucocorticoid_receptor_sim_0_1163	False	0	0.8522	0.1478	1.0
Glucocorticoid_receptor_sim_0_1166	False	0	0.984	0.016	1.0
Glucocorticoid_receptor_sim_0_1332	False	0	0.8255	0.1745	1.0
Glucocorticoid_receptor_sim_0_1339	False	0	0.90733	0.09267	1.0
Glucocorticoid_receptor_sim_0_1330	False	1	0.46312	0.53688	1.0
Glucocorticoid_receptor_sim_0_1440	False	0	0.83	0.17	1.0
Glucocorticoid_receptor_sim_0_0039	True	1	0.15022	0.84978	1.0
Glucocorticoid_receptor_sim_0_1194	False	0	0.90163	0.09837	1.0
Glucocorticoid_receptor_sim_0_0546	False	0	0.90667	0.09333	1.0
Glucocorticoid_receptor_sim_0_0883	False	0	0.97767	0.02233	1.0
Glucocorticoid_receptor_sim_0_0526	True	1	0.34052	0.65948	1.0
Glucocorticoid_receptor_sim_0_1365	False	0	0.951	0.049	1.0
Glucocorticoid_receptor_sim_0_0216	True	1	0.061	0.939	1.0
Glucocorticoid_receptor_sim_0_0659	False	0	0.998	0.002	1.0
Glucocorticoid_receptor_sim_0_1150	False	0	0.98667	0.01333	1.0
Glucocorticoid_receptor_sim_0_0348	True	1	0.009	0.991	1.0
Glucocorticoid_receptor_sim_0_0905	False	0	0.50147	0.49853	1.0
Glucocorticoid_receptor_sim_0_1403	False	0	0.952	0.048	1.0
Glucocorticoid_receptor_sim_0_0211	True	1	0.0142	0.9858	1.0
Glucocorticoid_receptor_sim_0_0513	True	0	0.69786	0.30214	1.0
Glucocorticoid_receptor_sim_0_0390	True	1	0.026	0.974	1.0
Glucocorticoid_receptor_sim_0_0362	True	0	0.72953	0.27047	1.0
Glucocorticoid_receptor_sim_0_1422	False	0	0.988	0.012	1.0
Glucocorticoid_receptor_sim_0_0693	False	0	0.79333	0.20667	1.0
Glucocorticoid_receptor_sim_0_1296	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_sim_0_1350	False	0	0.972	0.028	1.0
Glucocorticoid_receptor_sim_0_0522	True	0	0.59267	0.40733	1.0
Glucocorticoid_receptor_sim_0_1081	False	0	0.738	0.262	1.0
Glucocorticoid_receptor_sim_0_0664	False	0	0.74555	0.25445	1.0
Glucocorticoid_receptor_sim_0_0623	False	0	0.98133	0.01867	1.0
Glucocorticoid_receptor_sim_0_0074	True	1	0.34933	0.65067	1.0
Glucocorticoid_receptor_sim_0_0498	True	1	0.46367	0.53633	1.0
Glucocorticoid_receptor_sim_0_1376	False	1	0.282	0.718	1.0
Glucocorticoid_receptor_sim_0_1322	False	0	0.97767	0.02233	1.0
Glucocorticoid_receptor_sim_0_0464	True	1	0.12	0.88	1.0
Glucocorticoid_receptor_sim_0_0182	True	1	0.2405	0.7595	1.0
Glucocorticoid_receptor_sim_0_0735	False	0	0.78867	0.21133	1.0
Glucocorticoid_receptor_sim_0_0882	False	0	0.984	0.016	1.0
Glucocorticoid_receptor_sim_0_0857	False	0	0.79533	0.20467	1.0
Glucocorticoid_receptor_sim_0_1142	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_0_0036	True	1	0.15772	0.84228	1.0
Glucocorticoid_receptor_sim_0_0194	True	1	0.014	0.986	1.0
Glucocorticoid_receptor_sim_0_0658	False	0	0.998	0.002	1.0
Glucocorticoid_receptor_sim_0_1301	False	0	0.9535	0.0465	1.0
Glucocorticoid_receptor_sim_0_1445	False	0	0.99	0.01	1.0
Glucocorticoid_receptor_sim_0_0727	False	0	0.9505	0.0495	1.0
