QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1
Glucocorticoid_receptor_dis_1_1316	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_0879	True	1	0.41	0.59
Glucocorticoid_receptor_dis_1_0642	True	1	0.01333	0.98667
Glucocorticoid_receptor_dis_1_0190	True	0	0.96	0.04
Glucocorticoid_receptor_dis_1_1570	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0891	True	1	0.07	0.93
Glucocorticoid_receptor_dis_1_0980	True	0	0.98	0.02
Glucocorticoid_receptor_dis_1_1592	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0099	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_1744	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0768	True	1	0.13	0.87
Glucocorticoid_receptor_dis_1_1507	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_1390	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0316	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0329	True	1	0.12	0.88
Glucocorticoid_receptor_dis_1_1869	False	0	0.85667	0.14333
Glucocorticoid_receptor_dis_1_0046	True	1	0.32	0.68
Glucocorticoid_receptor_dis_1_0521	True	0	0.86933	0.13067
Glucocorticoid_receptor_dis_1_1337	False	0	0.96	0.04
Glucocorticoid_receptor_dis_1_1181	False	1	0.02	0.98
Glucocorticoid_receptor_dis_1_1610	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_1706	False	0	0.72667	0.27333
Glucocorticoid_receptor_dis_1_0422	True	0	0.67971	0.32029
Glucocorticoid_receptor_dis_1_1173	False	0	0.8383	0.1617
Glucocorticoid_receptor_dis_1_1081	False	0	0.64667	0.35333
Glucocorticoid_receptor_dis_1_1376	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1196	False	0	0.96	0.04
Glucocorticoid_receptor_dis_1_1778	False	1	0.388	0.612
Glucocorticoid_receptor_dis_1_1445	False	0	0.92	0.08
Glucocorticoid_receptor_dis_1_0962	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0979	True	1	0.42	0.58
Glucocorticoid_receptor_dis_1_1675	False	0	0.96	0.04
Glucocorticoid_receptor_dis_1_0133	True	1	0.01	0.99
Glucocorticoid_receptor_dis_1_0323	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_1827	False	1	0.0	1.0
Glucocorticoid_receptor_dis_1_1727	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1017	True	1	0.49	0.51
Glucocorticoid_receptor_dis_1_0491	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_1567	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0436	True	1	0.24167	0.75833
Glucocorticoid_receptor_dis_1_1233	False	0	0.96	0.04
Glucocorticoid_receptor_dis_1_1054	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0697	True	0	0.52	0.48
Glucocorticoid_receptor_dis_1_0110	True	1	0.2	0.8
Glucocorticoid_receptor_dis_1_0622	True	1	0.052	0.948
Glucocorticoid_receptor_dis_1_1868	False	0	0.85	0.15
Glucocorticoid_receptor_dis_1_0565	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0473	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_1515	False	0	0.66	0.34
Glucocorticoid_receptor_dis_1_1133	False	0	0.96	0.04
Glucocorticoid_receptor_dis_1_0856	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0059	True	0	0.72	0.28
Glucocorticoid_receptor_dis_1_1696	False	0	0.84	0.16
Glucocorticoid_receptor_dis_1_0520	True	1	0.1	0.9
Glucocorticoid_receptor_dis_1_1721	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0965	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0405	True	1	0.36	0.64
Glucocorticoid_receptor_dis_1_1508	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1019	True	1	0.09	0.91
Glucocorticoid_receptor_dis_1_1872	False	0	0.62233	0.37767
Glucocorticoid_receptor_dis_1_0744	True	1	0.36555	0.63445
Glucocorticoid_receptor_dis_1_0343	True	1	0.06	0.94
Glucocorticoid_receptor_dis_1_0593	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_1632	False	0	0.68	0.32
Glucocorticoid_receptor_dis_1_1408	False	1	0.06	0.94
Glucocorticoid_receptor_dis_1_0042	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_0817	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_0541	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_1113	False	0	0.88	0.12
Glucocorticoid_receptor_dis_1_0127	True	1	0.04767	0.95233
Glucocorticoid_receptor_dis_1_0156	True	0	0.82	0.18
Glucocorticoid_receptor_dis_1_0931	True	1	0.02667	0.97333
Glucocorticoid_receptor_dis_1_1902	False	0	0.92	0.08
Glucocorticoid_receptor_dis_1_1560	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_1005	True	1	0.36	0.64
Glucocorticoid_receptor_dis_1_1000	True	1	0.42938	0.57062
Glucocorticoid_receptor_dis_1_0211	True	1	0.008	0.992
Glucocorticoid_receptor_dis_1_0485	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_0446	True	1	0.33267	0.66733
Glucocorticoid_receptor_dis_1_0587	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0822	True	0	0.732	0.268
Glucocorticoid_receptor_dis_1_0415	True	1	0.39633	0.60367
Glucocorticoid_receptor_dis_1_0576	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_1338	False	0	0.96	0.04
Glucocorticoid_receptor_dis_1_0453	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_1466	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_1822	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_0804	True	1	0.03	0.97
Glucocorticoid_receptor_dis_1_1368	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1916	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0766	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0510	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0708	True	1	0.06	0.94
Glucocorticoid_receptor_dis_1_1116	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0241	True	1	0.1	0.9
Glucocorticoid_receptor_dis_1_1694	False	0	0.86	0.14
Glucocorticoid_receptor_dis_1_0112	True	1	0.09333	0.90667
Glucocorticoid_receptor_dis_1_1291	False	0	0.92	0.08
Glucocorticoid_receptor_dis_1_1663	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0307	True	0	0.59967	0.40033
Glucocorticoid_receptor_dis_1_1551	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1504	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0380	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0582	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_1358	False	1	0.0	1.0
Glucocorticoid_receptor_dis_1_1142	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1280	False	0	0.92	0.08
Glucocorticoid_receptor_dis_1_0212	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0539	True	1	0.25	0.75
Glucocorticoid_receptor_dis_1_1942	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_1118	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0847	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_0883	True	1	0.36	0.64
Glucocorticoid_receptor_dis_1_0240	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0069	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0729	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_1030	True	0	0.86	0.14
Glucocorticoid_receptor_dis_1_1867	False	0	0.945	0.055
Glucocorticoid_receptor_dis_1_0142	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_1580	False	0	0.82	0.18
Glucocorticoid_receptor_dis_1_0954	True	1	0.06	0.94
Glucocorticoid_receptor_dis_1_1635	False	0	0.62	0.38
Glucocorticoid_receptor_dis_1_1324	False	1	0.44033	0.55967
Glucocorticoid_receptor_dis_1_1070	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0081	True	1	0.34633	0.65367
Glucocorticoid_receptor_dis_1_1794	False	0	0.96	0.04
Glucocorticoid_receptor_dis_1_1693	False	0	0.92433	0.07567
Glucocorticoid_receptor_dis_1_0857	True	1	0.32	0.68
Glucocorticoid_receptor_dis_1_1080	False	1	0.49233	0.50767
Glucocorticoid_receptor_dis_1_1636	False	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0429	True	0	0.7	0.3
Glucocorticoid_receptor_dis_1_0233	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_1698	False	0	0.73139	0.26861
Glucocorticoid_receptor_dis_1_1404	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_1901	False	0	0.775	0.225
Glucocorticoid_receptor_dis_1_1350	False	0	0.54	0.46
Glucocorticoid_receptor_dis_1_0779	True	1	0.388	0.612
Glucocorticoid_receptor_dis_1_0688	True	1	0.06	0.94
Glucocorticoid_receptor_dis_1_1267	False	0	0.92333	0.07667
Glucocorticoid_receptor_dis_1_1014	True	1	0.12667	0.87333
Glucocorticoid_receptor_dis_1_0601	True	1	0.03	0.97
Glucocorticoid_receptor_dis_1_1737	False	0	0.77	0.23
Glucocorticoid_receptor_dis_1_1896	False	0	0.92	0.08
Glucocorticoid_receptor_dis_1_0085	True	1	0.39333	0.60667
Glucocorticoid_receptor_dis_1_1387	False	0	0.875	0.125
Glucocorticoid_receptor_dis_1_0470	True	1	0.12	0.88
Glucocorticoid_receptor_dis_1_1604	False	1	0.42333	0.57667
Glucocorticoid_receptor_dis_1_1728	False	0	0.75	0.25
Glucocorticoid_receptor_dis_1_0624	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0486	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_1215	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0378	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0259	True	0	0.52	0.48
Glucocorticoid_receptor_dis_1_1710	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_1321	False	1	0.388	0.612
Glucocorticoid_receptor_dis_1_1839	False	0	0.9	0.1
Glucocorticoid_receptor_dis_1_1147	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1135	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1343	False	0	0.99333	0.00667
Glucocorticoid_receptor_dis_1_0242	True	1	0.11	0.89
Glucocorticoid_receptor_dis_1_0927	True	1	0.17	0.83
Glucocorticoid_receptor_dis_1_0359	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0700	True	1	0.35167	0.64833
Glucocorticoid_receptor_dis_1_0253	True	1	0.22	0.78
Glucocorticoid_receptor_dis_1_0581	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_0571	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_1108	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_1022	True	1	0.22	0.78
Glucocorticoid_receptor_dis_1_0340	True	1	0.06	0.94
Glucocorticoid_receptor_dis_1_0991	True	0	0.96	0.04
Glucocorticoid_receptor_dis_1_0019	True	1	0.08333	0.91667
Glucocorticoid_receptor_dis_1_1450	False	0	0.775	0.225
Glucocorticoid_receptor_dis_1_0555	True	1	0.02571	0.97429
Glucocorticoid_receptor_dis_1_0113	True	1	0.17333	0.82667
Glucocorticoid_receptor_dis_1_0612	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0078	True	1	0.14833	0.85167
Glucocorticoid_receptor_dis_1_1220	False	0	0.96	0.04
Glucocorticoid_receptor_dis_1_1543	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0335	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0886	True	1	0.07	0.93
Glucocorticoid_receptor_dis_1_1210	False	0	0.82	0.18
Glucocorticoid_receptor_dis_1_1475	False	0	0.88	0.12
Glucocorticoid_receptor_dis_1_1264	False	0	0.97	0.03
Glucocorticoid_receptor_dis_1_1205	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_1244	False	0	0.72667	0.27333
Glucocorticoid_receptor_dis_1_1579	False	0	0.58	0.42
Glucocorticoid_receptor_dis_1_0331	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_0189	True	0	0.71	0.29
Glucocorticoid_receptor_dis_1_1876	False	1	0.06	0.94
Glucocorticoid_receptor_dis_1_0610	True	1	0.045	0.955
Glucocorticoid_receptor_dis_1_0054	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_1558	False	0	0.975	0.025
Glucocorticoid_receptor_dis_1_1128	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1929	False	0	0.82	0.18
Glucocorticoid_receptor_dis_1_1835	False	0	0.8	0.2
Glucocorticoid_receptor_dis_1_0017	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_1310	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1307	False	0	0.72933	0.27067
Glucocorticoid_receptor_dis_1_1309	False	0	0.68	0.32
Glucocorticoid_receptor_dis_1_1542	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_1676	False	0	0.9	0.1
Glucocorticoid_receptor_dis_1_0157	True	0	0.82	0.18
Glucocorticoid_receptor_dis_1_0907	True	1	0.41267	0.58733
Glucocorticoid_receptor_dis_1_0692	True	1	0.22	0.78
Glucocorticoid_receptor_dis_1_0826	True	1	0.02667	0.97333
Glucocorticoid_receptor_dis_1_1590	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_1479	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_1185	False	1	0.4781	0.5219
Glucocorticoid_receptor_dis_1_1578	False	0	0.74	0.26
Glucocorticoid_receptor_dis_1_1124	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_0291	True	0	0.81	0.19
Glucocorticoid_receptor_dis_1_1275	False	0	0.84	0.16
Glucocorticoid_receptor_dis_1_0197	True	0	0.82	0.18
Glucocorticoid_receptor_dis_1_1875	False	0	0.59	0.41
Glucocorticoid_receptor_dis_1_1740	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1657	False	0	0.84	0.16
Glucocorticoid_receptor_dis_1_1900	False	0	0.88	0.12
Glucocorticoid_receptor_dis_1_0753	True	0	0.61673	0.38327
Glucocorticoid_receptor_dis_1_1460	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0673	True	1	0.3	0.7
Glucocorticoid_receptor_dis_1_0929	True	0	0.61	0.39
Glucocorticoid_receptor_dis_1_0115	True	1	0.371	0.629
Glucocorticoid_receptor_dis_1_1679	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1204	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0621	True	1	0.0	1.0
Glucocorticoid_receptor_dis_1_0205	True	1	0.24	0.76
Glucocorticoid_receptor_dis_1_1371	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_1536	False	0	0.94	0.06
Glucocorticoid_receptor_dis_1_0740	True	1	0.45783	0.54217
Glucocorticoid_receptor_dis_1_1707	False	0	0.88	0.12
Glucocorticoid_receptor_dis_1_1363	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0403	True	1	0.18	0.82
Glucocorticoid_receptor_dis_1_0889	True	0	0.64967	0.35033
Glucocorticoid_receptor_dis_1_1094	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0502	True	1	0.06	0.94
Glucocorticoid_receptor_dis_1_1340	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0325	True	1	0.14	0.86
Glucocorticoid_receptor_dis_1_0166	True	1	0.11667	0.88333
Glucocorticoid_receptor_dis_1_1362	False	0	0.88	0.12
Glucocorticoid_receptor_dis_1_1654	False	0	0.96	0.04
Glucocorticoid_receptor_dis_1_1939	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_0536	True	1	0.06267	0.93733
Glucocorticoid_receptor_dis_1_1434	False	0	0.9	0.1
Glucocorticoid_receptor_dis_1_0512	True	1	0.46	0.54
Glucocorticoid_receptor_dis_1_1294	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0225	True	1	0.1	0.9
Glucocorticoid_receptor_dis_1_1511	False	0	0.64	0.36
Glucocorticoid_receptor_dis_1_0021	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_0775	True	1	0.04	0.96
Glucocorticoid_receptor_dis_1_1506	False	0	0.88333	0.11667
Glucocorticoid_receptor_dis_1_0120	True	1	0.38667	0.61333
Glucocorticoid_receptor_dis_1_1158	False	0	0.995	0.005
Glucocorticoid_receptor_dis_1_1925	False	0	0.5875	0.4125
Glucocorticoid_receptor_dis_1_0299	True	1	0.08667	0.91333
Glucocorticoid_receptor_dis_1_0893	True	1	0.06	0.94
Glucocorticoid_receptor_dis_1_1468	False	0	0.505	0.495
Glucocorticoid_receptor_dis_1_1594	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1432	False	0	0.88	0.12
Glucocorticoid_receptor_dis_1_0427	True	1	0.02333	0.97667
Glucocorticoid_receptor_dis_1_1151	False	0	1.0	0.0
Glucocorticoid_receptor_dis_1_1330	False	1	0.30667	0.69333
Glucocorticoid_receptor_dis_1_1920	False	0	0.98	0.02
Glucocorticoid_receptor_dis_1_0636	True	1	0.02	0.98
Glucocorticoid_receptor_dis_1_1833	False	0	0.54	0.46
Glucocorticoid_receptor_dis_1_0899	True	1	0.385	0.615
