QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1	Fold
Glucocorticoid_receptor_dis_2_0869	True	1	0.0644	0.9356	0.0
Glucocorticoid_receptor_dis_2_1233	False	1	0.43045	0.56955	0.0
Glucocorticoid_receptor_dis_2_0896	True	1	0.078	0.922	0.0
Glucocorticoid_receptor_dis_2_1026	False	0	0.72342	0.27658	0.0
Glucocorticoid_receptor_dis_2_0176	True	0	0.51467	0.48533	0.0
Glucocorticoid_receptor_dis_2_0660	True	1	0.49646	0.50354	0.0
Glucocorticoid_receptor_dis_2_1251	False	0	0.88	0.12	0.0
Glucocorticoid_receptor_dis_2_1649	False	0	0.99467	0.00533	0.0
Glucocorticoid_receptor_dis_2_1262	False	1	0.48987	0.51013	0.0
Glucocorticoid_receptor_dis_2_1840	False	1	0.43167	0.56833	0.0
Glucocorticoid_receptor_dis_2_0304	True	1	0.12182	0.87818	0.0
Glucocorticoid_receptor_dis_2_1306	False	0	0.968	0.032	0.0
Glucocorticoid_receptor_dis_2_0831	True	1	0.26293	0.73707	0.0
Glucocorticoid_receptor_dis_2_0054	True	1	0.023	0.977	0.0
Glucocorticoid_receptor_dis_2_1407	False	0	0.988	0.012	0.0
Glucocorticoid_receptor_dis_2_0307	True	1	0.10982	0.89018	0.0
Glucocorticoid_receptor_dis_2_1674	False	0	0.51493	0.48507	0.0
Glucocorticoid_receptor_dis_2_1487	False	1	0.21943	0.78057	0.0
Glucocorticoid_receptor_dis_2_0315	True	0	0.9252	0.0748	0.0
Glucocorticoid_receptor_dis_2_1723	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_2_0629	True	1	0.03033	0.96967	0.0
Glucocorticoid_receptor_dis_2_0906	True	1	0.251	0.749	0.0
Glucocorticoid_receptor_dis_2_0712	True	1	0.041	0.959	0.0
Glucocorticoid_receptor_dis_2_1706	False	0	0.982	0.018	0.0
Glucocorticoid_receptor_dis_2_1055	False	0	0.77307	0.22693	0.0
Glucocorticoid_receptor_dis_2_0944	False	0	0.9028	0.0972	0.0
Glucocorticoid_receptor_dis_2_0146	True	0	0.6152	0.3848	0.0
Glucocorticoid_receptor_dis_2_1504	False	1	0.17127	0.82873	0.0
Glucocorticoid_receptor_dis_2_0900	True	0	0.966	0.034	0.0
Glucocorticoid_receptor_dis_2_0329	True	1	0.2854	0.7146	0.0
Glucocorticoid_receptor_dis_2_0266	True	1	0.004	0.996	0.0
Glucocorticoid_receptor_dis_2_1814	False	0	0.84967	0.15033	0.0
Glucocorticoid_receptor_dis_2_0513	True	1	0.05371	0.94629	0.0
Glucocorticoid_receptor_dis_2_0522	True	1	0.09127	0.90873	0.0
Glucocorticoid_receptor_dis_2_0237	True	0	0.87933	0.12067	0.0
Glucocorticoid_receptor_dis_2_1127	False	0	0.90907	0.09093	0.0
Glucocorticoid_receptor_dis_2_0645	True	1	0.25921	0.74079	0.0
Glucocorticoid_receptor_dis_2_1557	False	0	0.83241	0.16759	0.0
Glucocorticoid_receptor_dis_2_1397	False	0	0.884	0.116	0.0
Glucocorticoid_receptor_dis_2_0766	True	1	0.191	0.809	0.0
Glucocorticoid_receptor_dis_2_0536	True	1	0.49973	0.50027	0.0
Glucocorticoid_receptor_dis_2_0700	True	1	0.31367	0.68633	0.0
Glucocorticoid_receptor_dis_2_1066	False	0	0.97845	0.02155	0.0
Glucocorticoid_receptor_dis_2_1121	False	0	0.976	0.024	0.0
Glucocorticoid_receptor_dis_2_0848	True	1	0.222	0.778	0.0
Glucocorticoid_receptor_dis_2_0808	True	1	0.26327	0.73673	0.0
Glucocorticoid_receptor_dis_2_0502	True	1	0.008	0.992	0.0
Glucocorticoid_receptor_dis_2_0178	True	1	0.3872	0.6128	0.0
Glucocorticoid_receptor_dis_2_1616	False	0	0.952	0.048	0.0
Glucocorticoid_receptor_dis_2_0079	True	0	0.61133	0.38867	0.0
Glucocorticoid_receptor_dis_2_0228	True	0	0.89847	0.10153	0.0
Glucocorticoid_receptor_dis_2_0067	True	1	0.3596	0.6404	0.0
Glucocorticoid_receptor_dis_2_0539	True	1	0.008	0.992	0.0
Glucocorticoid_receptor_dis_2_1803	False	0	0.888	0.112	0.0
Glucocorticoid_receptor_dis_2_0138	True	1	0.01433	0.98567	0.0
Glucocorticoid_receptor_dis_2_1810	False	0	0.924	0.076	0.0
Glucocorticoid_receptor_dis_2_0097	True	1	0.006	0.994	0.0
Glucocorticoid_receptor_dis_2_0787	True	1	0.37307	0.62693	0.0
Glucocorticoid_receptor_dis_2_1413	False	0	0.996	0.004	0.0
Glucocorticoid_receptor_dis_2_1068	False	0	0.996	0.004	0.0
Glucocorticoid_receptor_dis_2_0349	True	1	0.35013	0.64987	0.0
Glucocorticoid_receptor_dis_2_0511	True	1	0.02562	0.97438	0.0
Glucocorticoid_receptor_dis_2_0658	True	0	0.7742	0.2258	0.0
Glucocorticoid_receptor_dis_2_1094	False	0	0.54778	0.45222	0.0
Glucocorticoid_receptor_dis_2_0780	True	1	0.03733	0.96267	0.0
Glucocorticoid_receptor_dis_2_1139	False	0	0.992	0.008	0.0
Glucocorticoid_receptor_dis_2_0969	False	0	0.996	0.004	0.0
Glucocorticoid_receptor_dis_2_0344	True	1	0.44053	0.55947	0.0
Glucocorticoid_receptor_dis_2_1293	False	0	0.52659	0.47341	0.0
Glucocorticoid_receptor_dis_2_1468	False	0	0.9432	0.0568	0.0
Glucocorticoid_receptor_dis_2_0616	True	1	0.236	0.764	0.0
Glucocorticoid_receptor_dis_2_0261	True	1	0.282	0.718	0.0
Glucocorticoid_receptor_dis_2_1277	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_2_0930	True	1	0.08333	0.91667	0.0
Glucocorticoid_receptor_dis_2_1846	False	0	0.864	0.136	0.0
Glucocorticoid_receptor_dis_2_1357	False	0	0.95333	0.04667	0.0
Glucocorticoid_receptor_dis_2_1624	False	0	0.596	0.404	0.0
Glucocorticoid_receptor_dis_2_0346	True	1	0.39653	0.60347	0.0
Glucocorticoid_receptor_dis_2_1851	False	0	0.933	0.067	0.0
Glucocorticoid_receptor_dis_2_0857	True	1	0.048	0.952	0.0
Glucocorticoid_receptor_dis_2_0372	True	1	0.048	0.952	0.0
Glucocorticoid_receptor_dis_2_0301	True	1	0.03333	0.96667	0.0
Glucocorticoid_receptor_dis_2_1255	False	0	0.931	0.069	0.0
Glucocorticoid_receptor_dis_2_1164	False	0	0.922	0.078	0.0
Glucocorticoid_receptor_dis_2_1287	False	0	0.85987	0.14013	0.0
Glucocorticoid_receptor_dis_2_0052	True	1	0.4864	0.5136	0.0
Glucocorticoid_receptor_dis_2_0157	True	0	0.65737	0.34263	0.0
Glucocorticoid_receptor_dis_2_1374	False	0	0.97	0.03	0.0
Glucocorticoid_receptor_dis_2_1727	False	0	0.53693	0.46307	0.0
Glucocorticoid_receptor_dis_2_1246	False	0	0.95467	0.04533	0.0
Glucocorticoid_receptor_dis_2_0688	True	0	0.964	0.036	0.0
Glucocorticoid_receptor_dis_2_1146	False	1	0.44393	0.55607	0.0
Glucocorticoid_receptor_dis_2_1605	False	1	0.33827	0.66173	0.0
Glucocorticoid_receptor_dis_2_0684	True	1	0.084	0.916	0.0
Glucocorticoid_receptor_dis_2_1389	False	0	0.75829	0.24171	0.0
Glucocorticoid_receptor_dis_2_1195	False	0	0.99467	0.00533	0.0
Glucocorticoid_receptor_dis_2_1850	False	0	0.83193	0.16807	0.0
Glucocorticoid_receptor_dis_2_0305	True	0	0.75477	0.24523	0.0
Glucocorticoid_receptor_dis_2_1833	False	1	0.44531	0.55469	0.0
Glucocorticoid_receptor_dis_2_0316	True	0	0.57979	0.42021	0.0
Glucocorticoid_receptor_dis_2_1009	False	0	0.948	0.052	0.0
Glucocorticoid_receptor_dis_2_0632	True	1	0.12171	0.87829	0.0
Glucocorticoid_receptor_dis_2_0276	True	1	0.05467	0.94533	0.0
Glucocorticoid_receptor_dis_2_1462	False	0	0.56658	0.43342	0.0
Glucocorticoid_receptor_dis_2_1237	False	0	0.968	0.032	0.0
Glucocorticoid_receptor_dis_2_0699	True	1	0.09807	0.90193	0.0
Glucocorticoid_receptor_dis_2_1418	False	0	0.996	0.004	0.0
Glucocorticoid_receptor_dis_2_0726	True	1	0.0904	0.9096	0.0
Glucocorticoid_receptor_dis_2_1148	False	1	0.10552	0.89448	0.0
Glucocorticoid_receptor_dis_2_1179	False	0	0.7104	0.2896	0.0
Glucocorticoid_receptor_dis_2_0895	True	1	0.012	0.988	0.0
Glucocorticoid_receptor_dis_2_1310	False	0	0.69133	0.30867	0.0
Glucocorticoid_receptor_dis_2_1123	False	0	0.921	0.079	0.0
Glucocorticoid_receptor_dis_2_1696	False	1	0.08267	0.91733	0.0
Glucocorticoid_receptor_dis_2_1575	False	0	0.7942	0.2058	0.0
Glucocorticoid_receptor_dis_2_1662	False	0	0.92767	0.07233	0.0
Glucocorticoid_receptor_dis_2_1280	False	0	0.91507	0.08493	0.0
Glucocorticoid_receptor_dis_2_1747	False	0	0.952	0.048	0.0
Glucocorticoid_receptor_dis_2_0371	True	1	0.017	0.983	0.0
Glucocorticoid_receptor_dis_2_0873	True	1	0.188	0.812	0.0
Glucocorticoid_receptor_dis_2_1579	False	0	0.921	0.079	0.0
Glucocorticoid_receptor_dis_2_0528	True	1	0.01467	0.98533	0.0
Glucocorticoid_receptor_dis_2_0562	True	0	0.94792	0.05208	0.0
Glucocorticoid_receptor_dis_2_1569	False	0	0.89073	0.10927	0.0
Glucocorticoid_receptor_dis_2_0212	True	1	0.43131	0.56869	0.0
Glucocorticoid_receptor_dis_2_1720	False	0	0.86173	0.13827	0.0
Glucocorticoid_receptor_dis_2_1714	False	0	0.984	0.016	0.0
Glucocorticoid_receptor_dis_2_1715	False	0	0.9672	0.0328	0.0
Glucocorticoid_receptor_dis_2_1537	False	0	0.991	0.009	0.0
Glucocorticoid_receptor_dis_2_1101	False	0	0.68133	0.31867	0.0
Glucocorticoid_receptor_dis_2_1271	False	0	0.904	0.096	0.0
Glucocorticoid_receptor_dis_2_1244	False	0	0.94933	0.05067	0.0
Glucocorticoid_receptor_dis_2_0561	True	0	0.93087	0.06913	0.0
Glucocorticoid_receptor_dis_2_0281	True	1	0.12152	0.87848	0.0
Glucocorticoid_receptor_dis_2_1022	False	0	0.66327	0.33673	0.0
Glucocorticoid_receptor_dis_2_1475	False	0	0.66327	0.33673	0.0
Glucocorticoid_receptor_dis_2_1669	False	1	0.24472	0.75528	0.0
Glucocorticoid_receptor_dis_2_0263	True	1	0.004	0.996	0.0
Glucocorticoid_receptor_dis_2_1574	False	1	0.18507	0.81493	0.0
Glucocorticoid_receptor_dis_2_1117	False	0	0.89073	0.10927	0.0
Glucocorticoid_receptor_dis_2_0705	True	1	0.13437	0.86563	0.0
Glucocorticoid_receptor_dis_2_1342	False	0	0.893	0.107	0.0
Glucocorticoid_receptor_dis_2_1540	False	0	0.708	0.292	0.0
Glucocorticoid_receptor_dis_2_0061	True	1	0.236	0.764	0.0
Glucocorticoid_receptor_dis_2_0883	True	1	0.17076	0.82924	0.0
Glucocorticoid_receptor_dis_2_0871	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_2_1090	False	0	0.85	0.15	0.0
Glucocorticoid_receptor_dis_2_1815	False	0	0.9464	0.0536	0.0
Glucocorticoid_receptor_dis_2_0817	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_2_1367	False	0	0.95	0.05	0.0
Glucocorticoid_receptor_dis_2_0117	True	1	0.0752	0.9248	0.0
Glucocorticoid_receptor_dis_2_0945	False	0	0.95767	0.04233	0.0
Glucocorticoid_receptor_dis_2_0672	True	1	0.04753	0.95247	0.0
Glucocorticoid_receptor_dis_2_0406	True	1	0.012	0.988	0.0
Glucocorticoid_receptor_dis_2_1425	False	0	0.984	0.016	0.0
Glucocorticoid_receptor_dis_2_0217	True	1	0.40542	0.59458	0.0
Glucocorticoid_receptor_dis_2_0844	True	1	0.116	0.884	0.0
Glucocorticoid_receptor_dis_2_1392	False	0	0.65317	0.34683	0.0
Glucocorticoid_receptor_dis_2_0283	True	1	0.332	0.668	0.0
Glucocorticoid_receptor_dis_2_1097	False	0	0.51634	0.48366	0.0
Glucocorticoid_receptor_dis_2_0836	True	1	0.27327	0.72673	0.0
Glucocorticoid_receptor_dis_2_1061	False	0	0.52799	0.47201	0.0
Glucocorticoid_receptor_dis_2_0704	True	1	0.22117	0.77883	1.0
Glucocorticoid_receptor_dis_2_0259	True	0	0.57333	0.42667	1.0
Glucocorticoid_receptor_dis_2_1328	False	0	0.77985	0.22015	1.0
Glucocorticoid_receptor_dis_2_1648	False	0	0.72987	0.27013	1.0
Glucocorticoid_receptor_dis_2_0981	False	0	0.898	0.102	1.0
Glucocorticoid_receptor_dis_2_1172	False	1	0.028	0.972	1.0
Glucocorticoid_receptor_dis_2_0571	True	1	0.13482	0.86518	1.0
Glucocorticoid_receptor_dis_2_1785	False	1	0.1398	0.8602	1.0
Glucocorticoid_receptor_dis_2_0648	True	1	0.33047	0.66953	1.0
Glucocorticoid_receptor_dis_2_0325	True	1	0.156	0.844	1.0
Glucocorticoid_receptor_dis_2_1064	False	0	0.73207	0.26793	1.0
Glucocorticoid_receptor_dis_2_0082	True	1	0.22386	0.77614	1.0
Glucocorticoid_receptor_dis_2_1426	False	0	0.9584	0.0416	1.0
Glucocorticoid_receptor_dis_2_1795	False	0	0.92367	0.07633	1.0
Glucocorticoid_receptor_dis_2_0296	True	0	0.96267	0.03733	1.0
Glucocorticoid_receptor_dis_2_0690	True	0	0.6902	0.3098	1.0
Glucocorticoid_receptor_dis_2_0625	True	1	0.19123	0.80877	1.0
Glucocorticoid_receptor_dis_2_1685	False	1	0.2818	0.7182	1.0
Glucocorticoid_receptor_dis_2_0665	True	0	0.53249	0.46751	1.0
Glucocorticoid_receptor_dis_2_0594	True	1	0.40487	0.59513	1.0
Glucocorticoid_receptor_dis_2_0957	False	0	0.988	0.012	1.0
Glucocorticoid_receptor_dis_2_0488	True	1	0.01267	0.98733	1.0
Glucocorticoid_receptor_dis_2_0606	True	0	0.63627	0.36373	1.0
Glucocorticoid_receptor_dis_2_0806	True	0	0.632	0.368	1.0
Glucocorticoid_receptor_dis_2_0526	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_dis_2_1434	False	0	0.992	0.008	1.0
Glucocorticoid_receptor_dis_2_0072	True	1	0.014	0.986	1.0
Glucocorticoid_receptor_dis_2_1564	False	0	0.992	0.008	1.0
Glucocorticoid_receptor_dis_2_1247	False	0	0.95333	0.04667	1.0
Glucocorticoid_receptor_dis_2_1760	False	0	0.96667	0.03333	1.0
Glucocorticoid_receptor_dis_2_1332	False	0	0.9194	0.0806	1.0
Glucocorticoid_receptor_dis_2_0396	True	1	0.06907	0.93093	1.0
Glucocorticoid_receptor_dis_2_0639	True	1	0.09633	0.90367	1.0
Glucocorticoid_receptor_dis_2_1256	False	0	0.872	0.128	1.0
Glucocorticoid_receptor_dis_2_1469	False	0	0.91587	0.08413	1.0
Glucocorticoid_receptor_dis_2_0286	True	1	0.05867	0.94133	1.0
Glucocorticoid_receptor_dis_2_0469	True	1	0.007	0.993	1.0
Glucocorticoid_receptor_dis_2_1014	False	0	0.984	0.016	1.0
Glucocorticoid_receptor_dis_2_1454	False	1	0.48013	0.51987	1.0
Glucocorticoid_receptor_dis_2_0819	True	0	0.92	0.08	1.0
Glucocorticoid_receptor_dis_2_0486	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_dis_2_0027	True	1	0.088	0.912	1.0
Glucocorticoid_receptor_dis_2_0520	True	1	0.05	0.95	1.0
Glucocorticoid_receptor_dis_2_1820	False	0	0.982	0.018	1.0
Glucocorticoid_receptor_dis_2_0638	True	1	0.0216	0.9784	1.0
Glucocorticoid_receptor_dis_2_0624	True	1	0.08	0.92	1.0
Glucocorticoid_receptor_dis_2_0875	True	1	0.06531	0.93469	1.0
Glucocorticoid_receptor_dis_2_1481	False	0	0.992	0.008	1.0
Glucocorticoid_receptor_dis_2_0339	True	1	0.2606	0.7394	1.0
Glucocorticoid_receptor_dis_2_0515	True	1	0.042	0.958	1.0
Glucocorticoid_receptor_dis_2_1499	False	0	0.58892	0.41108	1.0
Glucocorticoid_receptor_dis_2_0297	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_dis_2_0619	True	1	0.06	0.94	1.0
Glucocorticoid_receptor_dis_2_1368	False	0	0.9416	0.0584	1.0
Glucocorticoid_receptor_dis_2_0734	True	1	0.14232	0.85768	1.0
Glucocorticoid_receptor_dis_2_1002	False	0	0.62686	0.37314	1.0
Glucocorticoid_receptor_dis_2_0876	True	1	0.14961	0.85039	1.0
Glucocorticoid_receptor_dis_2_1610	False	0	0.81993	0.18007	1.0
Glucocorticoid_receptor_dis_2_0377	True	1	0.03533	0.96467	1.0
Glucocorticoid_receptor_dis_2_0531	True	1	0.004	0.996	1.0
Glucocorticoid_receptor_dis_2_0532	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_dis_2_0832	True	1	0.38633	0.61367	1.0
Glucocorticoid_receptor_dis_2_1010	False	0	0.821	0.179	1.0
Glucocorticoid_receptor_dis_2_0560	True	0	0.94	0.06	1.0
Glucocorticoid_receptor_dis_2_0959	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_2_0206	True	1	0.30489	0.69511	1.0
