QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1	Fold
Glucocorticoid_receptor_dis_4_0705	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_1395	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_0225	True	0	0.53929	0.46071	0.0
Glucocorticoid_receptor_dis_4_1351	False	0	0.53929	0.46071	0.0
Glucocorticoid_receptor_dis_4_0935	False	0	0.92	0.08	0.0
Glucocorticoid_receptor_dis_4_1399	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_0659	True	1	0.18333	0.81667	0.0
Glucocorticoid_receptor_dis_4_1375	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0341	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_1303	False	0	0.84	0.16	0.0
Glucocorticoid_receptor_dis_4_0885	False	0	0.54	0.46	0.0
Glucocorticoid_receptor_dis_4_0221	True	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_0063	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_0321	True	0	0.96667	0.03333	0.0
Glucocorticoid_receptor_dis_4_0342	True	0	0.58	0.42	0.0
Glucocorticoid_receptor_dis_4_0957	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_0518	True	1	0.16	0.84	0.0
Glucocorticoid_receptor_dis_4_1162	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_1412	False	0	0.89	0.11	0.0
Glucocorticoid_receptor_dis_4_1556	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0091	True	0	0.51	0.49	0.0
Glucocorticoid_receptor_dis_4_1076	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_0479	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_dis_4_0710	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_0210	True	0	0.97333	0.02667	0.0
Glucocorticoid_receptor_dis_4_0328	True	1	0.08	0.92	0.0
Glucocorticoid_receptor_dis_4_0953	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0925	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0512	True	1	0.44	0.56	0.0
Glucocorticoid_receptor_dis_4_1374	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0132	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_0841	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0752	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_0984	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1178	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_0528	True	1	0.18	0.82	0.0
Glucocorticoid_receptor_dis_4_1299	False	0	0.77767	0.22233	0.0
Glucocorticoid_receptor_dis_4_1372	False	0	0.5619	0.4381	0.0
Glucocorticoid_receptor_dis_4_1393	False	0	0.92	0.08	0.0
Glucocorticoid_receptor_dis_4_0617	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_1292	False	1	0.05333	0.94667	0.0
Glucocorticoid_receptor_dis_4_0393	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_dis_4_0622	True	1	0.11429	0.88571	0.0
Glucocorticoid_receptor_dis_4_1388	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_0538	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_1476	False	0	0.74667	0.25333	0.0
Glucocorticoid_receptor_dis_4_1181	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1044	False	0	0.72	0.28	0.0
Glucocorticoid_receptor_dis_4_0137	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_0620	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_0715	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_0038	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_1139	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0459	True	1	0.12	0.88	0.0
Glucocorticoid_receptor_dis_4_0875	False	0	0.7819	0.2181	0.0
Glucocorticoid_receptor_dis_4_0105	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_1473	False	1	0.41333	0.58667	0.0
Glucocorticoid_receptor_dis_4_1054	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0867	False	0	0.82	0.18	0.0
Glucocorticoid_receptor_dis_4_0390	True	1	0.18	0.82	0.0
Glucocorticoid_receptor_dis_4_0345	True	1	0.22	0.78	0.0
Glucocorticoid_receptor_dis_4_0645	True	1	0.15667	0.84333	0.0
Glucocorticoid_receptor_dis_4_0027	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_dis_4_0612	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_0146	True	1	0.14667	0.85333	0.0
Glucocorticoid_receptor_dis_4_0778	True	0	0.66	0.34	0.0
Glucocorticoid_receptor_dis_4_0837	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_dis_4_1033	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1540	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0270	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_0974	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_1141	False	1	0.08667	0.91333	0.0
Glucocorticoid_receptor_dis_4_0783	True	1	0.19762	0.80238	0.0
Glucocorticoid_receptor_dis_4_0817	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1084	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_1345	False	0	0.86667	0.13333	0.0
Glucocorticoid_receptor_dis_4_1150	False	1	0.41333	0.58667	0.0
Glucocorticoid_receptor_dis_4_0074	True	1	0.01333	0.98667	0.0
Glucocorticoid_receptor_dis_4_0787	True	0	0.70667	0.29333	0.0
Glucocorticoid_receptor_dis_4_0259	True	1	0.49333	0.50667	0.0
Glucocorticoid_receptor_dis_4_0894	False	1	0.45057	0.54943	0.0
Glucocorticoid_receptor_dis_4_0245	True	0	0.72	0.28	0.0
Glucocorticoid_receptor_dis_4_1286	False	1	0.185	0.815	0.0
Glucocorticoid_receptor_dis_4_0672	True	0	0.88	0.12	0.0
Glucocorticoid_receptor_dis_4_1454	False	0	0.96667	0.03333	0.0
Glucocorticoid_receptor_dis_4_0076	True	1	0.03333	0.96667	0.0
Glucocorticoid_receptor_dis_4_1435	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1603	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1082	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1072	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_0330	True	1	0.14	0.86	0.0
Glucocorticoid_receptor_dis_4_1456	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_0856	False	0	0.52	0.48	0.0
Glucocorticoid_receptor_dis_4_0651	True	1	0.12	0.88	0.0
Glucocorticoid_receptor_dis_4_0290	True	1	0.2	0.8	0.0
Glucocorticoid_receptor_dis_4_0082	True	1	0.25	0.75	0.0
Glucocorticoid_receptor_dis_4_1474	False	1	0.3	0.7	0.0
Glucocorticoid_receptor_dis_4_0117	True	1	0.13	0.87	0.0
Glucocorticoid_receptor_dis_4_0879	False	0	0.94667	0.05333	0.0
Glucocorticoid_receptor_dis_4_1323	False	0	0.82	0.18	0.0
Glucocorticoid_receptor_dis_4_1184	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_1331	False	0	0.91333	0.08667	0.0
Glucocorticoid_receptor_dis_4_0348	True	1	0.07	0.93	0.0
Glucocorticoid_receptor_dis_4_0556	True	0	0.56667	0.43333	0.0
Glucocorticoid_receptor_dis_4_0782	True	1	0.09833	0.90167	0.0
Glucocorticoid_receptor_dis_4_0625	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_0382	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_0952	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1198	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_1083	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_1521	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_0192	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_0131	True	1	0.36	0.64	0.0
Glucocorticoid_receptor_dis_4_1604	False	1	0.41333	0.58667	0.0
Glucocorticoid_receptor_dis_4_0150	True	0	0.58	0.42	0.0
Glucocorticoid_receptor_dis_4_1046	False	0	0.72	0.28	0.0
Glucocorticoid_receptor_dis_4_0247	True	1	0.42667	0.57333	0.0
Glucocorticoid_receptor_dis_4_1335	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_0099	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_1251	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_1607	False	0	0.86	0.14	0.0
Glucocorticoid_receptor_dis_4_0947	False	0	0.93	0.07	0.0
Glucocorticoid_receptor_dis_4_0056	True	1	0.12	0.88	0.0
Glucocorticoid_receptor_dis_4_0061	True	1	0.1	0.9	0.0
Glucocorticoid_receptor_dis_4_0412	True	0	0.86	0.14	0.0
Glucocorticoid_receptor_dis_4_1453	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_0562	True	1	0.1481	0.8519	0.0
Glucocorticoid_receptor_dis_4_1622	False	0	0.7	0.3	0.0
Glucocorticoid_receptor_dis_4_0795	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_dis_4_1411	False	0	0.97	0.03	0.0
Glucocorticoid_receptor_dis_4_0360	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_0785	True	1	0.14667	0.85333	0.0
Glucocorticoid_receptor_dis_4_1221	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0375	True	1	0.28	0.72	0.0
Glucocorticoid_receptor_dis_4_1444	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_1180	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_0667	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_0186	True	1	0.186	0.814	0.0
Glucocorticoid_receptor_dis_4_1326	False	0	0.88	0.12	0.0
Glucocorticoid_receptor_dis_4_0060	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_1539	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_1426	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_0484	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_1588	False	0	0.992	0.008	0.0
Glucocorticoid_receptor_dis_4_0704	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_0420	True	1	0.354	0.646	0.0
Glucocorticoid_receptor_dis_4_0198	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_dis_4_0022	True	1	0.136	0.864	0.0
Glucocorticoid_receptor_dis_4_1694	False	0	0.59167	0.40833	0.0
Glucocorticoid_receptor_dis_4_0140	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_0847	False	0	0.576	0.424	0.0
Glucocorticoid_receptor_dis_4_0334	True	1	0.01	0.99	0.0
Glucocorticoid_receptor_dis_4_0025	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_dis_4_0596	True	1	0.12	0.88	0.0
Glucocorticoid_receptor_dis_4_1040	False	0	0.915	0.085	0.0
Glucocorticoid_receptor_dis_4_1587	False	0	0.78	0.22	0.0
Glucocorticoid_receptor_dis_4_1244	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_0464	True	1	0.20667	0.79333	0.0
Glucocorticoid_receptor_dis_4_0190	True	0	0.711	0.289	0.0
Glucocorticoid_receptor_dis_4_0674	True	0	0.88	0.12	0.0
Glucocorticoid_receptor_dis_4_0214	True	0	0.772	0.228	0.0
Glucocorticoid_receptor_dis_4_1572	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_1586	False	0	0.97	0.03	0.0
Glucocorticoid_receptor_dis_4_1358	False	0	0.83	0.17	0.0
Glucocorticoid_receptor_dis_4_0075	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_1015	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0566	True	1	0.26333	0.73667	0.0
Glucocorticoid_receptor_dis_4_0997	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_1379	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0125	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_0264	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_1215	False	0	0.80667	0.19333	0.0
Glucocorticoid_receptor_dis_4_1270	False	0	0.74	0.26	0.0
Glucocorticoid_receptor_dis_4_0534	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_1457	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0177	True	1	0.08	0.92	0.0
Glucocorticoid_receptor_dis_4_1195	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1206	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_1174	False	0	0.992	0.008	0.0
Glucocorticoid_receptor_dis_4_0857	False	0	0.85095	0.14905	0.0
Glucocorticoid_receptor_dis_4_1272	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0509	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_0447	True	1	0.16	0.84	0.0
Glucocorticoid_receptor_dis_4_0162	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_0860	False	0	0.73167	0.26833	0.0
Glucocorticoid_receptor_dis_4_1268	False	0	0.875	0.125	0.0
Glucocorticoid_receptor_dis_4_1697	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0933	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0706	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_0900	False	1	0.45567	0.54433	0.0
Glucocorticoid_receptor_dis_4_1407	False	0	0.81	0.19	0.0
Glucocorticoid_receptor_dis_4_0147	True	1	0.14667	0.85333	0.0
Glucocorticoid_receptor_dis_4_0786	True	1	0.15667	0.84333	0.0
Glucocorticoid_receptor_dis_4_0335	True	1	0.14	0.86	0.0
Glucocorticoid_receptor_dis_4_0276	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_1582	False	0	0.93	0.07	0.0
Glucocorticoid_receptor_dis_4_1494	False	0	0.72	0.28	0.0
Glucocorticoid_receptor_dis_4_0579	True	1	0.18	0.82	0.0
Glucocorticoid_receptor_dis_4_0650	True	1	0.03	0.97	0.0
Glucocorticoid_receptor_dis_4_1070	False	1	0.45367	0.54633	0.0
Glucocorticoid_receptor_dis_4_1295	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_0265	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_dis_4_1050	False	0	0.88	0.12	0.0
Glucocorticoid_receptor_dis_4_1158	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_1110	False	0	0.78	0.22	0.0
Glucocorticoid_receptor_dis_4_1297	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_0003	True	1	0.08	0.92	0.0
Glucocorticoid_receptor_dis_4_0130	True	1	0.09	0.91	0.0
Glucocorticoid_receptor_dis_4_1342	False	0	0.88	0.12	0.0
Glucocorticoid_receptor_dis_4_0712	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_dis_4_1620	False	1	0.42	0.58	0.0
Glucocorticoid_receptor_dis_4_0139	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_0756	True	1	0.008	0.992	0.0
Glucocorticoid_receptor_dis_4_1579	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_0973	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_0970	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_1493	False	0	0.78	0.22	0.0
Glucocorticoid_receptor_dis_4_0648	True	1	0.086	0.914	0.0
Glucocorticoid_receptor_dis_4_0445	True	1	0.1	0.9	0.0
Glucocorticoid_receptor_dis_4_0156	True	0	0.59167	0.40833	0.0
Glucocorticoid_receptor_dis_4_0609	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_1049	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_1315	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0821	False	0	0.78	0.22	0.0
Glucocorticoid_receptor_dis_4_0379	True	1	0.26	0.74	0.0
Glucocorticoid_receptor_dis_4_1632	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_dis_4_1695	False	0	0.89833	0.10167	0.0
Glucocorticoid_receptor_dis_4_0643	True	0	0.50383	0.49617	0.0
Glucocorticoid_receptor_dis_4_0320	True	0	0.5	0.5	0.0
Glucocorticoid_receptor_dis_4_1392	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_0824	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1125	False	0	0.85167	0.14833	0.0
Glucocorticoid_receptor_dis_4_0762	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_dis_4_0251	True	0	0.56	0.44	0.0
Glucocorticoid_receptor_dis_4_1573	False	0	0.97	0.03	0.0
Glucocorticoid_receptor_dis_4_0322	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_dis_4_1655	False	0	0.61833	0.38167	0.0
Glucocorticoid_receptor_dis_4_1437	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_0986	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_4_0052	True	1	0.18	0.82	0.0
Glucocorticoid_receptor_dis_4_1635	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_dis_4_1678	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_4_1618	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_0902	False	0	0.88333	0.11667	1.0
Glucocorticoid_receptor_dis_4_1006	False	0	0.92	0.08	1.0
Glucocorticoid_receptor_dis_4_0191	True	1	0.1	0.9	1.0
Glucocorticoid_receptor_dis_4_1404	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_0015	True	1	0.08	0.92	1.0
Glucocorticoid_receptor_dis_4_1397	False	0	0.936	0.064	1.0
Glucocorticoid_receptor_dis_4_0054	True	1	0.02	0.98	1.0
Glucocorticoid_receptor_dis_4_1219	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_1055	False	0	0.94667	0.05333	1.0
Glucocorticoid_receptor_dis_4_1583	False	0	0.92	0.08	1.0
Glucocorticoid_receptor_dis_4_1700	False	0	0.91	0.09	1.0
Glucocorticoid_receptor_dis_4_0488	True	1	0.02	0.98	1.0
Glucocorticoid_receptor_dis_4_0543	True	1	0.396	0.604	1.0
Glucocorticoid_receptor_dis_4_1138	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_1296	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_0110	True	1	0.04	0.96	1.0
Glucocorticoid_receptor_dis_4_1352	False	0	0.53867	0.46133	1.0
Glucocorticoid_receptor_dis_4_1222	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_0465	True	1	0.32	0.68	1.0
Glucocorticoid_receptor_dis_4_1340	False	0	0.84	0.16	1.0
Glucocorticoid_receptor_dis_4_1254	False	0	0.76	0.24	1.0
Glucocorticoid_receptor_dis_4_1310	False	0	0.79533	0.20467	1.0
Glucocorticoid_receptor_dis_4_0802	False	0	0.93	0.07	1.0
Glucocorticoid_receptor_dis_4_0969	False	0	0.92	0.08	1.0
Glucocorticoid_receptor_dis_4_0975	False	0	0.92	0.08	1.0
Glucocorticoid_receptor_dis_4_0315	True	0	0.863	0.137	1.0
Glucocorticoid_receptor_dis_4_1068	False	1	0.13967	0.86033	1.0
Glucocorticoid_receptor_dis_4_0229	True	0	0.81467	0.18533	1.0
Glucocorticoid_receptor_dis_4_0658	True	1	0.08667	0.91333	1.0
Glucocorticoid_receptor_dis_4_1066	False	0	0.55005	0.44995	1.0
Glucocorticoid_receptor_dis_4_1660	False	0	0.845	0.155	1.0
Glucocorticoid_receptor_dis_4_0798	True	1	0.056	0.944	1.0
Glucocorticoid_receptor_dis_4_1602	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_dis_4_0918	False	1	0.49	0.51	1.0
Glucocorticoid_receptor_dis_4_0403	True	1	0.44	0.56	1.0
Glucocorticoid_receptor_dis_4_1533	False	1	0.13967	0.86033	1.0
Glucocorticoid_receptor_dis_4_0357	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_dis_4_1464	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_1462	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_dis_4_1609	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_1693	False	0	0.533	0.467	1.0
Glucocorticoid_receptor_dis_4_1265	False	0	0.93	0.07	1.0
Glucocorticoid_receptor_dis_4_0590	True	1	0.12333	0.87667	1.0
Glucocorticoid_receptor_dis_4_1384	False	1	0.365	0.635	1.0
Glucocorticoid_receptor_dis_4_1385	False	0	0.7	0.3	1.0
Glucocorticoid_receptor_dis_4_1354	False	1	0.101	0.899	1.0
Glucocorticoid_receptor_dis_4_1684	False	0	0.97	0.03	1.0
Glucocorticoid_receptor_dis_4_1471	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_0196	True	1	0.02	0.98	1.0
Glucocorticoid_receptor_dis_4_1633	False	0	0.94	0.06	1.0
Glucocorticoid_receptor_dis_4_1000	False	0	0.816	0.184	1.0
Glucocorticoid_receptor_dis_4_1488	False	0	0.67	0.33	1.0
Glucocorticoid_receptor_dis_4_0363	True	1	0.04	0.96	1.0
Glucocorticoid_receptor_dis_4_1658	False	1	0.21	0.79	1.0
Glucocorticoid_receptor_dis_4_0179	True	1	0.06	0.94	1.0
Glucocorticoid_receptor_dis_4_0878	False	0	0.88667	0.11333	1.0
Glucocorticoid_receptor_dis_4_1518	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_0409	True	0	0.85333	0.14667	1.0
Glucocorticoid_receptor_dis_4_0234	True	0	0.92	0.08	1.0
Glucocorticoid_receptor_dis_4_0992	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_1099	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_1465	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_0738	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_dis_4_1045	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_dis_4_0364	True	1	0.02	0.98	1.0
Glucocorticoid_receptor_dis_4_1486	False	0	0.9	0.1	1.0
Glucocorticoid_receptor_dis_4_1386	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_1344	False	1	0.08	0.92	1.0
Glucocorticoid_receptor_dis_4_0128	True	1	0.1	0.9	1.0
Glucocorticoid_receptor_dis_4_0441	True	1	0.04	0.96	1.0
Glucocorticoid_receptor_dis_4_1204	False	0	0.845	0.155	1.0
Glucocorticoid_receptor_dis_4_1020	False	0	0.82	0.18	1.0
Glucocorticoid_receptor_dis_4_0466	True	1	0.06	0.94	1.0
Glucocorticoid_receptor_dis_4_0236	True	0	0.78867	0.21133	1.0
Glucocorticoid_receptor_dis_4_0846	False	0	0.82	0.18	1.0
Glucocorticoid_receptor_dis_4_0427	True	0	0.707	0.293	1.0
Glucocorticoid_receptor_dis_4_0044	True	1	0.16	0.84	1.0
Glucocorticoid_receptor_dis_4_0155	True	1	0.38167	0.61833	1.0
Glucocorticoid_receptor_dis_4_1223	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_1549	False	0	0.98667	0.01333	1.0
Glucocorticoid_receptor_dis_4_0864	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_1200	False	0	0.70333	0.29667	1.0
Glucocorticoid_receptor_dis_4_1526	False	1	0.43667	0.56333	1.0
Glucocorticoid_receptor_dis_4_1546	False	1	0.26	0.74	1.0
Glucocorticoid_receptor_dis_4_1438	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_dis_4_1623	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_0112	True	1	0.07	0.93	1.0
Glucocorticoid_receptor_dis_4_0743	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_dis_4_1029	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_dis_4_0977	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_0901	False	1	0.101	0.899	1.0
Glucocorticoid_receptor_dis_4_1472	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_dis_4_1364	False	1	0.42567	0.57433	1.0
Glucocorticoid_receptor_dis_4_0164	True	1	0.12	0.88	1.0
Glucocorticoid_receptor_dis_4_0668	True	1	0.0	1.0	1.0
