QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1
Glucocorticoid_receptor_dis_4_1575	False	0	0.92	0.08
Glucocorticoid_receptor_dis_4_0709	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_1491	False	1	0.1	0.9
Glucocorticoid_receptor_dis_4_1041	False	0	0.8	0.2
Glucocorticoid_receptor_dis_4_0861	False	0	0.83	0.17
Glucocorticoid_receptor_dis_4_0985	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0006	True	0	0.824	0.176
Glucocorticoid_receptor_dis_4_1332	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0834	False	0	0.9	0.1
Glucocorticoid_receptor_dis_4_0149	True	1	0.04333	0.95667
Glucocorticoid_receptor_dis_4_1346	False	0	0.82333	0.17667
Glucocorticoid_receptor_dis_4_1273	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_1308	False	0	0.856	0.144
Glucocorticoid_receptor_dis_4_0558	True	0	0.92	0.08
Glucocorticoid_receptor_dis_4_1496	False	0	0.92	0.08
Glucocorticoid_receptor_dis_4_1018	False	0	0.78	0.22
Glucocorticoid_receptor_dis_4_0825	False	0	0.78667	0.21333
Glucocorticoid_receptor_dis_4_1202	False	0	0.805	0.195
Glucocorticoid_receptor_dis_4_0361	True	1	0.04	0.96
Glucocorticoid_receptor_dis_4_0692	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_0295	True	0	0.946	0.054
Glucocorticoid_receptor_dis_4_0431	True	0	0.864	0.136
Glucocorticoid_receptor_dis_4_1124	False	0	0.82857	0.17143
Glucocorticoid_receptor_dis_4_1615	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0551	True	0	0.53833	0.46167
Glucocorticoid_receptor_dis_4_0926	False	0	0.8	0.2
Glucocorticoid_receptor_dis_4_1559	False	0	0.97333	0.02667
Glucocorticoid_receptor_dis_4_0292	True	0	0.912	0.088
Glucocorticoid_receptor_dis_4_1558	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_1468	False	0	0.94	0.06
Glucocorticoid_receptor_dis_4_0845	False	1	0.41233	0.58767
Glucocorticoid_receptor_dis_4_0423	True	1	0.08	0.92
Glucocorticoid_receptor_dis_4_1626	False	0	0.9	0.1
Glucocorticoid_receptor_dis_4_0089	True	1	0.41333	0.58667
Glucocorticoid_receptor_dis_4_1156	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0070	True	1	0.08333	0.91667
Glucocorticoid_receptor_dis_4_0121	True	1	0.072	0.928
Glucocorticoid_receptor_dis_4_1692	False	0	0.7	0.3
Glucocorticoid_receptor_dis_4_0432	True	1	0.2986	0.7014
Glucocorticoid_receptor_dis_4_1120	False	1	0.00667	0.99333
Glucocorticoid_receptor_dis_4_0546	True	1	0.09	0.91
Glucocorticoid_receptor_dis_4_0024	True	1	0.1	0.9
Glucocorticoid_receptor_dis_4_0904	False	0	0.60167	0.39833
Glucocorticoid_receptor_dis_4_0996	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0591	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_0426	True	0	0.6511	0.3489
Glucocorticoid_receptor_dis_4_0344	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_0868	False	0	0.74	0.26
Glucocorticoid_receptor_dis_4_1707	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0118	True	1	0.18667	0.81333
Glucocorticoid_receptor_dis_4_0943	False	0	0.57	0.43
Glucocorticoid_receptor_dis_4_1671	False	0	0.92	0.08
Glucocorticoid_receptor_dis_4_0151	True	1	0.19733	0.80267
Glucocorticoid_receptor_dis_4_0664	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_0552	True	1	0.36	0.64
Glucocorticoid_receptor_dis_4_0199	True	0	0.67	0.33
Glucocorticoid_receptor_dis_4_0851	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_1387	False	0	0.96	0.04
Glucocorticoid_receptor_dis_4_0000	True	1	0.33333	0.66667
Glucocorticoid_receptor_dis_4_1090	False	0	0.7	0.3
Glucocorticoid_receptor_dis_4_1460	False	0	0.94	0.06
Glucocorticoid_receptor_dis_4_1123	False	1	0.41667	0.58333
Glucocorticoid_receptor_dis_4_0618	True	1	0.07143	0.92857
Glucocorticoid_receptor_dis_4_0982	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_1104	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0086	True	1	0.04667	0.95333
Glucocorticoid_receptor_dis_4_0568	True	1	0.24	0.76
Glucocorticoid_receptor_dis_4_0316	True	1	0.48817	0.51183
Glucocorticoid_receptor_dis_4_1597	False	0	0.9	0.1
Glucocorticoid_receptor_dis_4_0463	True	1	0.06	0.94
Glucocorticoid_receptor_dis_4_1091	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0071	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_1111	False	0	0.94	0.06
Glucocorticoid_receptor_dis_4_0688	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_1370	False	0	0.50867	0.49133
Glucocorticoid_receptor_dis_4_0938	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0481	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_0764	True	1	0.10381	0.89619
Glucocorticoid_receptor_dis_4_0597	True	1	0.12	0.88
Glucocorticoid_receptor_dis_4_1627	False	0	0.92	0.08
Glucocorticoid_receptor_dis_4_0036	True	1	0.2	0.8
Glucocorticoid_receptor_dis_4_0062	True	1	0.166	0.834
Glucocorticoid_receptor_dis_4_1211	False	0	0.94	0.06
Glucocorticoid_receptor_dis_4_0951	False	0	0.9	0.1
Glucocorticoid_receptor_dis_4_0368	True	1	0.06	0.94
Glucocorticoid_receptor_dis_4_1176	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_1239	False	1	0.48	0.52
Glucocorticoid_receptor_dis_4_1666	False	0	0.86833	0.13167
Glucocorticoid_receptor_dis_4_1032	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_1030	False	0	0.73	0.27
Glucocorticoid_receptor_dis_4_1427	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0936	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0277	True	1	0.04	0.96
Glucocorticoid_receptor_dis_4_0243	True	1	0.32367	0.67633
Glucocorticoid_receptor_dis_4_1640	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0088	True	0	0.88	0.12
Glucocorticoid_receptor_dis_4_0553	True	0	0.52	0.48
Glucocorticoid_receptor_dis_4_0519	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_0498	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_0135	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_0424	True	1	0.13333	0.86667
Glucocorticoid_receptor_dis_4_0021	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_1417	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_1564	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0462	True	1	0.06	0.94
Glucocorticoid_receptor_dis_4_1035	False	1	0.1	0.9
Glucocorticoid_receptor_dis_4_0832	False	0	0.96	0.04
Glucocorticoid_receptor_dis_4_1328	False	0	0.87333	0.12667
Glucocorticoid_receptor_dis_4_0051	True	1	0.21	0.79
Glucocorticoid_receptor_dis_4_0387	True	1	0.1	0.9
Glucocorticoid_receptor_dis_4_0228	True	0	0.97333	0.02667
Glucocorticoid_receptor_dis_4_0621	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_1316	False	0	0.74	0.26
Glucocorticoid_receptor_dis_4_0206	True	1	0.32667	0.67333
Glucocorticoid_receptor_dis_4_1196	False	0	0.91	0.09
Glucocorticoid_receptor_dis_4_0700	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_0731	True	1	0.04	0.96
Glucocorticoid_receptor_dis_4_1595	False	0	0.92	0.08
Glucocorticoid_receptor_dis_4_0294	True	0	0.76476	0.23524
Glucocorticoid_receptor_dis_4_0067	True	1	0.38667	0.61333
Glucocorticoid_receptor_dis_4_0608	True	1	0.16	0.84
Glucocorticoid_receptor_dis_4_0077	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_0807	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0682	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_0329	True	1	0.06	0.94
Glucocorticoid_receptor_dis_4_1291	False	0	0.54	0.46
Glucocorticoid_receptor_dis_4_0919	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0619	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_0890	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_1269	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_1327	False	0	0.81833	0.18167
Glucocorticoid_receptor_dis_4_0189	True	1	0.24	0.76
Glucocorticoid_receptor_dis_4_1074	False	0	0.7	0.3
Glucocorticoid_receptor_dis_4_0598	True	1	0.03333	0.96667
Glucocorticoid_receptor_dis_4_0903	False	1	0.04	0.96
Glucocorticoid_receptor_dis_4_0517	True	1	0.05	0.95
Glucocorticoid_receptor_dis_4_1431	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0647	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_1424	False	0	0.96	0.04
Glucocorticoid_receptor_dis_4_1145	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_1590	False	1	0.00667	0.99333
Glucocorticoid_receptor_dis_4_0729	True	1	0.12	0.88
Glucocorticoid_receptor_dis_4_0396	True	1	0.24867	0.75133
Glucocorticoid_receptor_dis_4_0213	True	0	0.9	0.1
Glucocorticoid_receptor_dis_4_1059	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0030	True	1	0.26	0.74
Glucocorticoid_receptor_dis_4_0175	True	1	0.18	0.82
Glucocorticoid_receptor_dis_4_0467	True	1	0.32	0.68
Glucocorticoid_receptor_dis_4_0844	False	0	0.509	0.491
Glucocorticoid_receptor_dis_4_1318	False	0	0.82167	0.17833
Glucocorticoid_receptor_dis_4_0497	True	1	0.06	0.94
Glucocorticoid_receptor_dis_4_1390	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0889	False	0	0.94	0.06
Glucocorticoid_receptor_dis_4_1418	False	0	0.97	0.03
Glucocorticoid_receptor_dis_4_0989	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0419	True	1	0.15333	0.84667
Glucocorticoid_receptor_dis_4_0491	True	1	0.04	0.96
Glucocorticoid_receptor_dis_4_0307	True	1	0.06	0.94
Glucocorticoid_receptor_dis_4_0108	True	0	0.865	0.135
Glucocorticoid_receptor_dis_4_0065	True	1	0.012	0.988
Glucocorticoid_receptor_dis_4_0681	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_1338	False	0	0.82667	0.17333
Glucocorticoid_receptor_dis_4_1614	False	0	0.92	0.08
Glucocorticoid_receptor_dis_4_1135	False	0	0.966	0.034
Glucocorticoid_receptor_dis_4_0754	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_1512	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_1188	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0623	True	1	0.05143	0.94857
Glucocorticoid_receptor_dis_4_0298	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_0485	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_0956	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0588	True	1	0.22	0.78
Glucocorticoid_receptor_dis_4_1262	False	0	0.74	0.26
Glucocorticoid_receptor_dis_4_1642	False	0	0.96	0.04
Glucocorticoid_receptor_dis_4_0500	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_0422	True	1	0.15333	0.84667
Glucocorticoid_receptor_dis_4_0750	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_0779	True	1	0.04	0.96
Glucocorticoid_receptor_dis_4_1284	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0713	True	1	0.02	0.98
Glucocorticoid_receptor_dis_4_1659	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_1263	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0602	True	1	0.03	0.97
Glucocorticoid_receptor_dis_4_0638	True	1	0.06	0.94
Glucocorticoid_receptor_dis_4_1165	False	0	0.78	0.22
Glucocorticoid_receptor_dis_4_0349	True	1	0.1	0.9
Glucocorticoid_receptor_dis_4_1155	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0748	True	1	0.195	0.805
Glucocorticoid_receptor_dis_4_1214	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0249	True	0	0.83	0.17
Glucocorticoid_receptor_dis_4_0637	True	1	0.0	1.0
Glucocorticoid_receptor_dis_4_1366	False	0	0.51667	0.48333
Glucocorticoid_receptor_dis_4_0711	True	1	0.03667	0.96333
Glucocorticoid_receptor_dis_4_0530	True	1	0.105	0.895
Glucocorticoid_receptor_dis_4_0790	True	0	0.76	0.24
Glucocorticoid_receptor_dis_4_0794	True	0	0.84	0.16
Glucocorticoid_receptor_dis_4_1430	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_1534	False	1	0.46833	0.53167
Glucocorticoid_receptor_dis_4_1028	False	1	0.36222	0.63778
Glucocorticoid_receptor_dis_4_0593	True	1	0.16	0.84
Glucocorticoid_receptor_dis_4_1038	False	0	0.98	0.02
Glucocorticoid_receptor_dis_4_0813	False	0	1.0	0.0
Glucocorticoid_receptor_dis_4_0286	True	1	0.06	0.94
