name,type_cluster,phfp,UFo,SSo,TUPOR_,TUPOR,SESY,ASER,CwAFo,ACR,DIV,receptor,generator,split,threshold
REINVENT_250k_4,dis,rdkit,159154,247636,24/118,0.2033898305084746,0.6426933079196886,0.1402825114280637,34739,0.0001508200842078,0,Leukocyte_elastase,REINVENT_250k,dis,0.75
REINVENT_250k_0,dis,rdkit,139264,248019,98/202,0.4851485148514851,0.5615053685403134,0.0376382454570012,9335,0.0007041949901556,0,Leukocyte_elastase,REINVENT_250k,dis,0.8
REINVENT_250k_1,dis,rdkit,157294,247855,14/128,0.109375,0.6346210485969619,0.02735066873777,6779,8.901322482197355e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.8
REINVENT_250k_2,dis,rdkit,159973,248072,60/97,0.6185567010309279,0.6448652004256828,0.0292415105292012,7254,0.0003752040171843,0,Leukocyte_elastase,REINVENT_250k,dis,0.8
REINVENT_250k_3,dis,rdkit,153437,242844,2/83,0.0240963855421686,0.6318336051127473,0.0030636952117408,744,1.303483559813602e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.8
REINVENT_250k_4,dis,rdkit,159154,247636,24/118,0.2033898305084746,0.6426933079196886,0.0749487150495081,18560,0.0001508200842078,0,Leukocyte_elastase,REINVENT_250k,dis,0.8
REINVENT_250k_0,dis,rdkit,139264,248019,75/202,0.3712871287128713,0.5615053685403134,0.0077211826513291,1915,0.0005388356838543,0,Leukocyte_elastase,REINVENT_250k,dis,0.9
REINVENT_250k_1,dis,rdkit,157294,247855,10/128,0.078125,0.6346210485969619,0.0046801557362167,1160,6.357925790290176e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.9
REINVENT_250k_2,dis,rdkit,159973,248072,57/97,0.5876288659793815,0.6448652004256828,0.0060103518333387,1491,0.0003564371294929,0,Leukocyte_elastase,REINVENT_250k,dis,0.9
REINVENT_250k_3,dis,rdkit,153437,242844,2/83,0.0240963855421686,0.6318336051127473,0.001136532094678,276,1.303483559813602e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.9
REINVENT_250k_4,dis,rdkit,159154,247636,21/118,0.1779661016949152,0.6426933079196886,0.0138671275581902,3434,0.0001319650858087,0,Leukocyte_elastase,REINVENT_250k,dis,0.9
REINVENT_250k_0,dis,rdkit,139264,248019,130/202,0.6435643564356436,0.5615053685403134,0.3411351549679661,84608,0.0009343510572541,0,Leukocyte_elastase,REINVENT_250k,dis,0.65
REINVENT_250k_1,dis,rdkit,157294,247855,41/128,0.3203125,0.6346210485969619,0.345476185673075,85628,0.0002607263454433,0,Leukocyte_elastase,REINVENT_250k,dis,0.65
REINVENT_250k_2,dis,rdkit,159973,248072,62/97,0.6391752577319587,0.6448652004256828,0.2689541745944726,66720,0.0003877156668396,0,Leukocyte_elastase,REINVENT_250k,dis,0.65
REINVENT_250k_3,dis,rdkit,153437,242844,4/83,0.0481927710843373,0.6318336051127473,0.0126789214475136,3079,2.607001101457965e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.65
REINVENT_250k_4,dis,rdkit,159154,247636,27/118,0.2288135593220339,0.6426933079196886,0.4692411442601237,116201,0.0001696757935485,0,Leukocyte_elastase,REINVENT_250k,dis,0.65
REINVENT_250k_0,dis,rdkit,139264,248019,88/202,0.4356435643564356,0.5615053685403134,0.0175510747160499,4353,0.0006322929240673,0,Leukocyte_elastase,REINVENT_250k,dis,0.85
REINVENT_250k_1,dis,rdkit,157294,247855,13/128,0.1015625,0.6346210485969619,0.0113776199794234,2820,8.265461180943661e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.85
REINVENT_250k_2,dis,rdkit,159973,248072,59/97,0.6082474226804123,0.6448652004256828,0.0136008900641749,3374,0.0003689483097164,0,Leukocyte_elastase,REINVENT_250k,dis,0.85
REINVENT_250k_3,dis,rdkit,153437,242844,2/83,0.0240963855421686,0.6318336051127473,0.0017624483207326,428,1.303483559813602e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.85
REINVENT_250k_4,dis,rdkit,159154,247636,22/118,0.1864406779661017,0.6426933079196886,0.0336784635513414,8340,0.000138250006284,0,Leukocyte_elastase,REINVENT_250k,dis,0.85
REINVENT_250k_0,dis,rdkit,139264,248019,57/202,0.2821782178217821,0.5615053685403134,0.0028586519581161,709,0.0004094621678507,0,Leukocyte_elastase,REINVENT_250k,dis,0.95
REINVENT_250k_1,dis,rdkit,157294,247855,10/128,0.078125,0.6346210485969619,0.0016985737628855,421,6.357925790290176e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.95
REINVENT_250k_2,dis,rdkit,159973,248072,48/97,0.4948453608247423,0.6448652004256828,0.002430745912477,603,0.0003001406909488,0,Leukocyte_elastase,REINVENT_250k,dis,0.95
REINVENT_250k_3,dis,rdkit,153437,242844,2/83,0.0240963855421686,0.6318336051127473,0.0003664904218345,89,1.303483559813602e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.95
REINVENT_250k_4,dis,rdkit,159154,247636,17/118,0.1440677966101695,0.6426933079196886,0.0053546334135586,1326,0.0001068261937827,0,Leukocyte_elastase,REINVENT_250k,dis,0.95
REINVENT_250k_0,dis,rdkit,139264,248019,140/202,0.693069306930693,0.5615053685403134,0.7448179373354461,184729,0.001006296541215,0,Leukocyte_elastase,REINVENT_250k,dis,0.6
REINVENT_250k_1,dis,rdkit,157294,247855,51/128,0.3984375,0.6346210485969619,0.6100905771519638,151214,0.0003243387622978,0,Leukocyte_elastase,REINVENT_250k,dis,0.6
REINVENT_250k_2,dis,rdkit,159973,248072,63/97,0.6494845360824743,0.6448652004256828,0.6311675642555387,156575,0.00039397160903,0,Leukocyte_elastase,REINVENT_250k,dis,0.6
REINVENT_250k_3,dis,rdkit,153437,242844,12/83,0.144578313253012,0.6318336051127473,0.0245425046531929,5960,7.821411112921623e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.6
REINVENT_250k_4,dis,rdkit,159154,247636,35/118,0.2966101694915254,0.6426933079196886,0.8574682194834353,212340,0.0002199611611435,0,Leukocyte_elastase,REINVENT_250k,dis,0.6
REINVENT_250k_0,sim,rdkit,145691,247051,196/349,0.5616045845272206,0.5897203411441362,1.0707141440431327,264521,0.0013471253307673,0,Leukocyte_elastase,REINVENT_250k,sim,0.7
REINVENT_250k_1,sim,rdkit,156671,247295,49/118,0.4152542372881356,0.6335388907984391,0.1035686123860167,25612,0.0003128551544482,0,Leukocyte_elastase,REINVENT_250k,sim,0.7
REINVENT_250k_2,sim,rdkit,178010,247791,33/98,0.336734693877551,0.7183876734828949,0.2348793943282847,58201,0.0001854172168313,0,Leukocyte_elastase,REINVENT_250k,sim,0.7
REINVENT_250k_3,sim,rdkit,165785,247376,31/60,0.5166666666666667,0.6701741478558955,0.2380910031692646,58898,0.0001870241442137,0,Leukocyte_elastase,REINVENT_250k,sim,0.7
REINVENT_250k_4,sim,rdkit,149445,247318,16/48,0.3333333333333333,0.6042625284047259,0.0161977696730525,4006,0.0001070742626933,0,Leukocyte_elastase,REINVENT_250k,sim,0.7
REINVENT_250k_0,sim,rdkit,145691,247051,123/349,0.3524355300859599,0.5897203411441362,0.0175226977425713,4329,0.0008449659265772,0,Leukocyte_elastase,REINVENT_250k,sim,0.9
REINVENT_250k_1,sim,rdkit,156671,247295,43/118,0.3644067796610169,0.6335388907984391,0.0042944661234557,1062,0.0002745358428888,0,Leukocyte_elastase,REINVENT_250k,sim,0.9
REINVENT_250k_2,sim,rdkit,178010,247791,30/98,0.3061224489795918,0.7183876734828949,0.0111263120936595,2757,0.0001685582649735,0,Leukocyte_elastase,REINVENT_250k,sim,0.9
REINVENT_250k_3,sim,rdkit,165785,247376,28/60,0.4666666666666667,0.6701741478558955,0.0065568203867796,1622,0.0001689219761458,0,Leukocyte_elastase,REINVENT_250k,sim,0.9
REINVENT_250k_4,sim,rdkit,149445,247318,9/48,0.1875,0.6042625284047259,0.0010310612248198,255,6.0226451457480126e-05,0,Leukocyte_elastase,REINVENT_250k,sim,0.9
REINVENT_250k_0,sim,rdkit,145691,247051,104/349,0.2979942693409742,0.5897203411441362,0.0059380451809545,1467,0.0007143494954906,0,Leukocyte_elastase,REINVENT_250k,sim,0.95
REINVENT_250k_1,sim,rdkit,156671,247295,38/118,0.3220338983050847,0.6335388907984391,0.001605370104531,397,0.0002426053258253,0,Leukocyte_elastase,REINVENT_250k,sim,0.95
REINVENT_250k_2,sim,rdkit,178010,247791,26/98,0.2653061224489796,0.7183876734828949,0.0044513319692805,1103,0.0001460805465659,0,Leukocyte_elastase,REINVENT_250k,sim,0.95
REINVENT_250k_3,sim,rdkit,165785,247376,27/60,0.45,0.6701741478558955,0.0018918569303408,468,0.0001628880657343,0,Leukocyte_elastase,REINVENT_250k,sim,0.95
REINVENT_250k_4,sim,rdkit,149445,247318,6/48,0.125,0.6042625284047259,0.0002870797920086,71,4.0150161604400455e-05,0,Leukocyte_elastase,REINVENT_250k,sim,0.95
REINVENT_250k_0,sim,rdkit,145691,247051,241/349,0.6905444126074498,0.5897203411441362,7.553290616107605,1866048,0.0016569267789618,0,Leukocyte_elastase,REINVENT_250k,sim,0.6
REINVENT_250k_1,sim,rdkit,156671,247295,54/118,0.4576271186440678,0.6335388907984391,0.5452839725833518,134846,0.0003447901568795,0,Leukocyte_elastase,REINVENT_250k,sim,0.6
REINVENT_250k_2,sim,rdkit,178010,247791,41/98,0.4183673469387755,0.7183876734828949,1.0012873752476883,248110,0.0002303772005236,0,Leukocyte_elastase,REINVENT_250k,sim,0.6
REINVENT_250k_3,sim,rdkit,165785,247376,36/60,0.6,0.6701741478558955,1.1889148502684173,294109,0.0002171958805181,0,Leukocyte_elastase,REINVENT_250k,sim,0.6
REINVENT_250k_4,sim,rdkit,149445,247318,18/48,0.375,0.6042625284047259,0.110396331848066,27303,0.0001204601578028,0,Leukocyte_elastase,REINVENT_250k,sim,0.6
REINVENT_250k_0,sim,rdkit,145691,247051,146/349,0.4183381088825215,0.5897203411441362,0.0453145301982181,11195,0.0010031261809062,0,Leukocyte_elastase,REINVENT_250k,sim,0.85
REINVENT_250k_1,sim,rdkit,156671,247295,47/118,0.3983050847457627,0.6335388907984391,0.0101012960229685,2498,0.0003000817243845,0,Leukocyte_elastase,REINVENT_250k,sim,0.85
REINVENT_250k_2,sim,rdkit,178010,247791,31/98,0.3163265306122449,0.7183876734828949,0.0249605514324571,6185,0.0001741778524432,0,Leukocyte_elastase,REINVENT_250k,sim,0.85
REINVENT_250k_3,sim,rdkit,165785,247376,29/60,0.4833333333333333,0.6701741478558955,0.0199291766379923,4930,0.0001749559593619,0,Leukocyte_elastase,REINVENT_250k,sim,0.85
REINVENT_250k_4,sim,rdkit,149445,247318,12/48,0.25,0.6042625284047259,0.0022642913172514,560,8.03035474092068e-05,0,Leukocyte_elastase,REINVENT_250k,sim,0.85
REINVENT_250k_0,sim,rdkit,145691,247051,261/349,0.7478510028653295,0.5897203411441362,16.150487146378683,3989994,0.0017946778518875,0,Leukocyte_elastase,REINVENT_250k,sim,0.55
REINVENT_250k_1,sim,rdkit,156671,247295,62/118,0.5254237288135594,0.6335388907984391,1.284902646636608,317750,0.0003958904022118,0,Leukocyte_elastase,REINVENT_250k,sim,0.55
REINVENT_250k_2,sim,rdkit,178010,247791,43/98,0.4387755102040816,0.7183876734828949,1.9916179360832316,493505,0.0002416178280242,0,Leukocyte_elastase,REINVENT_250k,sim,0.55
REINVENT_250k_3,sim,rdkit,165785,247376,38/60,0.6333333333333333,0.6701741478558955,2.524505206648988,624502,0.0002292650847375,0,Leukocyte_elastase,REINVENT_250k,sim,0.55
REINVENT_250k_4,sim,rdkit,149445,247318,27/48,0.5625,0.6042625284047259,0.2892996061750459,71549,0.0001807011203469,0,Leukocyte_elastase,REINVENT_250k,sim,0.55
REINVENT_250k_0,sim,rdkit,145691,247051,160/349,0.4584527220630373,0.5897203411441362,0.1354821474108584,33471,0.0010994221162501,0,Leukocyte_elastase,REINVENT_250k,sim,0.8
REINVENT_250k_1,sim,rdkit,156671,247295,48/118,0.4067796610169492,0.6335388907984391,0.0207242362360743,5125,0.0003064683986387,0,Leukocyte_elastase,REINVENT_250k,sim,0.8
REINVENT_250k_2,sim,rdkit,178010,247791,32/98,0.3265306122448979,0.7183876734828949,0.0544935046067048,13503,0.0001797975030621,0,Leukocyte_elastase,REINVENT_250k,sim,0.8
REINVENT_250k_3,sim,rdkit,165785,247376,30/60,0.5,0.6701741478558955,0.0477451329150766,11811,0.0001809900153841,0,Leukocyte_elastase,REINVENT_250k,sim,0.8
REINVENT_250k_4,sim,rdkit,149445,247318,14/48,0.2916666666666667,0.6042625284047259,0.004031247220178,997,9.368872590024828e-05,0,Leukocyte_elastase,REINVENT_250k,sim,0.8
REINVENT_250k_0,sim,rdkit,145691,247051,171/349,0.4899713467048711,0.5897203411441362,0.3718341557006448,91862,0.0011750962067069,0,Leukocyte_elastase,REINVENT_250k,sim,0.75
REINVENT_250k_1,sim,rdkit,156671,247295,48/118,0.4067796610169492,0.6335388907984391,0.0445419438322651,11015,0.0003064683986387,0,Leukocyte_elastase,REINVENT_250k,sim,0.75
REINVENT_250k_2,sim,rdkit,178010,247791,32/98,0.3265306122448979,0.7183876734828949,0.1165780839497802,28887,0.0001797975030621,0,Leukocyte_elastase,REINVENT_250k,sim,0.75
REINVENT_250k_3,sim,rdkit,165785,247376,30/60,0.5,0.6701741478558955,0.1109768126253153,27453,0.0001809900153841,0,Leukocyte_elastase,REINVENT_250k,sim,0.75
REINVENT_250k_4,sim,rdkit,149445,247318,14/48,0.2916666666666667,0.6042625284047259,0.0084385285341139,2087,9.368872590024828e-05,0,Leukocyte_elastase,REINVENT_250k,sim,0.75
REINVENT_250k_0,dis,rdkit,139264,248019,124/202,0.6138613861386139,0.5615053685403134,0.1617255129647325,40111,0.0008911887307747,0,Leukocyte_elastase,REINVENT_250k,dis,0.7
REINVENT_250k_1,dis,rdkit,157294,247855,21/128,0.1640625,0.6346210485969619,0.1496600835165722,37094,0.000133525780013,0,Leukocyte_elastase,REINVENT_250k,dis,0.7
REINVENT_250k_2,dis,rdkit,159973,248072,61/97,0.6288659793814433,0.6448652004256828,0.1222427359798768,30325,0.0003814598028915,0,Leukocyte_elastase,REINVENT_250k,dis,0.7
REINVENT_250k_3,dis,rdkit,153437,242844,2/83,0.0240963855421686,0.6318336051127473,0.0082069147271499,1993,1.303483559813602e-05,0,Leukocyte_elastase,REINVENT_250k,dis,0.7
REINVENT_250k_4,dis,rdkit,159154,247636,25/118,0.211864406779661,0.6426933079196886,0.2599460498473566,64372,0.0001571052416592,0,Leukocyte_elastase,REINVENT_250k,dis,0.7
REINVENT_250k_0,sim,rdkit,145691,247051,210/349,0.6017191977077364,0.5897203411441362,2.9584822567000337,730896,0.0014434874657171,0,Leukocyte_elastase,REINVENT_250k,sim,0.65
REINVENT_250k_1,sim,rdkit,156671,247295,53/118,0.4491525423728814,0.6335388907984391,0.2354030611213328,58214,0.0003384029932702,0,Leukocyte_elastase,REINVENT_250k,sim,0.65
REINVENT_250k_2,sim,rdkit,178010,247791,38/98,0.3877551020408163,0.7183876734828949,0.478895520821983,118666,0.0002135167329692,0,Leukocyte_elastase,REINVENT_250k,sim,0.65
REINVENT_250k_3,sim,rdkit,165785,247376,32/60,0.5333333333333333,0.6701741478558955,0.5338472608498803,132061,0.0001930583458519,0,Leukocyte_elastase,REINVENT_250k,sim,0.65
REINVENT_250k_4,sim,rdkit,149445,247318,17/48,0.3541666666666667,0.6042625284047259,0.0434582197818193,10748,0.0001137671654576,0,Leukocyte_elastase,REINVENT_250k,sim,0.65
REINVENT_250k_0,dis,rdkit,139264,248019,153/202,0.7574257425742574,0.5615053685403134,1.5026429426777788,372684,0.0010998411340584,0,Leukocyte_elastase,REINVENT_250k,dis,0.55
REINVENT_250k_1,dis,rdkit,157294,247855,70/128,0.546875,0.6346210485969619,0.921950333864558,228510,0.0004452246476364,0,Leukocyte_elastase,REINVENT_250k,dis,0.55
REINVENT_250k_2,dis,rdkit,159973,248072,64/97,0.6597938144329897,0.6448652004256828,1.4957633267760972,371057,0.0004002276294642,0,Leukocyte_elastase,REINVENT_250k,dis,0.55
REINVENT_250k_3,dis,rdkit,153437,242844,32/83,0.3855421686746988,0.6318336051127473,0.0613686152427072,14903,0.00020859815521,0,Leukocyte_elastase,REINVENT_250k,dis,0.55
REINVENT_250k_4,dis,rdkit,159154,247636,45/118,0.3813559322033898,0.6426933079196886,1.5357177470157812,380299,0.0002828249816163,0,Leukocyte_elastase,REINVENT_250k,dis,0.55
Molpher_250k_0,dis,rdkit,163184,249809,188/202,0.9306930693069309,0.6532350715946984,4.501551185105421,1124528,0.0011534025374855,0,Leukocyte_elastase,Molpher_250k,dis,0.5
Molpher_250k_1,dis,rdkit,160141,249642,116/128,0.90625,0.6414826030876215,0.3688281619278807,92075,0.0007248867364474,0,Leukocyte_elastase,Molpher_250k,dis,0.5
Molpher_250k_2,dis,rdkit,162560,248529,97/97,1.0,0.6540886576616813,1.8913044352972888,470044,0.0005970590226697,0,Leukocyte_elastase,Molpher_250k,dis,0.5
Molpher_250k_3,dis,rdkit,158151,249196,72/83,0.8674698795180723,0.6346450183791073,0.1765517905584359,43996,0.0004554684682974,0,Leukocyte_elastase,Molpher_250k,dis,0.5
Molpher_250k_4,dis,rdkit,161502,249053,90/118,0.7627118644067796,0.6484643830831188,1.3955222382384471,347559,0.0005575793621292,0,Leukocyte_elastase,Molpher_250k,dis,0.5
Molpher_250k_0,sim,rdkit,162507,249342,343/349,0.982808022922636,0.651743388598792,4.956894546446247,1235962,0.0021151426950494,0,Leukocyte_elastase,Molpher_250k,sim,0.5
Molpher_250k_1,sim,rdkit,163151,249717,108/118,0.9152542372881356,0.65334358493815,1.874189582607512,468017,0.0006624019430456,0,Leukocyte_elastase,Molpher_250k,sim,0.5
Molpher_250k_2,sim,rdkit,161611,249764,95/98,0.9693877551020408,0.6470548197498438,1.5186936468025816,379315,0.0005881770227098,0,Leukocyte_elastase,Molpher_250k,sim,0.5
Molpher_250k_3,sim,rdkit,162702,249689,59/60,0.9833333333333332,0.6516186135552627,1.0685332553696798,266801,0.0003627576963041,0,Leukocyte_elastase,Molpher_250k,sim,0.5
Molpher_250k_4,sim,rdkit,161922,249388,42/48,0.875,0.6492774311514588,0.6458410188140569,161065,0.0002594514455151,0,Leukocyte_elastase,Molpher_250k,sim,0.5
Molpher_250k_0,dis,rdkit,163184,249809,168/202,0.8316831683168316,0.6532350715946984,2.805923725726455,700945,0.0010305736860185,0,Leukocyte_elastase,Molpher_250k,dis,0.55
Molpher_250k_1,dis,rdkit,160141,249642,62/128,0.484375,0.6414826030876215,0.2071486368479662,51713,0.0003873087662966,0,Leukocyte_elastase,Molpher_250k,dis,0.55
Molpher_250k_2,dis,rdkit,162560,248529,94/97,0.9690721649484536,0.6540886576616813,1.2431828881136608,308967,0.0005785825957431,0,Leukocyte_elastase,Molpher_250k,dis,0.55
Molpher_250k_3,dis,rdkit,158151,249196,62/83,0.7469879518072289,0.6346450183791073,0.0908521806128509,22640,0.0003921841494348,0,Leukocyte_elastase,Molpher_250k,dis,0.55
Molpher_250k_4,dis,rdkit,161502,249053,77/118,0.652542372881356,0.6484643830831188,0.9526004505065186,237248,0.0004770017035775,0,Leukocyte_elastase,Molpher_250k,dis,0.55
Molpher_250k_0,sim,rdkit,162507,249342,332/349,0.9512893982808024,0.651743388598792,3.153311515909875,786253,0.0020471712656081,0,Leukocyte_elastase,Molpher_250k,sim,0.55
Molpher_250k_1,sim,rdkit,163151,249717,101/118,0.8559322033898306,0.65334358493815,1.2132293756532395,302964,0.0006194418889911,0,Leukocyte_elastase,Molpher_250k,sim,0.55
Molpher_250k_2,sim,rdkit,161611,249764,89/98,0.9081632653061223,0.6470548197498438,1.0790025784340418,269496,0.0005510085313455,0,Leukocyte_elastase,Molpher_250k,sim,0.55
Molpher_250k_3,sim,rdkit,162702,249689,57/60,0.95,0.6516186135552627,0.7488595813191611,186982,0.0003504565157244,0,Leukocyte_elastase,Molpher_250k,sim,0.55
Molpher_250k_4,sim,rdkit,161922,249388,40/48,0.8333333333333334,0.6492774311514588,0.4306943397436925,107410,0.0002470935619772,0,Leukocyte_elastase,Molpher_250k,sim,0.55
Molpher_250k_0,dis,rdkit,163184,249809,154/202,0.7623762376237624,0.6532350715946984,1.8250303231669,455909,0.0009446114212108,0,Leukocyte_elastase,Molpher_250k,dis,0.6
Molpher_250k_1,dis,rdkit,160141,249642,52/128,0.40625,0.6414826030876215,0.1450717427355973,36216,0.0003248193192536,0,Leukocyte_elastase,Molpher_250k,dis,0.6
Molpher_250k_2,dis,rdkit,162560,248529,89/97,0.9175257731958762,0.6540886576616813,0.8831886822061007,219498,0.0005477900671504,0,Leukocyte_elastase,Molpher_250k,dis,0.6
Molpher_250k_3,dis,rdkit,158151,249196,50/83,0.6024096385542169,0.6346450183791073,0.05290614616607,13184,0.0003162535341332,0,Leukocyte_elastase,Molpher_250k,dis,0.6
Molpher_250k_4,dis,rdkit,161502,249053,58/118,0.4915254237288136,0.6484643830831188,0.6729571617286281,167602,0.0003592576992641,0,Leukocyte_elastase,Molpher_250k,dis,0.6
Molpher_250k_0,sim,rdkit,162507,249342,312/349,0.8939828080229226,0.651743388598792,2.0992692767363703,523436,0.00192361046888,0,Leukocyte_elastase,Molpher_250k,sim,0.6
Molpher_250k_1,sim,rdkit,163151,249717,93/118,0.788135593220339,0.65334358493815,0.8326425513681488,207925,0.0005703492008978,0,Leukocyte_elastase,Molpher_250k,sim,0.6
Molpher_250k_2,sim,rdkit,161611,249764,82/98,0.8367346938775511,0.6470548197498438,0.8063852276549063,201406,0.0005076487813333,0,Leukocyte_elastase,Molpher_250k,sim,0.6
Molpher_250k_3,sim,rdkit,162702,249689,54/60,0.9,0.6516186135552627,0.553156126221019,138117,0.0003320053120849,0,Leukocyte_elastase,Molpher_250k,sim,0.6
Molpher_250k_4,sim,rdkit,161922,249388,38/48,0.7916666666666666,0.6492774311514588,0.3079458514443357,76798,0.0002347359837908,0,Leukocyte_elastase,Molpher_250k,sim,0.6
Molpher_250k_0,dis,rdkit,163184,249809,131/202,0.6485148514851485,0.6532350715946984,1.1693293676368746,292109,0.0008034197469534,0,Leukocyte_elastase,Molpher_250k,dis,0.65
Molpher_250k_1,dis,rdkit,160141,249642,41/128,0.3203125,0.6414826030876215,0.1090080995986252,27213,0.0002560899437851,0,Leukocyte_elastase,Molpher_250k,dis,0.65
Molpher_250k_2,dis,rdkit,162560,248529,83/97,0.8556701030927835,0.6540886576616813,0.6214888403365402,154458,0.0005108415344941,0,Leukocyte_elastase,Molpher_250k,dis,0.65
Molpher_250k_3,dis,rdkit,158151,249196,39/83,0.4698795180722891,0.6346450183791073,0.0342340968554872,8531,0.0002466605950212,0,Leukocyte_elastase,Molpher_250k,dis,0.65
Molpher_250k_4,dis,rdkit,161502,249053,40/118,0.3389830508474576,0.6484643830831188,0.4663866727162492,116155,0.0002477363094721,0,Leukocyte_elastase,Molpher_250k,dis,0.65
Molpher_250k_0,sim,rdkit,162507,249342,290/349,0.830945558739255,0.651743388598792,1.397494204746894,348454,0.0017877287830498,0,Leukocyte_elastase,Molpher_250k,sim,0.65
Molpher_250k_1,sim,rdkit,163151,249717,88/118,0.7457627118644068,0.65334358493815,0.5392143906902613,134651,0.0005396687169989,0,Leukocyte_elastase,Molpher_250k,sim,0.65
Molpher_250k_2,sim,rdkit,161611,249764,76/98,0.7755102040816326,0.6470548197498438,0.593384154641982,148206,0.0004704862723248,0,Leukocyte_elastase,Molpher_250k,sim,0.65
Molpher_250k_3,sim,rdkit,162702,249689,51/60,0.85,0.6516186135552627,0.4028571542999491,100589,0.0003135547890882,0,Leukocyte_elastase,Molpher_250k,sim,0.65
Molpher_250k_4,sim,rdkit,161922,249388,37/48,0.7708333333333334,0.6492774311514588,0.2090958666816366,52146,0.0002285573092009,0,Leukocyte_elastase,Molpher_250k,sim,0.65
Molpher_250k_0,dis,rdkit,163184,249809,115/202,0.5693069306930693,0.6532350715946984,0.7737391367004391,193287,0.0007052229424354,0,Leukocyte_elastase,Molpher_250k,dis,0.7
Molpher_250k_1,dis,rdkit,160141,249642,33/128,0.2578125,0.6414826030876215,0.0898807091755393,22438,0.0002061108751592,0,Leukocyte_elastase,Molpher_250k,dis,0.7
Molpher_250k_2,dis,rdkit,162560,248529,74/97,0.7628865979381443,0.6540886576616813,0.4417673591411867,109792,0.000455423851901,0,Leukocyte_elastase,Molpher_250k,dis,0.7
Molpher_250k_3,dis,rdkit,158151,249196,32/83,0.3855421686746988,0.6346450183791073,0.024747588243792,6167,0.0002023792207135,0,Leukocyte_elastase,Molpher_250k,dis,0.7
Molpher_250k_4,dis,rdkit,161502,249053,34/118,0.288135593220339,0.6484643830831188,0.3119416349130506,77690,0.000210568038249,0,Leukocyte_elastase,Molpher_250k,dis,0.7
