smiles,active_scaf,active_fp,activity_category
Cc1nc(C(=O)N[C@@H](C)C[C@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)c2ccccc2)no1,0,0,non_active
CCC(CCc1ccc(O)c2ccccc12)NS(=O)(=O)c1c(C)cc(C)cc1C,0,0,non_active
CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=CO)CSC2CCOC2=O)O1,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@@H](OCc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,0,0,non_active
CNC(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3cccc(C(F)(F)F)c3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,0,0,non_active
COc1ccc(F)cc1C(C)(C)CC(O)(CCn1ccc(=O)c2cnccc21)C(F)(F)F,0,0,non_active
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(-c4ccc(COCCO[C@H]5CC[C@@]6(C)[C@@H](C5)C[C@@H](O)[C@@H]5[C@@H]6C[C@H](O)[C@]6(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]56)cc4)cc3)C[C@@]21C,0,0,non_active
Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(CCC(F)(F)CF)CC[C@@]21Cc1ccccc1,0,0,non_active
CC(C)(CC(O)(Cc1cc2cc(N3CCOCC3)ncc2[nH]1)C(F)(F)CF)c1cccc(F)c1,0,0,non_active
C[C@H](NC(=CO)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@H]3CCS(=O)(=O)C3)c2)c1)c1ccc2c(c1)OCCO2,0,0,non_active
C[C@H]1C[C@H](C)OC2(CCCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O1,0,0,non_active
CCOc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc(C)cc(Cl)c1)C(F)(F)F,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccc2c(c1)OCOCC2,0,0,non_active
CSc1ccc([C@H]2OC[C@@]3(C)[C@@H](CC[C@@]3(O)C(F)(F)C(F)(F)F)[C@@H]3CCC4=CCC(=O)CCC4=C32)cc1,0,0,non_active
CC(C)(CC(O)(CCn1ccc(=O)c2ccccc21)C(F)(F)F)c1cccc2c1OCC2,0,0,non_active
CCOc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1ccccc1Cl)O2)C(C)=CC(C)(C)N3,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)NC3CCCS(=O)(=O)C3)c2)c1)c1ccc2c(c1)OCCO2,0,0,non_active
C/C=C/[C@H]1OC2(CCC3=Cc4c(cnn4Cc4ccc(F)cc4)C[C@@]32C)O[C@@H]1/C=C/C,0,0,non_active
Cc1ccc(F)cc1C(C)(C)CC(CO)(Cc1cc2cnccc2[nH]1)C1CC1,0,0,non_active
CC[C@@H]1C[C@](O)(C(F)(F)CF)[C@@H](Nc2cccc3nc(C)ccc23)c2ccc(F)c(O)c21,0,0,non_active
C[C@]12CCc3cnn(-c4ccc(F)cc4)c3C=C1CCC[C@@H]2[C@@H](O)c1ccncc1,0,0,non_active
COc1ccc(F)cc1C(C)(C)CC(O)(CN1CCC(=CO)c2ccccc21)C(F)(F)F,0,0,non_active
C[C@]12Cc3cnn(-c4ccccc4)c3C=C1CC[C@@H]1C[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COc1cnc2ccccc2n1,0,0,non_active
Cc1ccncc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(C(F)(F)CF)CC[C@@]21Cc1ccccc1,0,0,non_active
CCCS(=O)(=O)N[C@@H](C)CNc1cc(C)cc2c1cnn2-c1cccc(CC(=O)NC(C)C)c1,0,0,non_active
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](OCc3ccc(Cl)cc3)C[C@@]21C,0,0,non_active
CN(C)c1ccc([C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#Cc3cccc(C(F)(F)F)c3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,0,0,non_active
COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc(Cl)cc(Cl)c1)CC(F)(F)F,0,0,non_active
Cc1cc(NC[C@H](C)NS(=O)(=O)C(C)C)c2cnn(-c3cccc(C(=O)CNC(C)C)c3)c2c1,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](OCc1ccc2c(cnn2-c2cccc(C(=O)NCc3cccnc3)c2)c1)c1ccc2c(c1)OCOC2,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)NCCc3cccnc3)c2)c1)c1ccc2c(c1)OCOC2,0,0,non_active
CN(CC(O)(CNc1cccc2c1cnn2-c1ccccc1)C(F)(F)CF)C(=O)c1ccccc1,0,0,non_active
CCCC1(CC(O)(Cc2[nH]c3ccccc3c2C#N)C(F)(F)F)CCCc2ccccc21,0,0,non_active
CCN(CC(O)(CNc1cc(C)cc2c1cnn2-c1ccccc1C)C(F)(F)F)C(=O)c1ccccc1,0,0,non_active
CC1(C)C[C@](O)(C(F)(F)F)[C@@H](CNc2cccc3[nH]c(=O)ccc23)c2ccc(F)c(O)c21,0,0,non_active
COc1ccc([C@@H](Oc2ccc3c(cnn3Cc3ccc(F)cc3)c2)[C@H](C)NC(=O)C2CC2)cn1,0,0,non_active
C[C@H](NC(=O)C(C)(F)CF)[C@@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,0,0,non_active
Cc1ncccc1NCC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(O)C#CC(C)C,0,0,non_active
CC(C)(C)C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3[C@@H](c3ccc(N4CCCN(S(C)(=O)=O)CC4)cc3)C[C@@]21C,0,0,non_active
COc1ccc([C@@H](Oc2ccc(C#N)c(Cl)c2)[C@H](C)NCC(=O)C(C)(F)F)cn1,0,0,non_active
COc1ccc(F)cc1C(C)(C)CC(O)(CN1CCCOc2ccccc21)C(F)(F)F,0,0,non_active
CO/N=C(\C)c1ccsc1/C=C1\Oc2ccc(O)c(OC)c2Cc2ccc3c(c21)C(C)=CC(C)(C)N3,0,0,non_active
CC[C@@H]1C[C@@H](C)OC2(CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O1,0,0,non_active
CCN(CC)Cc1cc(F)ccc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)CC(C)=CC(C)(C)N3,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](COc1ccc2c(cnn2-c2cccc(C(=O)NC3CCCC3)c2)c1)c1ccc2c(c1)OCOC2,0,0,non_active
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(Oc4ccccc4)cc3)CC[C@@]21C,0,0,non_active
COCc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2ccncc2[nH]1)C1CC1,0,0,non_active
Cc1cc(C)c(S(=O)(=O)NC(CSc2ccccc2)CC(F)(F)F)c(C)c1,0,0,non_active
CCN(CC(O)(CNCc1cccc2c1cnn2-c1ccc(F)cc1)C(F)(F)F)C(=O)c1c(F)cccc1F,0,0,non_active
CCC(C)S(=O)(=O)Nc1ccc(-c2ccc3c(cnn3-c3ccc(F)cc3)c2)c(C(F)(F)F)c1,0,0,non_active
CCc1ccccc1/C=C1\Oc2ccc(F)cc2-c2ccc3c(c21)C(C)=CCC(C)(C)N3,0,0,non_active
COCc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1oc(C)cc1C(=O)N(C)C)O2)C(C)=CC(C)(C)N3,0,0,non_active
CC(C)(C)C#C[C@]1(O)CC[C@H]2[C@@H]3CCCC4=CC(=O)CC[C@@H]4[C@H]3[C@@H](c3ccc(N4CCOCC4)cc3)C[C@@]21C,0,1,only_fp
COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1ccc(-c4ccccc4)cc1)O2)CC(C)=CC(C)(C)N3,0,0,non_active
CCN(CC(O)(CNc1cccc2c1cnn2-c1ccccc1)C(F)(F)CF)S(=O)(=O)c1ccc(F)cc1,0,0,non_active
CC(C)(CC(O)(CCn1ccc(=O)c2ccccc21)C(F)(F)F)c1cc(F)ccc1O,0,0,non_active
CCOc1ccc(-c2cncnc2)cc1C(C)(C)CC(O)(Cc1cc2ccncc2[nH]1)C(F)(F)F,0,0,non_active
N#Cc1ccc(O[C@H](c2cnc(CC3CC3)nc2)[C@H](CO)NC(=O)C(F)(F)F)c(Br)c1,0,0,non_active
CCN(CC(O)(CCNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1ccc2[nH]ccc2c1,0,0,non_active
C[C@]12CCc3cnn(-c4ccc(F)cc4)c3C=C1CCC21OCCO1,0,0,non_active
C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCC21COCCO1,0,0,non_active
COc1ccc([C@@H](Oc2ccc(C#N)cc2CCl)[C@H](C)NC(=O)C(C)(F)F)cn1,0,0,non_active
CCOc1ccc(F)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2cnccc21)C(F)(F)F,0,0,non_active
CCCN(CC(O)(CNCc1cccc2c1cnn2-c1ccccc1)C(F)(F)F)C(=O)c1ccccc1,0,0,non_active
Cc1nn(C)c2ncc(C(=O)NCCc3ccc(Cl)c(C(F)(F)F)c3)c(Cl)c12,0,0,non_active
CCC(Cc1cc(C)c(O)c(C)c1)NCS(=O)(=O)c1c(C)cc(C)cc1C,0,0,non_active
Cc1ccc(F)cc1C(C)(C)CC(CO)(Cn1ccc(=O)c2cnccc21)C(F)(F)F,0,0,non_active
C=C[C@@H]1CO[C@]2(CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32CC)O1,0,0,non_active
CCC1(CC(O)(Cc2cc3c(C)cc(C#N)cc3[nH]2)CC(F)(F)F)CCCc2ccccc21,0,0,non_active
C[C@H](NS(=O)(=O)C1CC1)[C@H](COc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccc2c(c1)OCCOC2,0,0,non_active
COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1CC(C)=O)O2)C(C)=CC(C)(C)N3,0,0,non_active
C[C@]12CCC(=O)C=C1CCC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CSc1cnc2ccccc2n1,0,0,non_active
Cc1ccnc(SCC(=O)[C@@]2(OC(=O)c3ccco3)CC[C@H]3[C@@H]4CCC5=CCC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)n1,0,0,non_active
Cc1nn(C)c2ncc(C(=CO)NCc3ccc(Cl)c(C(F)(F)F)c3)c(Cl)c12,0,0,non_active
Cc1noc(=O)c2ccc(NC(=O)C(O)(CCC3CCCCC3)CC(C)(C)c3cc(F)ccc3O)cc12,0,0,non_active
Cc1noc(=O)c2ccc(CNC(=O)C(O)(CC3CCCCC3)CC(C)(C)c3ccccc3)cc12,0,0,non_active
COc1ccc(F)cc1C(C)(C)CCC(O)(Cc1cc(Cl)ccc1Cl)C(F)(F)F,0,0,non_active
Cc1nnc(C(=O)CN[C@@H](C)[C@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)c2ccccc2)o1,0,0,non_active
CCN(CC(O)(CNc1cccc2c1cnn2Cc1ccccc1)C(F)(F)F)C(=O)c1ccccc1,0,0,non_active
CC/C=C(\C)c1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)CC(C)=CC(C)(C)N3,0,0,non_active
COc1ccc(C)c(C(C)(C)CC(CO)(Cn2ccc(=O)c3ccccc32)C(F)(F)F)c1,0,0,non_active
CC1=CC(C)(C)NCc2ccc3c(c21)C(c1ccc(Cl)c(Cl)c1)Oc1ccccc1-3,0,0,non_active
CC1=CCC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)NC3CCCCC3)c2)c1)c1ccc2c(c1)OCOC2,0,0,non_active
Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(C(F)C(F)F)CC[C@@]21Cc1ccccc1,0,0,non_active
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(CF)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CSCCNC(=S)NCCCN(C)CCCNC(=O)CCNC(=O)c1cc(NC(=O)c2nccn2C)cn1C,0,0,non_active
CCC[C@@H](Cc1ccc(O)c(C)c1C)NS(=O)(=O)c1c(C)cc(C)cc1C,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](COc1ccc2c(cnn2-c2cccc(C(=O)N[C@H]3CC[S+]([O-])C3)c2)c1)c1ccc2c(c1)OCOC2,0,0,non_active
Cc1cc(C)c(S(=O)(=CO)N[C@@H](C)CCc2ccccc2)c(C)c1,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](OCc1ccc2c(cnn2-c2cccc(C(=O)NC3CCCC3)c2)c1)c1ccc2c(c1)OCOC2,0,0,non_active
CC[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@H]3CC[S+]([O-])C3)c2)c1)c1ccc2c(c1)OCOC2,0,0,non_active
CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)CC#Cc3ccc(Cl)cc3)[C@@H]3OCC4=CC(=O)CCC4=C32)cc1,0,0,non_active
COc1ccc(F)cc1C(C)(C)CC(O)(CCc1ccc(C#N)cc1)C(F)(F)F,0,0,non_active
Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3(C4CCCCC4)CCCc4ccccc43)C(F)(F)F)cc12,0,0,non_active
C[C@]12Cc3cnn(Cc4ccc(F)cc4)c3C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0,0,non_active
CC(C)(CC(O)(CCc1ccccc1)C(=O)NCc1ccc2c(c1)COC2=O)c1ccccc1,0,0,non_active
COc1ccc([C@@H](Oc2ccc(C#N)cc2)[C@H](C)NC(=O)C(C)(F)CF)cn1,0,0,non_active
C[C@H]1c2c(cc(F)c(-c3cccc4c(Cl)c[nH]c34)c2F)NCC(C)(C)[C@@H]1OC(=O)NCc1ccccc1,0,0,non_active
COc1ccc(F)cc1C(C)(C)CC(O)(CCc1cc(Cl)cc(C#N)c1)C(F)(F)F,0,0,non_active
C[C@]12C=CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(OC(=O)c1ccco1)C(=O)CSc1nccc2ccccc12,0,0,non_active
C[C@H](NC(=O)C(F)(F)CF)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccc2ccccc2c1,0,0,non_active
C[C@H](NC(C=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N3CCC[C@@H]3C(N)=O)c2)c1)c1ccc2c(c1)OCCO2,0,0,non_active
COc1cccc2c1-c1ccc(NCS(=O)(=O)c3cccs3)cc1C(c1ccccc1)O2,0,0,non_active
Cc1ccc2c(CN[C@H]3c4ccc(F)c(O)c4[C@H](C)C[C@]3(O)C(F)(F)F)cccc2n1,0,0,non_active
CC[C@@]12CC[C@H](O)[C@](O)(c3ccccc3)C[C@H]1CCc1cc(OCc3cccnc3C)ccc12,0,0,non_active
CC(C)(CC(O)(CNCc1cccc2ncccc12)C(F)(F)F)c1cc(F)ccc1O,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@H]3CCS(=O)(=O)C3)c2)c1)c1ccc2c(c1)OCCCO2,0,0,non_active
C=C(C)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCC(=O)CCC4=C3[C@@H](c3ccc(SC)cc3)OC[C@@]21C,0,0,non_active
CC(C)(CC(O)(Cc1cc2cc(N3CCCOCC3)ncc2[nH]1)C(F)(F)F)c1ccc(F)cc1,0,0,non_active
COc1ccc(F)cc1C(C)(C)CCC(O)(Cc1cc2cnccc2[nH]1)C1CC1,0,0,non_active
Cc1ccc2c(NCC(O)(CC(C)(C)Cc3cc(F)ccc3O)C(F)(F)F)cccc2n1,0,0,non_active
Cc1cccc(SCC(=O)[C@@]2(CO)[C@H](C)C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)n1,0,0,non_active
CC(C)(CC(O)(Cc1cc2ccncc2[nH]1)CC(F)(F)F)c1cc(-c2cccnc2)ccc1O,0,0,non_active
COCc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc(Cl)cc(Cl)c1)C(F)(F)F,0,0,non_active
C[C@H](NC(=O)CC(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)NC3CCCC3)c2)c1)c1ccc2c(c1)OCCO2,0,0,non_active
C[C@H](NC(C=O)C1CC1)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1cccnc1,0,0,non_active
C[C@H](CNC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,0,0,non_active
CCn1nc(C)c(Br)c1C(=O)NCC(CO)(CC1(C)CCCc2ccccc21)C(F)(F)F,0,0,non_active
Cc1ncccc1NC(=O)c1ccc2c(c1C)CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(O)C#CC(C)C,0,0,non_active
COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc(Cl)cc(CCl)c1)C(F)(F)F,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCCOC3=O)c2)c1)c1ccccc1,0,0,non_active
COc1cccc2c1Cc1ccc3c(c1C(c1cc(F)cc(F)c1)O2)C(C)=CC(C)(C)N3,0,0,non_active
CC[C@]12Cc3cnn(C4CCCCC4)c3C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0,0,non_active
Cc1cc(C)c(CS(=O)(=O)N[C@@H](C)COc2cccc3[nH]ccc23)c(C)c1,0,0,non_active
Cc1cc(C)c(S(=O)(=CO)NC(CNc2ccccc2)C(F)(F)F)c(C)c1,0,0,non_active
CCC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](OCc3ccc(Cl)cc3)C[C@@]21C,0,0,non_active
COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1cccc(CO)c1)O2)C(C)=CC(C)(C)N3,0,0,non_active
COc1ccc(F)cc1C(C)(C)CC(O)(Cc1ccc(Cl)cc1Cl)C(F)(F)CF,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc(C#N)cc1Cl)c1cnc(C2CCC2)nc1,0,0,non_active
CCC(C)(C)C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3[C@@H](c3ccc(N4CCN(S(C)(=O)=O)CC4)cc3)C[C@@]21C,0,0,non_active
CCO/N=C(\C)Cc1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,0,0,non_active
CC[C@@H]1C[C@](O)(C(F)(F)F)[C@@H](Nc2cccc3[nH]c(=O)ccc23)Cc2cc(F)c(F)c(O)c21,0,0,non_active
COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2cnccc2[nH]1)C1CCC1,0,1,only_fp
COc1cccc2c1-c1ccc(NS(=O)C(=O)c3cccs3)cc1C(c1ccccc1)O2,0,0,non_active
CO/N=C(\C)c1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)CC(C)=CC(C)(C)N3,0,0,non_active
C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@@]2(C)[C@]1(O)C(=O)CSCCNC(=S)NCCNC(=O)c1cc(NC(=CO)c2cncn2C)cn1C,0,0,non_active
C=CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#CC)[C@@H]2CCc3cc(C(=O)CNc4cccnc4C)ccc3[C@H]21,0,0,non_active
COc1ccc(F)cc1C(C)(C)CCC(O)(Cc1cc(Cl)cc(C#N)c1)C(F)(F)F,0,0,non_active
CC1=CC(C)(C)CNc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,0,0,non_active
CCC[C@H]1OC2(CCCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O[C@@H]1CC,0,0,non_active
CCc1noc(=O)c2ccc(NC(=O)C(O)(CC3CCCCC3)CC(C)(C)c3ccccc3)cc12,0,0,non_active
C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@H]1C[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CSc1ccc2ccccc2c1,0,0,non_active
CC[C@H](NC(=O)C(F)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccc2ccccc2c1,0,0,non_active
Oc1ccc(C2=CCCC[C@]23C=Cc2c(cnn2Cc2ccc(F)cc2)C3)cc1,0,0,non_active
CC[C@H]1CCO[C@]2(CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]32C)O1,0,0,non_active
CCN(CC(O)(CCNc1cccc2c1cnn2-c1ccc(F)cc1)C(F)(F)F)C(=O)c1ccccc1,0,0,non_active
CSc1ccc([C@H]2OC[C@@]3(C)[C@@H](CC[C@@]3(O)C(F)(F)C(F)(F)CF)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,0,0,non_active
CC[C@@]12C[C@@](C)(CO)[C@](O)(c3nccs3)C[C@H]1CCc1cc(O)ccc12,0,0,non_active
O=S(=O)(Nc1ccc(-c2ccc3c(cnn3-c3ccc(F)cc3)c2)c(CC(F)(F)F)c1)c1ccsc1,0,0,non_active
CCc1c(NS(C)(=O)=O)cccc1N(Cc1ccc(Oc2ccccc2)cc1)Cc1cccc(CCCC(=O)NCCO[C@H]2CC[C@@]3(C)[C@@H](C2)C[C@@H](O)[C@@H]2[C@@H]3C[C@H](O)[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)c1,0,0,non_active
COc1ccc(CF)cc1C(C)(C)CC(O)(Cc1cc2cnccc2[nH]1)C1CC1,0,0,non_active
C[C@]12Cc3cnn(C4CCCCCC4)c3C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCCC[C@@H]3O)c2)c1)c1ccc2c(c1)OCCO2,0,0,non_active
COc1ccc(-c2ccncc2)cc1CC(C)(C)CC(O)(Cc1cc2ccncc2[nH]1)C(F)(F)F,0,0,non_active
Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2ccc(CCCC(=O)NCCO[C@H]3CC[C@@]4(C)[C@@H](C3)C[C@@H](O)[C@@H]3[C@@H]4C[C@H](O)[C@]4(C)[C@@H]([C@H](C)CCC(=O)O)CCC[C@@H]34)cc2)cc1,0,0,non_active
C[C@H](NCC(=O)C(F)(F)F)[C@H](Oc1ccc(C#N)cc1Br)c1cnc(C2CC2)nc1,0,0,non_active
C[C@H](NC(=O)CC(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCS(=O)(=O)C3)c2)c1)c1ccc2c(c1)OCCO2,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(C=O)NCc3ccccc3)c2)c1)c1ccc2c(c1)OCOC2,0,0,non_active
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=CO)NCc3cccnc3)c2)c1)c1ccc2c(c1)OCOC2,0,0,non_active
C[C@H]1OC2(CCC3=Cc4c(cnn4-c4ccc(F)cc4)CC[C@@]32C)O[C@@H]1C,0,0,non_active
CC[C@H]1OC2(CCC3=Cc4c(cnn4Cc4ccc(F)cc4)C[C@@]32C)O[C@@H]1CC,0,0,non_active
COc1ccc(CF)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F,0,0,non_active
