QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1	Fold
Glucocorticoid_receptor_dis_3_0402	True	1	0.41067	0.58933	0.0
Glucocorticoid_receptor_dis_3_0809	True	1	0.01642	0.98358	0.0
Glucocorticoid_receptor_dis_3_0174	True	1	0.01	0.99	0.0
Glucocorticoid_receptor_dis_3_0552	True	1	0.133	0.867	0.0
Glucocorticoid_receptor_dis_3_1402	False	0	0.8126	0.1874	0.0
Glucocorticoid_receptor_dis_3_0261	True	1	0.42385	0.57615	0.0
Glucocorticoid_receptor_dis_3_1490	False	0	0.676	0.324	0.0
Glucocorticoid_receptor_dis_3_0978	False	0	0.9536	0.0464	0.0
Glucocorticoid_receptor_dis_3_0060	True	1	0.05787	0.94213	0.0
Glucocorticoid_receptor_dis_3_0550	True	1	0.06195	0.93805	0.0
Glucocorticoid_receptor_dis_3_0944	False	0	0.78675	0.21325	0.0
Glucocorticoid_receptor_dis_3_1120	False	0	0.96552	0.03448	0.0
Glucocorticoid_receptor_dis_3_1108	False	0	0.932	0.068	0.0
Glucocorticoid_receptor_dis_3_0375	True	1	0.09177	0.90823	0.0
Glucocorticoid_receptor_dis_3_0515	True	1	0.02275	0.97725	0.0
Glucocorticoid_receptor_dis_3_1182	False	0	0.95667	0.04333	0.0
Glucocorticoid_receptor_dis_3_0281	True	1	0.09123	0.90877	0.0
Glucocorticoid_receptor_dis_3_1389	False	0	0.958	0.042	0.0
Glucocorticoid_receptor_dis_3_0032	True	1	0.27608	0.72392	0.0
Glucocorticoid_receptor_dis_3_1128	False	0	0.94639	0.05361	0.0
Glucocorticoid_receptor_dis_3_0030	True	1	0.46168	0.53832	0.0
Glucocorticoid_receptor_dis_3_0079	True	0	0.69183	0.30817	0.0
Glucocorticoid_receptor_dis_3_0031	True	1	0.065	0.935	0.0
Glucocorticoid_receptor_dis_3_1505	False	0	0.9965	0.0035	0.0
Glucocorticoid_receptor_dis_3_1352	False	1	0.42676	0.57324	0.0
Glucocorticoid_receptor_dis_3_0672	True	1	0.49978	0.50022	0.0
Glucocorticoid_receptor_dis_3_0558	True	1	0.46295	0.53705	0.0
Glucocorticoid_receptor_dis_3_1333	False	0	0.9125	0.0875	0.0
Glucocorticoid_receptor_dis_3_1088	False	1	0.21382	0.78618	0.0
Glucocorticoid_receptor_dis_3_1403	False	1	0.47704	0.52296	0.0
Glucocorticoid_receptor_dis_3_1788	False	0	0.91368	0.08632	0.0
Glucocorticoid_receptor_dis_3_0582	True	1	0.11757	0.88243	0.0
Glucocorticoid_receptor_dis_3_1232	False	0	0.992	0.008	0.0
Glucocorticoid_receptor_dis_3_0217	True	0	0.50841	0.49159	0.0
Glucocorticoid_receptor_dis_3_0182	True	1	0.24035	0.75965	0.0
Glucocorticoid_receptor_dis_3_0627	True	1	0.01114	0.98886	0.0
Glucocorticoid_receptor_dis_3_1123	False	0	0.968	0.032	0.0
Glucocorticoid_receptor_dis_3_0049	True	1	0.20908	0.79092	0.0
Glucocorticoid_receptor_dis_3_1109	False	0	0.8	0.2	0.0
Glucocorticoid_receptor_dis_3_0275	True	1	0.10467	0.89533	0.0
Glucocorticoid_receptor_dis_3_1043	False	0	0.79567	0.20433	0.0
Glucocorticoid_receptor_dis_3_0357	True	1	0.037	0.963	0.0
Glucocorticoid_receptor_dis_3_0907	False	0	0.66803	0.33197	0.0
Glucocorticoid_receptor_dis_3_1247	False	0	0.993	0.007	0.0
Glucocorticoid_receptor_dis_3_0372	True	1	0.04127	0.95873	0.0
Glucocorticoid_receptor_dis_3_0546	True	1	0.18683	0.81317	0.0
Glucocorticoid_receptor_dis_3_1290	False	0	0.5421	0.4579	0.0
Glucocorticoid_receptor_dis_3_0213	True	0	0.78378	0.21622	0.0
Glucocorticoid_receptor_dis_3_0209	True	1	0.47824	0.52176	0.0
Glucocorticoid_receptor_dis_3_0304	True	1	0.0381	0.9619	0.0
Glucocorticoid_receptor_dis_3_0139	True	1	0.05705	0.94295	0.0
Glucocorticoid_receptor_dis_3_1046	False	0	0.76593	0.23407	0.0
Glucocorticoid_receptor_dis_3_1173	False	0	0.997	0.003	0.0
Glucocorticoid_receptor_dis_3_0252	True	1	0.40021	0.59979	0.0
Glucocorticoid_receptor_dis_3_1382	False	0	0.5011	0.4989	0.0
Glucocorticoid_receptor_dis_3_1330	False	0	0.74724	0.25276	0.0
Glucocorticoid_receptor_dis_3_1615	False	0	0.9873	0.0127	0.0
Glucocorticoid_receptor_dis_3_0408	True	1	0.33738	0.66262	0.0
Glucocorticoid_receptor_dis_3_0995	False	0	0.85016	0.14984	0.0
Glucocorticoid_receptor_dis_3_1363	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_3_1456	False	0	0.52302	0.47698	0.0
Glucocorticoid_receptor_dis_3_0531	True	0	0.642	0.358	0.0
Glucocorticoid_receptor_dis_3_1772	False	0	0.96273	0.03727	0.0
Glucocorticoid_receptor_dis_3_1711	False	1	0.31583	0.68417	0.0
Glucocorticoid_receptor_dis_3_1131	False	0	0.976	0.024	0.0
Glucocorticoid_receptor_dis_3_0524	True	1	0.12103	0.87897	0.0
Glucocorticoid_receptor_dis_3_1705	False	0	0.9138	0.0862	0.0
Glucocorticoid_receptor_dis_3_0666	True	1	0.02382	0.97618	0.0
Glucocorticoid_receptor_dis_3_0735	True	1	0.0316	0.9684	0.0
Glucocorticoid_receptor_dis_3_1752	False	0	0.96971	0.03029	0.0
Glucocorticoid_receptor_dis_3_0460	True	1	0.04867	0.95133	0.0
Glucocorticoid_receptor_dis_3_0599	True	0	0.53503	0.46497	0.0
Glucocorticoid_receptor_dis_3_0448	True	1	0.07786	0.92214	0.0
Glucocorticoid_receptor_dis_3_1741	False	0	0.87875	0.12125	0.0
Glucocorticoid_receptor_dis_3_0674	True	1	0.18838	0.81162	0.0
Glucocorticoid_receptor_dis_3_0478	True	1	0.04117	0.95883	0.0
Glucocorticoid_receptor_dis_3_1029	False	0	0.93002	0.06998	0.0
Glucocorticoid_receptor_dis_3_1242	False	0	0.995	0.005	0.0
Glucocorticoid_receptor_dis_3_1629	False	0	0.73441	0.26559	0.0
Glucocorticoid_receptor_dis_3_1622	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_dis_3_1495	False	0	0.50021	0.49979	0.0
Glucocorticoid_receptor_dis_3_0330	True	1	0.07993	0.92007	0.0
Glucocorticoid_receptor_dis_3_1151	False	0	0.991	0.009	0.0
Glucocorticoid_receptor_dis_3_0921	False	0	0.94583	0.05417	0.0
Glucocorticoid_receptor_dis_3_0721	True	1	0.0085	0.9915	0.0
Glucocorticoid_receptor_dis_3_0038	True	1	0.212	0.788	0.0
Glucocorticoid_receptor_dis_3_1530	False	0	0.88592	0.11408	0.0
Glucocorticoid_receptor_dis_3_1740	False	0	0.75862	0.24138	0.0
Glucocorticoid_receptor_dis_3_1779	False	0	0.92364	0.07636	0.0
Glucocorticoid_receptor_dis_3_0421	True	1	0.43952	0.56048	0.0
Glucocorticoid_receptor_dis_3_0920	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_dis_3_0926	False	0	0.88396	0.11604	0.0
Glucocorticoid_receptor_dis_3_1207	False	1	0.47414	0.52586	0.0
Glucocorticoid_receptor_dis_3_0909	False	0	0.76825	0.23175	0.0
Glucocorticoid_receptor_dis_3_0555	True	0	0.50177	0.49823	0.0
Glucocorticoid_receptor_dis_3_0513	True	0	0.60215	0.39785	0.0
Glucocorticoid_receptor_dis_3_0035	True	1	0.10283	0.89717	0.0
Glucocorticoid_receptor_dis_3_0966	False	0	0.624	0.376	0.0
Glucocorticoid_receptor_dis_3_0807	True	1	0.0556	0.9444	0.0
Glucocorticoid_receptor_dis_3_0361	True	1	0.042	0.958	0.0
Glucocorticoid_receptor_dis_3_1317	False	0	0.92812	0.07188	0.0
Glucocorticoid_receptor_dis_3_0929	False	0	0.825	0.175	0.0
Glucocorticoid_receptor_dis_3_1258	False	0	0.87361	0.12639	0.0
Glucocorticoid_receptor_dis_3_1104	False	0	0.68371	0.31629	0.0
Glucocorticoid_receptor_dis_3_1301	False	0	0.99275	0.00725	0.0
Glucocorticoid_receptor_dis_3_1053	False	1	0.02033	0.97967	0.0
Glucocorticoid_receptor_dis_3_1004	False	0	0.979	0.021	0.0
Glucocorticoid_receptor_dis_3_1481	False	0	0.991	0.009	0.0
Glucocorticoid_receptor_dis_3_0976	False	0	0.71775	0.28225	0.0
Glucocorticoid_receptor_dis_3_0586	True	1	0.06258	0.93742	0.0
Glucocorticoid_receptor_dis_3_0218	True	0	0.75226	0.24774	0.0
Glucocorticoid_receptor_dis_3_1643	False	0	0.95743	0.04257	0.0
Glucocorticoid_receptor_dis_3_0948	False	0	0.86035	0.13965	0.0
Glucocorticoid_receptor_dis_3_0373	True	1	0.01	0.99	0.0
Glucocorticoid_receptor_dis_3_0953	False	0	0.997	0.003	0.0
Glucocorticoid_receptor_dis_3_0204	True	1	0.41722	0.58278	0.0
Glucocorticoid_receptor_dis_3_1599	False	0	0.9729	0.0271	0.0
Glucocorticoid_receptor_dis_3_1094	False	0	0.91327	0.08673	0.0
Glucocorticoid_receptor_dis_3_1755	False	0	0.8054	0.1946	0.0
Glucocorticoid_receptor_dis_3_0613	True	0	0.998	0.002	0.0
Glucocorticoid_receptor_dis_3_0201	True	1	0.0987	0.9013	0.0
Glucocorticoid_receptor_dis_3_0961	False	0	0.899	0.101	0.0
Glucocorticoid_receptor_dis_3_0059	True	0	0.7009	0.2991	0.0
Glucocorticoid_receptor_dis_3_0199	True	1	0.28928	0.71072	0.0
Glucocorticoid_receptor_dis_3_1370	False	0	0.96013	0.03987	0.0
Glucocorticoid_receptor_dis_3_1718	False	0	0.858	0.142	0.0
Glucocorticoid_receptor_dis_3_1246	False	0	0.99	0.01	0.0
Glucocorticoid_receptor_dis_3_1547	False	0	0.85838	0.14162	0.0
Glucocorticoid_receptor_dis_3_1659	False	0	0.98522	0.01478	0.0
Glucocorticoid_receptor_dis_3_1759	False	0	0.9101	0.0899	0.0
Glucocorticoid_receptor_dis_3_1076	False	0	0.99135	0.00865	0.0
Glucocorticoid_receptor_dis_3_0410	True	0	0.89062	0.10938	0.0
Glucocorticoid_receptor_dis_3_1331	False	0	0.91368	0.08632	0.0
Glucocorticoid_receptor_dis_3_0039	True	1	0.212	0.788	0.0
Glucocorticoid_receptor_dis_3_1133	False	0	0.84705	0.15295	0.0
Glucocorticoid_receptor_dis_3_0384	True	1	0.0276	0.9724	0.0
Glucocorticoid_receptor_dis_3_1524	False	0	0.91708	0.08292	0.0
Glucocorticoid_receptor_dis_3_0685	True	1	0.14101	0.85899	0.0
Glucocorticoid_receptor_dis_3_0507	True	1	0.018	0.982	0.0
Glucocorticoid_receptor_dis_3_0987	False	0	0.50475	0.49525	0.0
Glucocorticoid_receptor_dis_3_1792	False	0	0.66008	0.33992	0.0
Glucocorticoid_receptor_dis_3_0782	True	1	0.24237	0.75763	0.0
Glucocorticoid_receptor_dis_3_0225	True	0	0.95375	0.04625	0.0
Glucocorticoid_receptor_dis_3_1353	False	0	0.78213	0.21787	0.0
Glucocorticoid_receptor_dis_3_0004	True	0	0.66843	0.33157	0.0
Glucocorticoid_receptor_dis_3_0568	True	1	0.04133	0.95867	0.0
Glucocorticoid_receptor_dis_3_0759	True	1	0.36406	0.63594	0.0
Glucocorticoid_receptor_dis_3_0056	True	1	0.13964	0.86036	0.0
Glucocorticoid_receptor_dis_3_0567	True	1	0.05447	0.94553	0.0
Glucocorticoid_receptor_dis_3_0654	True	1	0.11874	0.88126	0.0
Glucocorticoid_receptor_dis_3_1771	False	0	0.962	0.038	0.0
Glucocorticoid_receptor_dis_3_0916	False	0	0.88613	0.11387	0.0
Glucocorticoid_receptor_dis_3_1736	False	0	0.966	0.034	0.0
Glucocorticoid_receptor_dis_3_1336	False	0	0.66008	0.33992	0.0
Glucocorticoid_receptor_dis_3_0824	True	1	0.14032	0.85968	0.0
Glucocorticoid_receptor_dis_3_0686	True	1	0.19954	0.80046	0.0
Glucocorticoid_receptor_dis_3_0371	True	1	0.038	0.962	0.0
Glucocorticoid_receptor_dis_3_1273	False	0	0.78179	0.21821	0.0
Glucocorticoid_receptor_dis_3_1429	False	0	0.88	0.12	0.0
Glucocorticoid_receptor_dis_3_1452	False	0	0.63073	0.36927	0.0
Glucocorticoid_receptor_dis_3_0397	True	1	0.46072	0.53928	0.0
Glucocorticoid_receptor_dis_3_0184	True	1	0.08797	0.91203	0.0
Glucocorticoid_receptor_dis_3_0263	True	1	0.0048	0.9952	0.0
Glucocorticoid_receptor_dis_3_1451	False	0	0.78378	0.21622	0.0
Glucocorticoid_receptor_dis_3_1348	False	0	0.983	0.017	0.0
Glucocorticoid_receptor_dis_3_1787	False	0	0.74724	0.25276	0.0
Glucocorticoid_receptor_dis_3_0787	True	1	0.454	0.546	0.0
Glucocorticoid_receptor_dis_3_0998	False	0	0.87022	0.12977	0.0
Glucocorticoid_receptor_dis_3_0791	True	0	0.66414	0.33586	0.0
Glucocorticoid_receptor_dis_3_0288	True	1	0.14608	0.85392	0.0
Glucocorticoid_receptor_dis_3_0662	True	1	0.49281	0.50719	0.0
Glucocorticoid_receptor_dis_3_1647	False	0	0.89952	0.10048	0.0
Glucocorticoid_receptor_dis_3_0545	True	1	0.2962	0.7038	0.0
Glucocorticoid_receptor_dis_3_1637	False	0	0.8306	0.1694	0.0
Glucocorticoid_receptor_dis_3_0422	True	1	0.05467	0.94533	0.0
Glucocorticoid_receptor_dis_3_0171	True	1	0.02167	0.97833	0.0
Glucocorticoid_receptor_dis_3_0028	True	0	0.896	0.104	0.0
Glucocorticoid_receptor_dis_3_0232	True	0	0.96123	0.03877	0.0
Glucocorticoid_receptor_dis_3_1204	False	0	0.63094	0.36906	0.0
Glucocorticoid_receptor_dis_3_0758	True	1	0.08268	0.91732	0.0
Glucocorticoid_receptor_dis_3_1766	False	0	0.9855	0.0145	0.0
Glucocorticoid_receptor_dis_3_1687	False	0	0.63094	0.36906	0.0
Glucocorticoid_receptor_dis_3_0187	True	1	0.14433	0.85567	0.0
Glucocorticoid_receptor_dis_3_0203	True	0	0.72006	0.27994	0.0
Glucocorticoid_receptor_dis_3_1099	False	0	0.96971	0.03029	0.0
Glucocorticoid_receptor_dis_3_0973	False	0	0.90843	0.09157	0.0
Glucocorticoid_receptor_dis_3_0417	True	1	0.43952	0.56048	0.0
Glucocorticoid_receptor_dis_3_0296	True	0	0.93438	0.06562	0.0
Glucocorticoid_receptor_dis_3_0493	True	0	0.71733	0.28267	0.0
Glucocorticoid_receptor_dis_3_1714	False	0	0.87361	0.12639	0.0
Glucocorticoid_receptor_dis_3_0450	True	1	0.10079	0.89921	0.0
Glucocorticoid_receptor_dis_3_0587	True	1	0.04696	0.95304	0.0
Glucocorticoid_receptor_dis_3_0303	True	1	0.0578	0.9422	0.0
Glucocorticoid_receptor_dis_3_0347	True	1	0.032	0.968	0.0
Glucocorticoid_receptor_dis_3_0020	True	1	0.07367	0.92633	0.0
Glucocorticoid_receptor_dis_3_1427	False	0	0.55893	0.44107	0.0
Glucocorticoid_receptor_dis_3_0307	True	1	0.0381	0.9619	0.0
Glucocorticoid_receptor_dis_3_1212	False	1	0.47841	0.52159	0.0
Glucocorticoid_receptor_dis_3_0806	True	1	0.0089	0.9911	0.0
Glucocorticoid_receptor_dis_3_1313	False	0	0.989	0.011	0.0
Glucocorticoid_receptor_dis_3_0793	True	1	0.37695	0.62305	0.0
Glucocorticoid_receptor_dis_3_0087	True	1	0.19033	0.80967	0.0
Glucocorticoid_receptor_dis_3_0364	True	1	0.003	0.997	0.0
Glucocorticoid_receptor_dis_3_0830	True	1	0.07917	0.92083	0.0
Glucocorticoid_receptor_dis_3_0405	True	1	0.40524	0.59476	0.0
Glucocorticoid_receptor_dis_3_1704	False	0	0.9835	0.0165	0.0
Glucocorticoid_receptor_dis_3_0488	True	1	0.021	0.979	0.0
Glucocorticoid_receptor_dis_3_0207	True	0	0.95148	0.04852	0.0
Glucocorticoid_receptor_dis_3_0783	True	0	0.72908	0.27092	0.0
Glucocorticoid_receptor_dis_3_0101	True	1	0.02717	0.97283	0.0
Glucocorticoid_receptor_dis_3_1357	False	0	0.9283	0.0717	0.0
Glucocorticoid_receptor_dis_3_1663	False	0	0.9985	0.0015	0.0
Glucocorticoid_receptor_dis_3_1719	False	1	0.05267	0.94733	1.0
Glucocorticoid_receptor_dis_3_1584	False	0	0.93134	0.06866	1.0
Glucocorticoid_receptor_dis_3_0144	True	1	0.0883	0.9117	1.0
Glucocorticoid_receptor_dis_3_1105	False	0	0.76963	0.23037	1.0
Glucocorticoid_receptor_dis_3_0641	True	0	0.65467	0.34533	1.0
Glucocorticoid_receptor_dis_3_1048	False	1	0.05152	0.94848	1.0
Glucocorticoid_receptor_dis_3_0190	True	0	0.76635	0.23365	1.0
Glucocorticoid_receptor_dis_3_0233	True	0	0.86883	0.13117	1.0
Glucocorticoid_receptor_dis_3_1096	False	0	0.76952	0.23048	1.0
Glucocorticoid_receptor_dis_3_1540	False	0	0.645	0.355	1.0
Glucocorticoid_receptor_dis_3_1549	False	1	0.43167	0.56833	1.0
Glucocorticoid_receptor_dis_3_1007	False	0	0.50278	0.49722	1.0
Glucocorticoid_receptor_dis_3_0167	True	1	0.15448	0.84552	1.0
Glucocorticoid_receptor_dis_3_1018	False	0	0.78075	0.21925	1.0
Glucocorticoid_receptor_dis_3_1577	False	1	0.12152	0.87848	1.0
Glucocorticoid_receptor_dis_3_1383	False	0	0.9815	0.0185	1.0
Glucocorticoid_receptor_dis_3_1690	False	0	0.86617	0.13383	1.0
Glucocorticoid_receptor_dis_3_1489	False	1	0.05152	0.94848	1.0
Glucocorticoid_receptor_dis_3_0934	False	0	0.77982	0.22018	1.0
Glucocorticoid_receptor_dis_3_0426	True	0	0.62449	0.37551	1.0
Glucocorticoid_receptor_dis_3_1067	False	0	0.91783	0.08217	1.0
Glucocorticoid_receptor_dis_3_0224	True	0	0.9251	0.0749	1.0
Glucocorticoid_receptor_dis_3_1409	False	0	0.69562	0.30438	1.0
Glucocorticoid_receptor_dis_3_1610	False	0	0.979	0.021	1.0
Glucocorticoid_receptor_dis_3_0075	True	1	0.3139	0.6861	1.0
Glucocorticoid_receptor_dis_3_1790	False	0	0.76053	0.23947	1.0
Glucocorticoid_receptor_dis_3_1214	False	0	0.56331	0.43669	1.0
Glucocorticoid_receptor_dis_3_0676	True	0	0.883	0.117	1.0
Glucocorticoid_receptor_dis_3_1039	False	0	0.82345	0.17655	1.0
Glucocorticoid_receptor_dis_3_1244	False	0	0.995	0.005	1.0
Glucocorticoid_receptor_dis_3_0667	True	1	0.04232	0.95768	1.0
Glucocorticoid_receptor_dis_3_0211	True	1	0.49155	0.50845	1.0
Glucocorticoid_receptor_dis_3_1019	False	0	0.696	0.304	1.0
Glucocorticoid_receptor_dis_3_0770	True	1	0.06158	0.93842	1.0
Glucocorticoid_receptor_dis_3_0933	False	0	0.51145	0.48855	1.0
Glucocorticoid_receptor_dis_3_1751	False	0	0.99457	0.00543	1.0
Glucocorticoid_receptor_dis_3_0108	True	0	0.79521	0.20479	1.0
Glucocorticoid_receptor_dis_3_0427	True	1	0.31493	0.68507	1.0
Glucocorticoid_receptor_dis_3_1433	False	0	0.65543	0.34457	1.0
Glucocorticoid_receptor_dis_3_0290	True	1	0.47368	0.52632	1.0
Glucocorticoid_receptor_dis_3_0716	True	1	0.18825	0.81175	1.0
Glucocorticoid_receptor_dis_3_1669	False	0	0.50306	0.49694	1.0
Glucocorticoid_receptor_dis_3_0519	True	1	0.028	0.972	1.0
Glucocorticoid_receptor_dis_3_0775	True	1	0.35863	0.64137	1.0
Glucocorticoid_receptor_dis_3_1327	False	0	0.973	0.027	1.0
Glucocorticoid_receptor_dis_3_1062	False	0	0.94683	0.05317	1.0
Glucocorticoid_receptor_dis_3_0045	True	1	0.3364	0.6636	1.0
Glucocorticoid_receptor_dis_3_1335	False	0	0.67709	0.32291	1.0
Glucocorticoid_receptor_dis_3_1261	False	0	0.97308	0.02692	1.0
Glucocorticoid_receptor_dis_3_0690	True	1	0.1079	0.8921	1.0
Glucocorticoid_receptor_dis_3_0148	True	1	0.37654	0.62346	1.0
Glucocorticoid_receptor_dis_3_0484	True	1	0.004	0.996	1.0
Glucocorticoid_receptor_dis_3_1221	False	0	0.87392	0.12608	1.0
Glucocorticoid_receptor_dis_3_0985	False	0	0.5235	0.4765	1.0
Glucocorticoid_receptor_dis_3_0994	False	0	0.65155	0.34845	1.0
Glucocorticoid_receptor_dis_3_0938	False	1	0.46101	0.53899	1.0
Glucocorticoid_receptor_dis_3_1205	False	1	0.43046	0.56954	1.0
Glucocorticoid_receptor_dis_3_1101	False	1	0.43167	0.56833	1.0
Glucocorticoid_receptor_dis_3_1281	False	0	0.89163	0.10837	1.0
Glucocorticoid_receptor_dis_3_0678	True	1	0.24252	0.75748	1.0
Glucocorticoid_receptor_dis_3_1009	False	0	0.989	0.011	1.0
Glucocorticoid_receptor_dis_3_0772	True	1	0.20136	0.79864	1.0
Glucocorticoid_receptor_dis_3_0869	True	1	0.15938	0.84062	1.0
Glucocorticoid_receptor_dis_3_1558	False	0	0.52128	0.47872	1.0
Glucocorticoid_receptor_dis_3_0856	True	0	0.82743	0.17257	1.0
Glucocorticoid_receptor_dis_3_0949	False	1	0.4815	0.5185	1.0
Glucocorticoid_receptor_dis_3_1525	False	0	0.95277	0.04723	1.0
Glucocorticoid_receptor_dis_3_0668	True	1	0.22736	0.77264	1.0
Glucocorticoid_receptor_dis_3_0348	True	1	0.00967	0.99033	1.0
Glucocorticoid_receptor_dis_3_0253	True	0	0.5656	0.4344	1.0
