QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1	Fold
Glucocorticoid_receptor_sim_2_1241	False	0	0.90275	0.09725	0.0
Glucocorticoid_receptor_sim_2_0706	True	1	0.05333	0.94667	0.0
Glucocorticoid_receptor_sim_2_0642	True	1	0.0106	0.9894	0.0
Glucocorticoid_receptor_sim_2_1613	False	0	0.978	0.022	0.0
Glucocorticoid_receptor_sim_2_0383	True	1	0.1777	0.8223	0.0
Glucocorticoid_receptor_sim_2_1284	False	1	0.45968	0.54032	0.0
Glucocorticoid_receptor_sim_2_0459	True	1	0.0593	0.9407	0.0
Glucocorticoid_receptor_sim_2_0249	True	1	0.01933	0.98067	0.0
Glucocorticoid_receptor_sim_2_1386	False	0	0.76976	0.23024	0.0
Glucocorticoid_receptor_sim_2_0035	True	1	0.0898	0.9102	0.0
Glucocorticoid_receptor_sim_2_0826	True	1	0.15775	0.84225	0.0
Glucocorticoid_receptor_sim_2_1800	False	0	0.966	0.034	0.0
Glucocorticoid_receptor_sim_2_1300	False	0	0.97933	0.02067	0.0
Glucocorticoid_receptor_sim_2_0981	True	1	0.06503	0.93497	0.0
Glucocorticoid_receptor_sim_2_0968	True	1	0.06583	0.93417	0.0
Glucocorticoid_receptor_sim_2_0595	True	1	0.1753	0.8247	0.0
Glucocorticoid_receptor_sim_2_0680	True	0	0.84417	0.15583	0.0
Glucocorticoid_receptor_sim_2_0257	True	1	0.15702	0.84298	0.0
Glucocorticoid_receptor_sim_2_0238	True	1	0.03083	0.96917	0.0
Glucocorticoid_receptor_sim_2_1018	False	1	0.29912	0.70088	0.0
Glucocorticoid_receptor_sim_2_0336	True	1	0.0325	0.9675	0.0
Glucocorticoid_receptor_sim_2_0589	True	1	0.00783	0.99217	0.0
Glucocorticoid_receptor_sim_2_0000	True	1	0.42583	0.57417	0.0
Glucocorticoid_receptor_sim_2_0830	True	1	0.20633	0.79367	0.0
Glucocorticoid_receptor_sim_2_1535	False	0	0.99228	0.00772	0.0
Glucocorticoid_receptor_sim_2_0374	True	0	0.80153	0.19847	0.0
Glucocorticoid_receptor_sim_2_1629	False	0	0.80277	0.19723	0.0
Glucocorticoid_receptor_sim_2_0504	True	1	0.0255	0.9745	0.0
Glucocorticoid_receptor_sim_2_0794	True	0	0.63813	0.36187	0.0
Glucocorticoid_receptor_sim_2_1667	False	0	0.9705	0.0295	0.0
Glucocorticoid_receptor_sim_2_0067	True	1	0.42243	0.57757	0.0
Glucocorticoid_receptor_sim_2_1263	False	0	0.96475	0.03525	0.0
Glucocorticoid_receptor_sim_2_1483	False	0	0.74194	0.25806	0.0
Glucocorticoid_receptor_sim_2_1156	False	0	0.80277	0.19723	0.0
Glucocorticoid_receptor_sim_2_1499	False	1	0.30448	0.69552	0.0
Glucocorticoid_receptor_sim_2_0143	True	1	0.31842	0.68158	0.0
Glucocorticoid_receptor_sim_2_1542	False	0	0.80175	0.19825	0.0
Glucocorticoid_receptor_sim_2_1082	False	0	0.86571	0.13429	0.0
Glucocorticoid_receptor_sim_2_1309	False	1	0.18547	0.81453	0.0
Glucocorticoid_receptor_sim_2_0332	True	1	0.19007	0.80993	0.0
Glucocorticoid_receptor_sim_2_1830	False	0	0.984	0.016	0.0
Glucocorticoid_receptor_sim_2_0773	True	1	0.03587	0.96413	0.0
Glucocorticoid_receptor_sim_2_0850	True	1	0.24663	0.75337	0.0
Glucocorticoid_receptor_sim_2_1112	False	1	0.29098	0.70902	0.0
Glucocorticoid_receptor_sim_2_1191	False	0	0.78884	0.21116	0.0
Glucocorticoid_receptor_sim_2_1717	False	0	0.8418	0.1582	0.0
Glucocorticoid_receptor_sim_2_0044	True	1	0.11083	0.88917	0.0
Glucocorticoid_receptor_sim_2_1498	False	0	0.92157	0.07843	0.0
Glucocorticoid_receptor_sim_2_0930	True	0	0.9575	0.0425	0.0
Glucocorticoid_receptor_sim_2_1145	False	0	0.79647	0.20353	0.0
Glucocorticoid_receptor_sim_2_0341	True	1	0.06333	0.93667	0.0
Glucocorticoid_receptor_sim_2_0318	True	1	0.01533	0.98467	0.0
Glucocorticoid_receptor_sim_2_1076	False	0	0.76054	0.23946	0.0
Glucocorticoid_receptor_sim_2_1546	False	0	0.88996	0.11004	0.0
Glucocorticoid_receptor_sim_2_0450	True	0	0.70183	0.29817	0.0
Glucocorticoid_receptor_sim_2_1693	False	0	0.88033	0.11967	0.0
Glucocorticoid_receptor_sim_2_0991	True	1	0.26219	0.73781	0.0
Glucocorticoid_receptor_sim_2_1199	False	0	0.9456	0.0544	0.0
Glucocorticoid_receptor_sim_2_1765	False	1	0.18547	0.81453	0.0
Glucocorticoid_receptor_sim_2_1876	False	0	0.83158	0.16842	0.0
Glucocorticoid_receptor_sim_2_0363	True	1	0.15152	0.84848	0.0
Glucocorticoid_receptor_sim_2_0002	True	1	0.12343	0.87657	0.0
Glucocorticoid_receptor_sim_2_1786	False	1	0.47276	0.52724	0.0
Glucocorticoid_receptor_sim_2_1209	False	0	0.968	0.032	0.0
Glucocorticoid_receptor_sim_2_1705	False	0	0.88293	0.11707	0.0
Glucocorticoid_receptor_sim_2_1850	False	0	0.96567	0.03433	0.0
Glucocorticoid_receptor_sim_2_0996	True	1	0.15683	0.84317	0.0
Glucocorticoid_receptor_sim_2_1472	False	0	0.909	0.091	0.0
Glucocorticoid_receptor_sim_2_0526	True	1	0.03805	0.96195	0.0
Glucocorticoid_receptor_sim_2_0852	True	1	0.028	0.972	0.0
Glucocorticoid_receptor_sim_2_1107	False	0	0.6785	0.3215	0.0
Glucocorticoid_receptor_sim_2_1033	False	0	0.95946	0.04054	0.0
Glucocorticoid_receptor_sim_2_0470	True	0	0.761	0.239	0.0
Glucocorticoid_receptor_sim_2_0375	True	1	0.22269	0.77731	0.0
Glucocorticoid_receptor_sim_2_0190	True	0	0.85176	0.14824	0.0
Glucocorticoid_receptor_sim_2_1097	False	0	0.92668	0.07332	0.0
Glucocorticoid_receptor_sim_2_1173	False	0	0.78491	0.21509	0.0
Glucocorticoid_receptor_sim_2_1839	False	0	0.662	0.338	0.0
Glucocorticoid_receptor_sim_2_1028	False	0	0.92157	0.07843	0.0
Glucocorticoid_receptor_sim_2_1222	False	0	0.86025	0.13975	0.0
Glucocorticoid_receptor_sim_2_1802	False	0	0.9685	0.0315	0.0
Glucocorticoid_receptor_sim_2_1223	False	1	0.15303	0.84697	0.0
Glucocorticoid_receptor_sim_2_0298	True	1	0.04818	0.95182	0.0
Glucocorticoid_receptor_sim_2_1860	False	0	0.68867	0.31133	0.0
Glucocorticoid_receptor_sim_2_0478	True	1	0.31053	0.68947	0.0
Glucocorticoid_receptor_sim_2_1545	False	0	0.98217	0.01783	0.0
Glucocorticoid_receptor_sim_2_0898	True	1	0.24285	0.75715	0.0
Glucocorticoid_receptor_sim_2_0026	True	1	0.30069	0.69931	0.0
Glucocorticoid_receptor_sim_2_0247	True	1	0.10527	0.89473	0.0
Glucocorticoid_receptor_sim_2_0531	True	1	0.001	0.999	0.0
Glucocorticoid_receptor_sim_2_0331	True	1	0.015	0.985	0.0
Glucocorticoid_receptor_sim_2_0314	True	1	0.07366	0.92634	0.0
Glucocorticoid_receptor_sim_2_0393	True	1	0.13317	0.86683	0.0
Glucocorticoid_receptor_sim_2_0458	True	0	0.53704	0.46296	0.0
Glucocorticoid_receptor_sim_2_1430	False	0	0.76006	0.23994	0.0
Glucocorticoid_receptor_sim_2_1017	True	1	0.32095	0.67905	0.0
Glucocorticoid_receptor_sim_2_1858	False	0	0.67	0.33	0.0
Glucocorticoid_receptor_sim_2_0547	True	1	0.16483	0.83517	0.0
Glucocorticoid_receptor_sim_2_1279	False	1	0.46065	0.53935	0.0
Glucocorticoid_receptor_sim_2_1308	False	1	0.43811	0.56189	0.0
Glucocorticoid_receptor_sim_2_0005	True	1	0.16808	0.83192	0.0
Glucocorticoid_receptor_sim_2_0602	True	1	0.00375	0.99625	0.0
Glucocorticoid_receptor_sim_2_1351	False	0	0.90258	0.09742	0.0
Glucocorticoid_receptor_sim_2_1670	False	0	0.66142	0.33858	0.0
Glucocorticoid_receptor_sim_2_1116	False	0	0.55658	0.44342	0.0
Glucocorticoid_receptor_sim_2_1638	False	0	0.94667	0.05333	0.0
Glucocorticoid_receptor_sim_2_1515	False	0	0.9566	0.0434	0.0
Glucocorticoid_receptor_sim_2_1086	False	0	0.80175	0.19825	0.0
Glucocorticoid_receptor_sim_2_1184	False	0	0.974	0.026	0.0
Glucocorticoid_receptor_sim_2_0196	True	0	0.71844	0.28156	0.0
Glucocorticoid_receptor_sim_2_0345	True	1	0.13558	0.86442	0.0
Glucocorticoid_receptor_sim_2_0753	True	1	0.38717	0.61283	0.0
Glucocorticoid_receptor_sim_2_0445	True	1	0.22618	0.77382	0.0
Glucocorticoid_receptor_sim_2_1321	False	0	0.951	0.049	0.0
Glucocorticoid_receptor_sim_2_0112	True	1	0.09885	0.90115	0.0
Glucocorticoid_receptor_sim_2_1181	False	0	0.94667	0.05333	0.0
Glucocorticoid_receptor_sim_2_1578	False	1	0.24675	0.75325	0.0
Glucocorticoid_receptor_sim_2_0751	True	0	0.84259	0.15741	0.0
Glucocorticoid_receptor_sim_2_0675	True	1	0.26892	0.73108	0.0
Glucocorticoid_receptor_sim_2_0889	True	1	0.41964	0.58036	0.0
Glucocorticoid_receptor_sim_2_1928	False	0	0.66182	0.33818	0.0
Glucocorticoid_receptor_sim_2_0154	True	1	0.04777	0.95223	0.0
Glucocorticoid_receptor_sim_2_0294	True	1	0.11613	0.88387	0.0
Glucocorticoid_receptor_sim_2_1721	False	0	0.51337	0.48663	0.0
Glucocorticoid_receptor_sim_2_1317	False	0	0.94105	0.05895	0.0
Glucocorticoid_receptor_sim_2_1140	False	0	0.91346	0.08654	0.0
Glucocorticoid_receptor_sim_2_1432	False	0	0.88767	0.11233	0.0
Glucocorticoid_receptor_sim_2_0268	True	1	0.22243	0.77757	0.0
Glucocorticoid_receptor_sim_2_1554	False	0	0.92865	0.07135	0.0
Glucocorticoid_receptor_sim_2_0686	True	0	0.76861	0.23139	0.0
Glucocorticoid_receptor_sim_2_0841	True	1	0.06637	0.93363	0.0
Glucocorticoid_receptor_sim_2_1522	False	0	0.934	0.066	0.0
Glucocorticoid_receptor_sim_2_1138	False	0	0.73607	0.26393	0.0
Glucocorticoid_receptor_sim_2_1402	False	1	0.21	0.79	0.0
Glucocorticoid_receptor_sim_2_0919	True	1	0.0722	0.9278	0.0
Glucocorticoid_receptor_sim_2_1926	False	0	0.93621	0.06379	0.0
Glucocorticoid_receptor_sim_2_0848	True	1	0.19285	0.80715	0.0
Glucocorticoid_receptor_sim_2_0622	True	1	0.032	0.968	0.0
Glucocorticoid_receptor_sim_2_0799	True	1	0.04121	0.95879	0.0
Glucocorticoid_receptor_sim_2_0400	True	1	0.07133	0.92867	0.0
Glucocorticoid_receptor_sim_2_1338	False	0	0.904	0.096	0.0
Glucocorticoid_receptor_sim_2_1720	False	0	0.81219	0.18781	0.0
Glucocorticoid_receptor_sim_2_0880	True	1	0.02233	0.97767	0.0
Glucocorticoid_receptor_sim_2_0219	True	0	0.86571	0.13429	0.0
Glucocorticoid_receptor_sim_2_0409	True	1	0.057	0.943	0.0
Glucocorticoid_receptor_sim_2_1901	False	0	0.99017	0.00983	0.0
Glucocorticoid_receptor_sim_2_0895	True	1	0.31218	0.68782	0.0
Glucocorticoid_receptor_sim_2_0278	True	1	0.1085	0.8915	0.0
Glucocorticoid_receptor_sim_2_0856	True	1	0.04683	0.95317	0.0
Glucocorticoid_receptor_sim_2_0643	True	1	0.02677	0.97323	0.0
Glucocorticoid_receptor_sim_2_1283	False	1	0.4941	0.5059	0.0
Glucocorticoid_receptor_sim_2_1806	False	0	0.92767	0.07233	0.0
Glucocorticoid_receptor_sim_2_0922	True	1	0.1695	0.8305	0.0
Glucocorticoid_receptor_sim_2_1305	False	0	0.63813	0.36187	0.0
Glucocorticoid_receptor_sim_2_1607	False	0	0.85511	0.14489	0.0
Glucocorticoid_receptor_sim_2_1514	False	0	0.9242	0.0758	0.0
Glucocorticoid_receptor_sim_2_0777	True	1	0.10997	0.89003	0.0
Glucocorticoid_receptor_sim_2_1368	False	0	0.966	0.034	0.0
Glucocorticoid_receptor_sim_2_1369	False	0	0.84617	0.15383	0.0
Glucocorticoid_receptor_sim_2_1656	False	0	0.98367	0.01633	0.0
Glucocorticoid_receptor_sim_2_1775	False	0	0.98567	0.01433	0.0
Glucocorticoid_receptor_sim_2_1869	False	0	0.955	0.045	0.0
Glucocorticoid_receptor_sim_2_0323	True	1	0.05952	0.94048	0.0
Glucocorticoid_receptor_sim_2_0088	True	0	0.8958	0.1042	0.0
Glucocorticoid_receptor_sim_2_0873	True	1	0.08523	0.91477	0.0
Glucocorticoid_receptor_sim_2_0118	True	1	0.20639	0.79361	0.0
Glucocorticoid_receptor_sim_2_0444	True	1	0.1655	0.8345	0.0
Glucocorticoid_receptor_sim_2_0274	True	1	0.49333	0.50667	0.0
Glucocorticoid_receptor_sim_2_1840	False	1	0.1037	0.8963	0.0
Glucocorticoid_receptor_sim_2_1236	False	0	0.8334	0.1666	0.0
Glucocorticoid_receptor_sim_2_0859	True	1	0.16374	0.83626	0.0
Glucocorticoid_receptor_sim_2_1736	False	0	0.95189	0.04811	0.0
Glucocorticoid_receptor_sim_2_0402	True	1	0.02467	0.97533	0.0
Glucocorticoid_receptor_sim_2_0502	True	1	0.13409	0.86591	0.0
Glucocorticoid_receptor_sim_2_0334	True	1	0.02017	0.97983	0.0
Glucocorticoid_receptor_sim_2_0594	True	0	0.57176	0.42824	0.0
Glucocorticoid_receptor_sim_2_1391	False	0	0.973	0.027	0.0
Glucocorticoid_receptor_sim_2_0015	True	1	0.23545	0.76455	0.0
Glucocorticoid_receptor_sim_2_0789	True	0	0.63813	0.36187	0.0
Glucocorticoid_receptor_sim_2_0562	True	0	0.87383	0.12617	0.0
Glucocorticoid_receptor_sim_2_0100	True	1	0.04883	0.95117	0.0
Glucocorticoid_receptor_sim_2_0048	True	1	0.2665	0.7335	0.0
Glucocorticoid_receptor_sim_2_0211	True	0	0.77654	0.22346	0.0
Glucocorticoid_receptor_sim_2_0548	True	1	0.06761	0.93239	0.0
Glucocorticoid_receptor_sim_2_1025	False	0	0.6525	0.3475	0.0
Glucocorticoid_receptor_sim_2_1362	False	0	0.963	0.037	0.0
Glucocorticoid_receptor_sim_2_1669	False	0	0.957	0.043	0.0
Glucocorticoid_receptor_sim_2_1464	False	0	0.90272	0.09728	0.0
Glucocorticoid_receptor_sim_2_1005	True	1	0.12342	0.87658	0.0
Glucocorticoid_receptor_sim_2_0304	True	1	0.2044	0.7956	0.0
Glucocorticoid_receptor_sim_2_0425	True	1	0.12405	0.87595	0.0
Glucocorticoid_receptor_sim_2_0339	True	1	0.0245	0.9755	0.0
Glucocorticoid_receptor_sim_2_0115	True	1	0.28667	0.71333	0.0
Glucocorticoid_receptor_sim_2_0131	True	1	0.30833	0.69167	0.0
Glucocorticoid_receptor_sim_2_0013	True	1	0.013	0.987	0.0
Glucocorticoid_receptor_sim_2_0145	True	1	0.23892	0.76108	0.0
Glucocorticoid_receptor_sim_2_0316	True	1	0.138	0.862	0.0
Glucocorticoid_receptor_sim_2_1034	False	0	0.97967	0.02033	0.0
Glucocorticoid_receptor_sim_2_0213	True	0	0.56496	0.43504	0.0
Glucocorticoid_receptor_sim_2_0242	True	1	0.03083	0.96917	0.0
Glucocorticoid_receptor_sim_2_1902	False	0	0.983	0.017	0.0
Glucocorticoid_receptor_sim_2_1510	False	0	0.86288	0.13712	0.0
Glucocorticoid_receptor_sim_2_1513	False	0	0.92463	0.07537	0.0
Glucocorticoid_receptor_sim_2_1299	False	0	0.971	0.029	0.0
Glucocorticoid_receptor_sim_2_1291	False	0	0.85394	0.14606	0.0
Glucocorticoid_receptor_sim_2_1195	False	1	0.38975	0.61025	0.0
Glucocorticoid_receptor_sim_2_0390	True	1	0.10083	0.89917	0.0
Glucocorticoid_receptor_sim_2_1424	False	0	0.955	0.045	0.0
Glucocorticoid_receptor_sim_2_1663	False	0	0.99	0.01	0.0
Glucocorticoid_receptor_sim_2_1831	False	0	0.995	0.005	0.0
Glucocorticoid_receptor_sim_2_1525	False	0	0.945	0.055	0.0
Glucocorticoid_receptor_sim_2_1798	False	0	0.997	0.003	0.0
Glucocorticoid_receptor_sim_2_1659	False	0	0.965	0.035	0.0
Glucocorticoid_receptor_sim_2_0665	True	0	0.9281	0.0719	0.0
Glucocorticoid_receptor_sim_2_0226	True	0	0.80338	0.19662	0.0
Glucocorticoid_receptor_sim_2_0281	True	0	0.57095	0.42905	0.0
Glucocorticoid_receptor_sim_2_1065	False	1	0.22269	0.77731	0.0
Glucocorticoid_receptor_sim_2_0171	True	1	0.04036	0.95964	0.0
Glucocorticoid_receptor_sim_2_1083	False	0	0.98133	0.01867	0.0
Glucocorticoid_receptor_sim_2_0714	True	1	0.399	0.601	0.0
Glucocorticoid_receptor_sim_2_1609	False	0	0.988	0.012	0.0
Glucocorticoid_receptor_sim_2_0619	True	1	0.00967	0.99033	0.0
Glucocorticoid_receptor_sim_2_1260	False	0	0.51337	0.48663	0.0
Glucocorticoid_receptor_sim_2_0120	True	1	0.30642	0.69358	0.0
Glucocorticoid_receptor_sim_2_0053	True	1	0.27117	0.72883	0.0
Glucocorticoid_receptor_sim_2_1447	False	0	0.98473	0.01527	0.0
Glucocorticoid_receptor_sim_2_0641	True	1	0.049	0.951	0.0
Glucocorticoid_receptor_sim_2_0961	True	1	0.033	0.967	0.0
Glucocorticoid_receptor_sim_2_1206	False	0	0.99217	0.00783	0.0
Glucocorticoid_receptor_sim_2_1137	False	0	0.50591	0.49409	0.0
Glucocorticoid_receptor_sim_2_0940	True	1	0.07133	0.92867	0.0
Glucocorticoid_receptor_sim_2_0560	True	0	0.9285	0.0715	0.0
Glucocorticoid_receptor_sim_2_1038	False	0	0.9242	0.0758	0.0
Glucocorticoid_receptor_sim_2_1882	False	0	0.88767	0.11233	0.0
Glucocorticoid_receptor_sim_2_0509	True	1	0.062	0.938	0.0
Glucocorticoid_receptor_sim_2_1302	False	0	0.983	0.017	0.0
Glucocorticoid_receptor_sim_2_1707	False	0	0.65385	0.34615	0.0
Glucocorticoid_receptor_sim_2_1210	False	0	0.98643	0.01357	0.0
Glucocorticoid_receptor_sim_2_0148	True	1	0.02677	0.97323	0.0
Glucocorticoid_receptor_sim_2_0950	True	1	0.0587	0.9413	0.0
Glucocorticoid_receptor_sim_2_1019	False	1	0.44989	0.55011	0.0
Glucocorticoid_receptor_sim_2_1774	False	0	0.51287	0.48713	0.0
Glucocorticoid_receptor_sim_2_0299	True	1	0.01037	0.98963	0.0
Glucocorticoid_receptor_sim_2_0570	True	1	0.4395	0.5605	0.0
Glucocorticoid_receptor_sim_2_1817	False	0	0.56842	0.43158	0.0
Glucocorticoid_receptor_sim_2_0313	True	1	0.0724	0.9276	0.0
Glucocorticoid_receptor_sim_2_1827	False	0	0.997	0.003	0.0
Glucocorticoid_receptor_sim_2_0464	True	1	0.44932	0.55068	0.0
Glucocorticoid_receptor_sim_2_1214	False	0	0.957	0.043	0.0
Glucocorticoid_receptor_sim_2_0774	True	1	0.019	0.981	0.0
Glucocorticoid_receptor_sim_2_0275	True	1	0.12457	0.87543	0.0
Glucocorticoid_receptor_sim_2_0463	True	0	0.8745	0.1255	0.0
Glucocorticoid_receptor_sim_2_0401	True	1	0.02418	0.97582	0.0
Glucocorticoid_receptor_sim_2_0623	True	1	0.002	0.998	0.0
Glucocorticoid_receptor_sim_2_0197	True	1	0.38233	0.61767	0.0
Glucocorticoid_receptor_sim_2_1572	False	0	0.51139	0.48861	0.0
Glucocorticoid_receptor_sim_2_1512	False	0	0.51959	0.48041	0.0
Glucocorticoid_receptor_sim_2_1215	False	0	0.87934	0.12066	0.0
Glucocorticoid_receptor_sim_2_0066	True	1	0.02067	0.97933	0.0
Glucocorticoid_receptor_sim_2_0734	True	1	0.03367	0.96633	0.0
Glucocorticoid_receptor_sim_2_1466	False	0	0.57643	0.42357	0.0
Glucocorticoid_receptor_sim_2_1084	False	0	0.98133	0.01867	0.0
Glucocorticoid_receptor_sim_2_1754	False	0	0.53639	0.46361	0.0
Glucocorticoid_receptor_sim_2_1484	False	0	0.92633	0.07367	0.0
Glucocorticoid_receptor_sim_2_0535	True	1	0.01833	0.98167	0.0
Glucocorticoid_receptor_sim_2_1698	False	0	0.84497	0.15503	0.0
Glucocorticoid_receptor_sim_2_1762	False	0	0.63813	0.36187	0.0
Glucocorticoid_receptor_sim_2_0529	True	1	0.2162	0.7838	0.0
Glucocorticoid_receptor_sim_2_0771	True	1	0.0352	0.9648	0.0
Glucocorticoid_receptor_sim_2_1603	False	0	0.739	0.261	0.0
Glucocorticoid_receptor_sim_2_1128	False	0	0.51706	0.48294	0.0
Glucocorticoid_receptor_sim_2_0851	True	1	0.28423	0.71577	0.0
Glucocorticoid_receptor_sim_2_0973	True	1	0.01	0.99	0.0
Glucocorticoid_receptor_sim_2_1469	False	0	0.91152	0.08848	0.0
Glucocorticoid_receptor_sim_2_0198	True	0	0.91065	0.08935	0.0
Glucocorticoid_receptor_sim_2_0308	True	1	0.30801	0.69199	0.0
Glucocorticoid_receptor_sim_2_1314	False	1	0.00725	0.99275	0.0
Glucocorticoid_receptor_sim_2_0914	True	1	0.08648	0.91352	0.0
Glucocorticoid_receptor_sim_2_0417	True	1	0.17982	0.82018	0.0
Glucocorticoid_receptor_sim_2_1343	False	0	0.86785	0.13215	0.0
Glucocorticoid_receptor_sim_2_1591	False	0	0.77286	0.22714	0.0
Glucocorticoid_receptor_sim_2_1791	False	0	0.998	0.002	1.0
Glucocorticoid_receptor_sim_2_1071	False	0	0.97267	0.02733	1.0
Glucocorticoid_receptor_sim_2_1660	False	0	0.9212	0.0788	1.0
Glucocorticoid_receptor_sim_2_0527	True	1	0.03	0.97	1.0
Glucocorticoid_receptor_sim_2_1131	False	1	0.45152	0.54848	1.0
Glucocorticoid_receptor_sim_2_0590	True	1	0.016	0.984	1.0
Glucocorticoid_receptor_sim_2_1690	False	0	0.94247	0.05753	1.0
Glucocorticoid_receptor_sim_2_1684	False	1	0.43123	0.56877	1.0
Glucocorticoid_receptor_sim_2_1580	False	1	0.17658	0.82342	1.0
Glucocorticoid_receptor_sim_2_1489	False	0	0.83339	0.16661	1.0
Glucocorticoid_receptor_sim_2_1637	False	0	0.976	0.024	1.0
Glucocorticoid_receptor_sim_2_1420	False	0	0.83135	0.16865	1.0
Glucocorticoid_receptor_sim_2_0079	True	0	0.628	0.372	1.0
Glucocorticoid_receptor_sim_2_1781	False	0	0.91807	0.08193	1.0
Glucocorticoid_receptor_sim_2_0276	True	0	0.74568	0.25432	1.0
Glucocorticoid_receptor_sim_2_0004	True	0	0.69023	0.30977	1.0
Glucocorticoid_receptor_sim_2_1445	False	0	0.98833	0.01167	1.0
Glucocorticoid_receptor_sim_2_1567	False	0	0.995	0.005	1.0
Glucocorticoid_receptor_sim_2_0506	True	1	0.09867	0.90133	1.0
Glucocorticoid_receptor_sim_2_1862	False	0	0.90019	0.09981	1.0
Glucocorticoid_receptor_sim_2_1610	False	0	0.986	0.014	1.0
Glucocorticoid_receptor_sim_2_1556	False	0	0.70786	0.29214	1.0
Glucocorticoid_receptor_sim_2_1413	False	0	0.9778	0.0222	1.0
Glucocorticoid_receptor_sim_2_0625	True	1	0.02856	0.97144	1.0
Glucocorticoid_receptor_sim_2_1455	False	0	0.9322	0.0678	1.0
Glucocorticoid_receptor_sim_2_1336	False	0	0.69023	0.30977	1.0
Glucocorticoid_receptor_sim_2_0821	True	1	0.128	0.872	1.0
Glucocorticoid_receptor_sim_2_0976	True	1	0.06422	0.93578	1.0
Glucocorticoid_receptor_sim_2_0384	True	1	0.04183	0.95817	1.0
Glucocorticoid_receptor_sim_2_0894	True	1	0.03695	0.96305	1.0
Glucocorticoid_receptor_sim_2_0764	True	1	0.49928	0.50072	1.0
Glucocorticoid_receptor_sim_2_0310	True	1	0.25222	0.74778	1.0
Glucocorticoid_receptor_sim_2_0637	True	1	0.06927	0.93073	1.0
Glucocorticoid_receptor_sim_2_0433	True	1	0.12555	0.87445	1.0
Glucocorticoid_receptor_sim_2_1153	False	0	0.973	0.027	1.0
Glucocorticoid_receptor_sim_2_1404	False	0	0.52544	0.47456	1.0
Glucocorticoid_receptor_sim_2_1761	False	1	0.47486	0.52514	1.0
Glucocorticoid_receptor_sim_2_1093	False	0	0.89575	0.10425	1.0
Glucocorticoid_receptor_sim_2_0849	True	1	0.49409	0.50591	1.0
Glucocorticoid_receptor_sim_2_0980	True	1	0.18471	0.81529	1.0
Glucocorticoid_receptor_sim_2_1134	False	0	0.984	0.016	1.0
Glucocorticoid_receptor_sim_2_0113	True	1	0.058	0.942	1.0
Glucocorticoid_receptor_sim_2_1725	False	0	0.995	0.005	1.0
Glucocorticoid_receptor_sim_2_0864	True	1	0.01517	0.98483	1.0
Glucocorticoid_receptor_sim_2_0532	True	1	0.08133	0.91867	1.0
Glucocorticoid_receptor_sim_2_0521	True	1	0.006	0.994	1.0
Glucocorticoid_receptor_sim_2_0382	True	0	0.6432	0.3568	1.0
Glucocorticoid_receptor_sim_2_0446	True	1	0.31432	0.68568	1.0
Glucocorticoid_receptor_sim_2_0817	True	1	0.00817	0.99183	1.0
