QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1
Glucocorticoid_receptor_dis_0_1193	False	0	0.84	0.16
Glucocorticoid_receptor_dis_0_0716	True	1	0.24929	0.75071
Glucocorticoid_receptor_dis_0_1650	False	0	0.964	0.036
Glucocorticoid_receptor_dis_0_0070	True	1	0.04	0.96
Glucocorticoid_receptor_dis_0_1540	False	0	0.92	0.08
Glucocorticoid_receptor_dis_0_0594	True	0	0.94	0.06
Glucocorticoid_receptor_dis_0_1576	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_1357	False	0	0.9	0.1
Glucocorticoid_receptor_dis_0_0868	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_1025	False	0	0.76	0.24
Glucocorticoid_receptor_dis_0_1455	False	1	0.2	0.8
Glucocorticoid_receptor_dis_0_1213	False	1	0.48833	0.51167
Glucocorticoid_receptor_dis_0_0950	True	1	0.06	0.94
Glucocorticoid_receptor_dis_0_1200	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1316	False	0	0.87	0.13
Glucocorticoid_receptor_dis_0_0499	True	1	0.08	0.92
Glucocorticoid_receptor_dis_0_1094	False	0	0.92	0.08
Glucocorticoid_receptor_dis_0_1450	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_1611	False	1	0.48	0.52
Glucocorticoid_receptor_dis_0_1451	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_1052	False	1	0.42367	0.57633
Glucocorticoid_receptor_dis_0_1374	False	0	0.92	0.08
Glucocorticoid_receptor_dis_0_1100	False	1	0.08933	0.91067
Glucocorticoid_receptor_dis_0_1249	False	0	0.52724	0.47276
Glucocorticoid_receptor_dis_0_0803	True	1	0.17333	0.82667
Glucocorticoid_receptor_dis_0_0473	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_1315	False	0	0.92	0.08
Glucocorticoid_receptor_dis_0_1042	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_1179	False	0	0.87381	0.12619
Glucocorticoid_receptor_dis_0_0065	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0778	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0783	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0574	True	0	0.58095	0.41905
Glucocorticoid_receptor_dis_0_0179	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_1224	False	0	0.74133	0.25867
Glucocorticoid_receptor_dis_0_0518	True	1	0.05333	0.94667
Glucocorticoid_receptor_dis_0_0650	True	1	0.04762	0.95238
Glucocorticoid_receptor_dis_0_0527	True	1	0.0325	0.9675
Glucocorticoid_receptor_dis_0_0277	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0050	True	1	0.42	0.58
Glucocorticoid_receptor_dis_0_1029	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_0147	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0630	True	1	0.072	0.928
Glucocorticoid_receptor_dis_0_0404	True	1	0.04667	0.95333
Glucocorticoid_receptor_dis_0_0750	True	1	0.11	0.89
Glucocorticoid_receptor_dis_0_0016	True	0	0.52843	0.47157
Glucocorticoid_receptor_dis_0_1862	False	0	0.95429	0.04571
Glucocorticoid_receptor_dis_0_1476	False	0	0.92	0.08
Glucocorticoid_receptor_dis_0_1841	False	1	0.27581	0.72419
Glucocorticoid_receptor_dis_0_0545	True	0	0.56467	0.43533
Glucocorticoid_receptor_dis_0_0137	True	1	0.28	0.72
Glucocorticoid_receptor_dis_0_0365	True	0	0.852	0.148
Glucocorticoid_receptor_dis_0_0593	True	1	0.06	0.94
Glucocorticoid_receptor_dis_0_0323	True	0	0.69	0.31
Glucocorticoid_receptor_dis_0_0922	True	1	0.37767	0.62233
Glucocorticoid_receptor_dis_0_1116	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_1700	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_0589	True	0	0.59633	0.40367
Glucocorticoid_receptor_dis_0_1847	False	0	0.875	0.125
Glucocorticoid_receptor_dis_0_0153	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0582	True	1	0.1	0.9
Glucocorticoid_receptor_dis_0_1121	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_1495	False	0	0.76	0.24
Glucocorticoid_receptor_dis_0_1225	False	0	0.84	0.16
Glucocorticoid_receptor_dis_0_0828	True	0	0.98	0.02
Glucocorticoid_receptor_dis_0_1638	False	0	0.9	0.1
Glucocorticoid_receptor_dis_0_1693	False	0	0.662	0.338
Glucocorticoid_receptor_dis_0_1324	False	0	0.92	0.08
Glucocorticoid_receptor_dis_0_1041	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_0615	True	1	0.48	0.52
Glucocorticoid_receptor_dis_0_0074	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_1515	False	1	0.47667	0.52333
Glucocorticoid_receptor_dis_0_0908	True	1	0.14917	0.85083
Glucocorticoid_receptor_dis_0_1682	False	1	0.25467	0.74533
Glucocorticoid_receptor_dis_0_0366	True	1	0.28143	0.71857
Glucocorticoid_receptor_dis_0_0611	True	1	0.24	0.76
Glucocorticoid_receptor_dis_0_0903	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_1045	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1338	False	0	0.51667	0.48333
Glucocorticoid_receptor_dis_0_0703	True	1	0.10933	0.89067
Glucocorticoid_receptor_dis_0_1217	False	1	0.25467	0.74533
Glucocorticoid_receptor_dis_0_0101	True	1	0.16267	0.83733
Glucocorticoid_receptor_dis_0_0474	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_1684	False	0	0.776	0.224
Glucocorticoid_receptor_dis_0_0024	True	0	0.884	0.116
Glucocorticoid_receptor_dis_0_0047	True	0	0.9	0.1
Glucocorticoid_receptor_dis_0_0341	True	1	0.43	0.57
Glucocorticoid_receptor_dis_0_0808	True	1	0.22	0.78
Glucocorticoid_receptor_dis_0_0792	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0010	True	1	0.44767	0.55233
Glucocorticoid_receptor_dis_0_1163	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_1514	False	1	0.41095	0.58905
Glucocorticoid_receptor_dis_0_1206	False	0	0.69333	0.30667
Glucocorticoid_receptor_dis_0_1603	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_1414	False	1	0.393	0.607
Glucocorticoid_receptor_dis_0_1341	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_0423	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0830	True	1	0.16	0.84
Glucocorticoid_receptor_dis_0_1612	False	0	0.86	0.14
Glucocorticoid_receptor_dis_0_1794	False	0	0.556	0.444
Glucocorticoid_receptor_dis_0_0972	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_0819	True	1	0.08	0.92
Glucocorticoid_receptor_dis_0_1465	False	0	0.84	0.16
Glucocorticoid_receptor_dis_0_0786	True	1	0.08	0.92
Glucocorticoid_receptor_dis_0_0025	True	0	0.98	0.02
Glucocorticoid_receptor_dis_0_1254	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_1013	False	1	0.49424	0.50576
Glucocorticoid_receptor_dis_0_0409	True	1	0.12	0.88
Glucocorticoid_receptor_dis_0_1633	False	0	0.885	0.115
Glucocorticoid_receptor_dis_0_0766	True	1	0.06	0.94
Glucocorticoid_receptor_dis_0_1559	False	0	0.52657	0.47343
Glucocorticoid_receptor_dis_0_1283	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_0325	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_1489	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0191	True	1	0.18	0.82
Glucocorticoid_receptor_dis_0_1828	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_0297	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0427	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0243	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_1007	False	0	0.9	0.1
Glucocorticoid_receptor_dis_0_0099	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0562	True	1	0.13795	0.86205
Glucocorticoid_receptor_dis_0_0601	True	1	0.15	0.85
Glucocorticoid_receptor_dis_0_0967	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_1039	False	0	0.87333	0.12667
Glucocorticoid_receptor_dis_0_1592	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_0758	True	1	0.20967	0.79033
Glucocorticoid_receptor_dis_0_0092	True	0	0.82	0.18
Glucocorticoid_receptor_dis_0_1370	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0879	True	1	0.012	0.988
Glucocorticoid_receptor_dis_0_1835	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1082	False	0	0.76	0.24
Glucocorticoid_receptor_dis_0_0881	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_1336	False	0	0.85167	0.14833
Glucocorticoid_receptor_dis_0_0199	True	1	0.22333	0.77667
Glucocorticoid_receptor_dis_0_0964	False	0	0.86	0.14
Glucocorticoid_receptor_dis_0_0600	True	1	0.14	0.86
Glucocorticoid_receptor_dis_0_0378	True	1	0.04	0.96
Glucocorticoid_receptor_dis_0_1529	False	0	0.73194	0.26806
Glucocorticoid_receptor_dis_0_0936	True	1	0.268	0.732
Glucocorticoid_receptor_dis_0_1092	False	0	0.815	0.185
Glucocorticoid_receptor_dis_0_0925	True	1	0.485	0.515
Glucocorticoid_receptor_dis_0_0605	True	1	0.16	0.84
Glucocorticoid_receptor_dis_0_1303	False	0	0.84	0.16
Glucocorticoid_receptor_dis_0_0987	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0625	True	1	0.22	0.78
Glucocorticoid_receptor_dis_0_0524	True	1	0.06	0.94
Glucocorticoid_receptor_dis_0_1126	False	0	0.88	0.12
Glucocorticoid_receptor_dis_0_1325	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_1122	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_1572	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_1774	False	0	0.65	0.35
Glucocorticoid_receptor_dis_0_0814	True	1	0.13333	0.86667
Glucocorticoid_receptor_dis_0_0424	True	1	0.16	0.84
Glucocorticoid_receptor_dis_0_1849	False	1	0.43248	0.56752
Glucocorticoid_receptor_dis_0_0604	True	1	0.446	0.554
Glucocorticoid_receptor_dis_0_1158	False	0	0.88	0.12
Glucocorticoid_receptor_dis_0_0544	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0621	True	0	0.58	0.42
Glucocorticoid_receptor_dis_0_0210	True	0	0.94	0.06
Glucocorticoid_receptor_dis_0_0015	True	1	0.359	0.641
Glucocorticoid_receptor_dis_0_1706	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0894	True	0	0.52	0.48
Glucocorticoid_receptor_dis_0_1017	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_0853	True	1	0.04	0.96
Glucocorticoid_receptor_dis_0_1349	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_1579	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0307	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0368	True	0	0.74133	0.25867
Glucocorticoid_receptor_dis_0_1035	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_1715	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1366	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0455	True	1	0.04	0.96
Glucocorticoid_receptor_dis_0_1018	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1522	False	1	0.40267	0.59733
Glucocorticoid_receptor_dis_0_0670	True	1	0.45771	0.54229
Glucocorticoid_receptor_dis_0_1410	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_1677	False	0	0.83333	0.16667
Glucocorticoid_receptor_dis_0_0299	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0480	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_1306	False	0	0.99333	0.00667
Glucocorticoid_receptor_dis_0_0753	True	1	0.09	0.91
Glucocorticoid_receptor_dis_0_1008	False	1	0.2	0.8
Glucocorticoid_receptor_dis_0_0945	True	1	0.47967	0.52033
Glucocorticoid_receptor_dis_0_0308	True	0	0.76	0.24
Glucocorticoid_receptor_dis_0_1031	False	0	0.956	0.044
Glucocorticoid_receptor_dis_0_1509	False	1	0.48057	0.51943
Glucocorticoid_receptor_dis_0_1623	False	0	0.825	0.175
Glucocorticoid_receptor_dis_0_1717	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1688	False	0	0.852	0.148
Glucocorticoid_receptor_dis_0_0335	True	0	0.87381	0.12619
Glucocorticoid_receptor_dis_0_0609	True	1	0.44	0.56
Glucocorticoid_receptor_dis_0_1698	False	1	0.48333	0.51667
Glucocorticoid_receptor_dis_0_0929	True	0	0.825	0.175
Glucocorticoid_receptor_dis_0_1299	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1233	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_0483	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0031	True	0	0.99333	0.00667
Glucocorticoid_receptor_dis_0_0056	True	1	0.22	0.78
Glucocorticoid_receptor_dis_0_0042	True	0	0.9	0.1
Glucocorticoid_receptor_dis_0_0107	True	1	0.4781	0.5219
Glucocorticoid_receptor_dis_0_1626	False	0	0.84	0.16
Glucocorticoid_receptor_dis_0_1671	False	0	0.69333	0.30667
Glucocorticoid_receptor_dis_0_1054	False	0	0.57233	0.42767
Glucocorticoid_receptor_dis_0_1252	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0118	True	1	0.14267	0.85733
Glucocorticoid_receptor_dis_0_1353	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_1284	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1210	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0212	True	0	0.6	0.4
Glucocorticoid_receptor_dis_0_1083	False	0	0.68	0.32
Glucocorticoid_receptor_dis_0_0801	True	0	0.56	0.44
Glucocorticoid_receptor_dis_0_1442	False	0	0.58933	0.41067
Glucocorticoid_receptor_dis_0_1239	False	0	0.57726	0.42274
Glucocorticoid_receptor_dis_0_1662	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1551	False	0	0.7	0.3
Glucocorticoid_receptor_dis_0_1523	False	1	0.487	0.513
Glucocorticoid_receptor_dis_0_0279	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0531	True	1	0.04167	0.95833
Glucocorticoid_receptor_dis_0_1724	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_0947	True	1	0.04	0.96
Glucocorticoid_receptor_dis_0_1146	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0448	True	1	0.01333	0.98667
Glucocorticoid_receptor_dis_0_1144	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_0139	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_1527	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0017	True	0	0.534	0.466
Glucocorticoid_receptor_dis_0_0007	True	1	0.45224	0.54776
Glucocorticoid_receptor_dis_0_0557	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0973	False	0	0.8	0.2
Glucocorticoid_receptor_dis_0_0836	True	1	0.22	0.78
Glucocorticoid_receptor_dis_0_1076	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1071	False	0	0.5531	0.4469
Glucocorticoid_receptor_dis_0_0642	True	1	0.01833	0.98167
Glucocorticoid_receptor_dis_0_1826	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_0504	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0274	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0699	True	0	0.63205	0.36795
Glucocorticoid_receptor_dis_0_1571	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0570	True	0	0.776	0.224
Glucocorticoid_receptor_dis_0_1769	False	0	0.92	0.08
Glucocorticoid_receptor_dis_0_0793	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0775	True	1	0.27	0.73
Glucocorticoid_receptor_dis_0_0387	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0026	True	0	0.995	0.005
Glucocorticoid_receptor_dis_0_0926	True	0	0.74267	0.25733
Glucocorticoid_receptor_dis_0_0794	True	1	0.06	0.94
Glucocorticoid_receptor_dis_0_1107	False	0	0.74	0.26
Glucocorticoid_receptor_dis_0_0857	True	1	0.18	0.82
Glucocorticoid_receptor_dis_0_0283	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_1009	False	0	0.80476	0.19524
Glucocorticoid_receptor_dis_0_0270	True	1	0.43333	0.56667
Glucocorticoid_receptor_dis_0_0489	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_1159	False	0	0.82	0.18
Glucocorticoid_receptor_dis_0_1308	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_0410	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_1404	False	0	0.952	0.048
Glucocorticoid_receptor_dis_0_1860	False	0	0.804	0.196
Glucocorticoid_receptor_dis_0_1655	False	0	0.793	0.207
Glucocorticoid_receptor_dis_0_0115	True	1	0.29476	0.70524
Glucocorticoid_receptor_dis_0_1099	False	0	0.66	0.34
Glucocorticoid_receptor_dis_0_0886	True	1	0.07583	0.92417
Glucocorticoid_receptor_dis_0_1222	False	0	0.5145	0.4855
Glucocorticoid_receptor_dis_0_0124	True	1	0.22	0.78
Glucocorticoid_receptor_dis_0_0938	True	1	0.25571	0.74429
Glucocorticoid_receptor_dis_0_0111	True	1	0.04	0.96
Glucocorticoid_receptor_dis_0_1580	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_1491	False	0	0.75	0.25
Glucocorticoid_receptor_dis_0_1368	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_1195	False	1	0.41033	0.58967
Glucocorticoid_receptor_dis_0_1270	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_0256	True	1	0.452	0.548
Glucocorticoid_receptor_dis_0_1297	False	0	0.60633	0.39367
Glucocorticoid_receptor_dis_0_0676	True	0	0.91462	0.08538
Glucocorticoid_receptor_dis_0_0633	True	1	0.092	0.908
Glucocorticoid_receptor_dis_0_0643	True	0	0.60633	0.39367
Glucocorticoid_receptor_dis_0_1811	False	0	0.72667	0.27333
Glucocorticoid_receptor_dis_0_1212	False	0	0.83333	0.16667
Glucocorticoid_receptor_dis_0_0379	True	1	0.1	0.9
Glucocorticoid_receptor_dis_0_1796	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_0192	True	1	0.16	0.84
Glucocorticoid_receptor_dis_0_1429	False	0	0.7	0.3
Glucocorticoid_receptor_dis_0_0639	True	1	0.23876	0.76124
Glucocorticoid_receptor_dis_0_0320	True	1	0.04	0.96
Glucocorticoid_receptor_dis_0_1038	False	0	0.75	0.25
Glucocorticoid_receptor_dis_0_1566	False	1	0.46048	0.53952
Glucocorticoid_receptor_dis_0_0809	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0726	True	1	0.21067	0.78933
Glucocorticoid_receptor_dis_0_1296	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_0187	True	0	0.68	0.32
Glucocorticoid_receptor_dis_0_0412	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_1553	False	0	0.58	0.42
Glucocorticoid_receptor_dis_0_1621	False	1	0.47933	0.52067
Glucocorticoid_receptor_dis_0_0607	True	1	0.13	0.87
Glucocorticoid_receptor_dis_0_0566	True	0	0.848	0.152
Glucocorticoid_receptor_dis_0_1207	False	0	0.796	0.204
Glucocorticoid_receptor_dis_0_0264	True	1	0.08	0.92
Glucocorticoid_receptor_dis_0_0389	True	1	0.04	0.96
Glucocorticoid_receptor_dis_0_1757	False	0	0.84	0.16
Glucocorticoid_receptor_dis_0_1089	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_0462	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_0342	True	1	0.12	0.88
Glucocorticoid_receptor_dis_0_1761	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0856	True	1	0.2	0.8
Glucocorticoid_receptor_dis_0_0638	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_1653	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_0238	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0343	True	0	0.65433	0.34567
Glucocorticoid_receptor_dis_0_1732	False	0	1.0	0.0
Glucocorticoid_receptor_dis_0_1068	False	0	0.98	0.02
Glucocorticoid_receptor_dis_0_0902	True	1	0.0	1.0
Glucocorticoid_receptor_dis_0_1135	False	0	0.96	0.04
Glucocorticoid_receptor_dis_0_0720	True	1	0.02667	0.97333
Glucocorticoid_receptor_dis_0_0116	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_1256	False	0	0.94	0.06
Glucocorticoid_receptor_dis_0_1161	False	1	0.48	0.52
Glucocorticoid_receptor_dis_0_0143	True	1	0.11333	0.88667
Glucocorticoid_receptor_dis_0_1672	False	0	0.796	0.204
Glucocorticoid_receptor_dis_0_0167	True	1	0.02	0.98
Glucocorticoid_receptor_dis_0_0981	False	0	0.78	0.22
Glucocorticoid_receptor_dis_0_1292	False	0	0.93333	0.06667
