QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1
Glucocorticoid_receptor_sim_1_1293	False	0	0.96	0.04
Glucocorticoid_receptor_sim_1_1707	False	0	0.94	0.06
Glucocorticoid_receptor_sim_1_1415	False	0	0.9	0.1
Glucocorticoid_receptor_sim_1_0848	True	0	0.84667	0.15333
Glucocorticoid_receptor_sim_1_1661	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_1228	False	0	0.96	0.04
Glucocorticoid_receptor_sim_1_0521	True	1	0.08	0.92
Glucocorticoid_receptor_sim_1_0078	True	1	0.46667	0.53333
Glucocorticoid_receptor_sim_1_0031	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_0905	False	0	0.92	0.08
Glucocorticoid_receptor_sim_1_0933	False	0	0.81	0.19
Glucocorticoid_receptor_sim_1_0186	True	0	0.93	0.07
Glucocorticoid_receptor_sim_1_0195	True	1	0.465	0.535
Glucocorticoid_receptor_sim_1_0308	True	1	0.13333	0.86667
Glucocorticoid_receptor_sim_1_0126	True	1	0.05	0.95
Glucocorticoid_receptor_sim_1_0567	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0333	True	1	0.46	0.54
Glucocorticoid_receptor_sim_1_1577	False	0	0.99	0.01
Glucocorticoid_receptor_sim_1_0010	True	1	0.01333	0.98667
Glucocorticoid_receptor_sim_1_0870	True	1	0.434	0.566
Glucocorticoid_receptor_sim_1_0230	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_1517	False	0	0.96	0.04
Glucocorticoid_receptor_sim_1_0830	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_0526	True	1	0.1899	0.8101
Glucocorticoid_receptor_sim_1_0887	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0143	True	1	0.13333	0.86667
Glucocorticoid_receptor_sim_1_1142	False	0	0.55133	0.44867
Glucocorticoid_receptor_sim_1_0357	True	0	0.825	0.175
Glucocorticoid_receptor_sim_1_1514	False	0	0.94	0.06
Glucocorticoid_receptor_sim_1_1609	False	0	0.54257	0.45743
Glucocorticoid_receptor_sim_1_1071	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0216	True	0	0.58	0.42
Glucocorticoid_receptor_sim_1_0575	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_1214	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_1399	False	0	0.862	0.138
Glucocorticoid_receptor_sim_1_1545	False	0	0.87	0.13
Glucocorticoid_receptor_sim_1_0103	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0007	True	1	0.275	0.725
Glucocorticoid_receptor_sim_1_0930	False	1	0.42667	0.57333
Glucocorticoid_receptor_sim_1_0412	True	1	0.34	0.66
Glucocorticoid_receptor_sim_1_0955	False	0	0.91	0.09
Glucocorticoid_receptor_sim_1_1428	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_0430	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_0746	True	1	0.13971	0.86029
Glucocorticoid_receptor_sim_1_1130	False	0	0.9	0.1
Glucocorticoid_receptor_sim_1_0277	True	1	0.09	0.91
Glucocorticoid_receptor_sim_1_1506	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_1417	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0194	True	0	0.63705	0.36295
Glucocorticoid_receptor_sim_1_0999	False	0	0.65622	0.34378
Glucocorticoid_receptor_sim_1_0609	True	1	0.16	0.84
Glucocorticoid_receptor_sim_1_0929	False	1	0.48	0.52
Glucocorticoid_receptor_sim_1_0748	True	1	0.23556	0.76444
Glucocorticoid_receptor_sim_1_0938	False	0	0.964	0.036
Glucocorticoid_receptor_sim_1_1135	False	0	0.955	0.045
Glucocorticoid_receptor_sim_1_1245	False	1	0.42633	0.57367
Glucocorticoid_receptor_sim_1_0402	True	0	0.8	0.2
Glucocorticoid_receptor_sim_1_0683	True	0	0.6349	0.3651
Glucocorticoid_receptor_sim_1_1437	False	0	0.58629	0.41371
Glucocorticoid_receptor_sim_1_1092	False	0	0.94	0.06
Glucocorticoid_receptor_sim_1_0221	True	1	0.42	0.58
Glucocorticoid_receptor_sim_1_0615	True	0	0.635	0.365
Glucocorticoid_receptor_sim_1_1438	False	0	0.54633	0.45367
Glucocorticoid_receptor_sim_1_1760	False	0	0.86	0.14
Glucocorticoid_receptor_sim_1_0855	True	0	0.92	0.08
Glucocorticoid_receptor_sim_1_0995	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0571	True	0	0.63867	0.36133
Glucocorticoid_receptor_sim_1_1304	False	0	0.86	0.14
Glucocorticoid_receptor_sim_1_0252	True	0	0.90167	0.09833
Glucocorticoid_receptor_sim_1_0066	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0480	True	1	0.08	0.92
Glucocorticoid_receptor_sim_1_0072	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_1150	False	0	0.52767	0.47233
Glucocorticoid_receptor_sim_1_1212	False	0	0.96	0.04
Glucocorticoid_receptor_sim_1_1075	False	0	0.96	0.04
Glucocorticoid_receptor_sim_1_1486	False	0	0.87124	0.12876
Glucocorticoid_receptor_sim_1_1213	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_1648	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_1409	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_1377	False	0	0.88	0.12
Glucocorticoid_receptor_sim_1_0694	True	1	0.406	0.594
Glucocorticoid_receptor_sim_1_1766	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0813	True	1	0.032	0.968
Glucocorticoid_receptor_sim_1_1511	False	0	0.85	0.15
Glucocorticoid_receptor_sim_1_1358	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_0612	True	1	0.32033	0.67967
Glucocorticoid_receptor_sim_1_1301	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0168	True	1	0.15095	0.84905
Glucocorticoid_receptor_sim_1_1616	False	0	0.53157	0.46843
Glucocorticoid_receptor_sim_1_0548	True	1	0.07	0.93
Glucocorticoid_receptor_sim_1_0102	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_0005	True	1	0.083	0.917
Glucocorticoid_receptor_sim_1_1778	False	0	0.88	0.12
Glucocorticoid_receptor_sim_1_0788	True	0	0.89429	0.10571
Glucocorticoid_receptor_sim_1_1073	False	0	0.94	0.06
Glucocorticoid_receptor_sim_1_0314	True	1	0.301	0.699
Glucocorticoid_receptor_sim_1_0362	True	1	0.42	0.58
Glucocorticoid_receptor_sim_1_1578	False	0	0.71	0.29
Glucocorticoid_receptor_sim_1_0290	True	1	0.37933	0.62067
Glucocorticoid_receptor_sim_1_1481	False	0	0.59	0.41
Glucocorticoid_receptor_sim_1_1155	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_0917	False	0	0.93	0.07
Glucocorticoid_receptor_sim_1_1694	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_0637	True	1	0.22	0.78
Glucocorticoid_receptor_sim_1_0743	True	1	0.2501	0.7499
Glucocorticoid_receptor_sim_1_0892	False	0	0.92	0.08
Glucocorticoid_receptor_sim_1_0509	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_1550	False	0	0.54533	0.45467
Glucocorticoid_receptor_sim_1_0851	True	0	0.70667	0.29333
Glucocorticoid_receptor_sim_1_0945	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_1276	False	0	0.96	0.04
Glucocorticoid_receptor_sim_1_0522	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0821	True	1	0.055	0.945
Glucocorticoid_receptor_sim_1_1471	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0295	True	1	0.08	0.92
Glucocorticoid_receptor_sim_1_1021	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_1354	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_1097	False	0	0.84	0.16
Glucocorticoid_receptor_sim_1_0818	True	1	0.06	0.94
Glucocorticoid_receptor_sim_1_1716	False	0	0.875	0.125
Glucocorticoid_receptor_sim_1_1390	False	1	0.185	0.815
Glucocorticoid_receptor_sim_1_1483	False	0	0.78955	0.21045
Glucocorticoid_receptor_sim_1_1235	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0918	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0368	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_0079	True	0	0.86	0.14
Glucocorticoid_receptor_sim_1_0482	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_1085	False	0	0.88	0.12
Glucocorticoid_receptor_sim_1_0433	True	0	0.63626	0.36374
Glucocorticoid_receptor_sim_1_1079	False	1	0.4885	0.5115
Glucocorticoid_receptor_sim_1_0134	True	1	0.08	0.92
Glucocorticoid_receptor_sim_1_1334	False	0	0.92	0.08
Glucocorticoid_receptor_sim_1_0772	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0744	True	1	0.14333	0.85667
Glucocorticoid_receptor_sim_1_0414	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_1110	False	0	0.58	0.42
Glucocorticoid_receptor_sim_1_0413	True	0	0.875	0.125
Glucocorticoid_receptor_sim_1_1115	False	0	0.76	0.24
Glucocorticoid_receptor_sim_1_0624	True	0	0.8	0.2
Glucocorticoid_receptor_sim_1_1216	False	0	0.94	0.06
Glucocorticoid_receptor_sim_1_1376	False	0	0.92	0.08
Glucocorticoid_receptor_sim_1_0656	True	1	0.01	0.99
Glucocorticoid_receptor_sim_1_0465	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0686	True	0	0.62333	0.37667
Glucocorticoid_receptor_sim_1_1775	False	0	0.89917	0.10083
Glucocorticoid_receptor_sim_1_0621	True	0	0.6	0.4
Glucocorticoid_receptor_sim_1_0172	True	1	0.36014	0.63986
Glucocorticoid_receptor_sim_1_1265	False	0	0.9	0.1
Glucocorticoid_receptor_sim_1_0816	True	1	0.115	0.885
Glucocorticoid_receptor_sim_1_0957	False	0	0.53	0.47
Glucocorticoid_receptor_sim_1_0497	True	1	0.08	0.92
Glucocorticoid_receptor_sim_1_1490	False	0	0.78955	0.21045
Glucocorticoid_receptor_sim_1_0800	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0161	True	1	0.14	0.86
Glucocorticoid_receptor_sim_1_1129	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0551	True	1	0.27	0.73
Glucocorticoid_receptor_sim_1_1338	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0498	True	1	0.06	0.94
Glucocorticoid_receptor_sim_1_1174	False	0	0.94	0.06
Glucocorticoid_receptor_sim_1_1626	False	0	0.655	0.345
Glucocorticoid_receptor_sim_1_0648	True	0	0.57	0.43
Glucocorticoid_receptor_sim_1_0708	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0533	True	0	0.92	0.08
Glucocorticoid_receptor_sim_1_0464	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0208	True	0	0.98	0.02
Glucocorticoid_receptor_sim_1_1000	False	0	0.65622	0.34378
Glucocorticoid_receptor_sim_1_0119	True	0	0.92	0.08
Glucocorticoid_receptor_sim_1_1109	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_0771	True	1	0.28862	0.71138
Glucocorticoid_receptor_sim_1_1621	False	0	0.87556	0.12444
Glucocorticoid_receptor_sim_1_0494	True	1	0.04	0.96
Glucocorticoid_receptor_sim_1_0557	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_1137	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_0659	True	1	0.06	0.94
Glucocorticoid_receptor_sim_1_1410	False	0	0.53	0.47
Glucocorticoid_receptor_sim_1_1448	False	1	0.465	0.535
Glucocorticoid_receptor_sim_1_1041	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_0244	True	1	0.06	0.94
Glucocorticoid_receptor_sim_1_0441	True	0	0.72	0.28
Glucocorticoid_receptor_sim_1_1256	False	0	0.96	0.04
Glucocorticoid_receptor_sim_1_0151	True	1	0.048	0.952
Glucocorticoid_receptor_sim_1_1099	False	0	0.85333	0.14667
Glucocorticoid_receptor_sim_1_1380	False	0	0.98	0.02
Glucocorticoid_receptor_sim_1_0809	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_0337	True	1	0.48	0.52
Glucocorticoid_receptor_sim_1_0188	True	0	0.954	0.046
Glucocorticoid_receptor_sim_1_0374	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_0301	True	1	0.135	0.865
Glucocorticoid_receptor_sim_1_0082	True	1	0.05	0.95
Glucocorticoid_receptor_sim_1_1612	False	1	0.46586	0.53414
Glucocorticoid_receptor_sim_1_0604	True	0	0.531	0.469
Glucocorticoid_receptor_sim_1_0051	True	1	0.4	0.6
Glucocorticoid_receptor_sim_1_1733	False	0	0.69	0.31
Glucocorticoid_receptor_sim_1_0032	True	1	0.31333	0.68667
Glucocorticoid_receptor_sim_1_0701	True	1	0.31417	0.68583
Glucocorticoid_receptor_sim_1_0586	True	1	0.0	1.0
Glucocorticoid_receptor_sim_1_1007	False	0	0.9	0.1
Glucocorticoid_receptor_sim_1_0088	True	0	0.69	0.31
Glucocorticoid_receptor_sim_1_1555	False	0	0.85333	0.14667
Glucocorticoid_receptor_sim_1_1185	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_0815	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_1513	False	0	1.0	0.0
Glucocorticoid_receptor_sim_1_1622	False	0	0.60154	0.39846
Glucocorticoid_receptor_sim_1_0601	True	1	0.29	0.71
Glucocorticoid_receptor_sim_1_1656	False	0	0.93	0.07
Glucocorticoid_receptor_sim_1_0250	True	1	0.04	0.96
Glucocorticoid_receptor_sim_1_0506	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_0608	True	1	0.02	0.98
Glucocorticoid_receptor_sim_1_1336	False	0	0.97333	0.02667
Glucocorticoid_receptor_sim_1_0843	True	1	0.46	0.54
Glucocorticoid_receptor_sim_1_0950	False	0	0.9	0.1
Glucocorticoid_receptor_sim_1_0765	True	1	0.03467	0.96533
Glucocorticoid_receptor_sim_1_1396	False	0	0.88	0.12
Glucocorticoid_receptor_sim_1_0607	True	1	0.49933	0.50067
Glucocorticoid_receptor_sim_1_0998	False	1	0.465	0.535
Glucocorticoid_receptor_sim_1_0807	True	1	0.092	0.908
