QSPRID	pchembl_value_Label	pchembl_value_Prediction	pchembl_value_ProbabilityClass_0	pchembl_value_ProbabilityClass_1	Fold
Glucocorticoid_receptor_sim_1_0466	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_sim_1_0299	True	1	0.09	0.91	0.0
Glucocorticoid_receptor_sim_1_0714	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_1_1389	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_sim_1_0924	False	0	0.89	0.11	0.0
Glucocorticoid_receptor_sim_1_0378	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_0847	True	1	0.43	0.57	0.0
Glucocorticoid_receptor_sim_1_1768	False	1	0.1	0.9	0.0
Glucocorticoid_receptor_sim_1_1684	False	0	0.565	0.435	0.0
Glucocorticoid_receptor_sim_1_1601	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_sim_1_0457	True	1	0.08333	0.91667	0.0
Glucocorticoid_receptor_sim_1_0437	True	1	0.42105	0.57895	0.0
Glucocorticoid_receptor_sim_1_1236	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_0519	True	1	0.075	0.925	0.0
Glucocorticoid_receptor_sim_1_1423	False	0	0.74	0.26	0.0
Glucocorticoid_receptor_sim_1_1039	False	0	0.79	0.21	0.0
Glucocorticoid_receptor_sim_1_0741	True	1	0.05667	0.94333	0.0
Glucocorticoid_receptor_sim_1_0355	True	0	0.78	0.22	0.0
Glucocorticoid_receptor_sim_1_0003	True	1	0.16	0.84	0.0
Glucocorticoid_receptor_sim_1_1229	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_sim_1_1411	False	0	0.89	0.11	0.0
Glucocorticoid_receptor_sim_1_1653	False	0	0.99	0.01	0.0
Glucocorticoid_receptor_sim_1_0184	True	0	0.97143	0.02857	0.0
Glucocorticoid_receptor_sim_1_1159	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_sim_1_0136	True	1	0.1	0.9	0.0
Glucocorticoid_receptor_sim_1_0386	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_1401	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_1_0984	False	1	0.20571	0.79429	0.0
Glucocorticoid_receptor_sim_1_0614	True	0	0.64	0.36	0.0
Glucocorticoid_receptor_sim_1_0352	True	0	0.52	0.48	0.0
Glucocorticoid_receptor_sim_1_0505	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_1_0042	True	1	0.1	0.9	0.0
Glucocorticoid_receptor_sim_1_1392	False	0	0.89833	0.10167	0.0
Glucocorticoid_receptor_sim_1_1439	False	1	0.20571	0.79429	0.0
Glucocorticoid_receptor_sim_1_0867	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_sim_1_0532	True	1	0.05333	0.94667	0.0
Glucocorticoid_receptor_sim_1_0298	True	1	0.23	0.77	0.0
Glucocorticoid_receptor_sim_1_0124	True	1	0.18833	0.81167	0.0
Glucocorticoid_receptor_sim_1_1617	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_sim_1_0117	True	1	0.2	0.8	0.0
Glucocorticoid_receptor_sim_1_1706	False	0	0.86	0.14	0.0
Glucocorticoid_receptor_sim_1_1527	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_1395	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_1_1712	False	0	0.92	0.08	0.0
Glucocorticoid_receptor_sim_1_0622	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_1_0237	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_0759	True	1	0.24	0.76	0.0
Glucocorticoid_receptor_sim_1_0181	True	0	0.50188	0.49812	0.0
Glucocorticoid_receptor_sim_1_1462	False	0	0.72	0.28	0.0
Glucocorticoid_receptor_sim_1_0563	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_1098	False	1	0.22	0.78	0.0
Glucocorticoid_receptor_sim_1_1388	False	0	0.84333	0.15667	0.0
Glucocorticoid_receptor_sim_1_0841	True	1	0.34	0.66	0.0
Glucocorticoid_receptor_sim_1_1387	False	0	0.69333	0.30667	0.0
Glucocorticoid_receptor_sim_1_0108	True	0	0.86	0.14	0.0
Glucocorticoid_receptor_sim_1_1199	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_sim_1_1565	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_sim_1_1091	False	0	0.895	0.105	0.0
Glucocorticoid_receptor_sim_1_0243	True	0	0.76	0.24	0.0
Glucocorticoid_receptor_sim_1_1027	False	1	0.427	0.573	0.0
Glucocorticoid_receptor_sim_1_0407	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_sim_1_1190	False	0	0.95	0.05	0.0
Glucocorticoid_receptor_sim_1_1696	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_1_1789	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_1_1636	False	0	0.92	0.08	0.0
Glucocorticoid_receptor_sim_1_0510	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_1_1234	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_1_1193	False	0	0.92	0.08	0.0
Glucocorticoid_receptor_sim_1_0572	True	1	0.212	0.788	0.0
Glucocorticoid_receptor_sim_1_0331	True	1	0.05	0.95	0.0
Glucocorticoid_receptor_sim_1_0346	True	0	0.72	0.28	0.0
Glucocorticoid_receptor_sim_1_0461	True	1	0.18667	0.81333	0.0
Glucocorticoid_receptor_sim_1_1090	False	0	0.92	0.08	0.0
Glucocorticoid_receptor_sim_1_0546	True	1	0.147	0.853	0.0
Glucocorticoid_receptor_sim_1_0100	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_0723	True	0	0.88	0.12	0.0
Glucocorticoid_receptor_sim_1_0207	True	0	0.945	0.055	0.0
Glucocorticoid_receptor_sim_1_1687	False	0	0.582	0.418	0.0
Glucocorticoid_receptor_sim_1_0814	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_0016	True	1	0.14	0.86	0.0
Glucocorticoid_receptor_sim_1_0080	True	1	0.385	0.615	0.0
Glucocorticoid_receptor_sim_1_0872	True	1	0.43462	0.56538	0.0
Glucocorticoid_receptor_sim_1_1637	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_sim_1_1313	False	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_1_1402	False	0	0.87	0.13	0.0
Glucocorticoid_receptor_sim_1_0098	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_sim_1_1184	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_0873	True	1	0.15	0.85	0.0
Glucocorticoid_receptor_sim_1_1365	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_0002	True	1	0.11333	0.88667	0.0
Glucocorticoid_receptor_sim_1_0985	False	0	0.63819	0.36181	0.0
Glucocorticoid_receptor_sim_1_1145	False	0	0.561	0.439	0.0
Glucocorticoid_receptor_sim_1_1177	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_sim_1_1232	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_1_0797	True	1	0.12	0.88	0.0
Glucocorticoid_receptor_sim_1_0678	True	1	0.032	0.968	0.0
Glucocorticoid_receptor_sim_1_0341	True	1	0.24	0.76	0.0
Glucocorticoid_receptor_sim_1_0203	True	0	0.77	0.23	0.0
Glucocorticoid_receptor_sim_1_0663	True	1	0.1	0.9	0.0
Glucocorticoid_receptor_sim_1_0573	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_0372	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_1741	False	0	0.84	0.16	0.0
Glucocorticoid_receptor_sim_1_1323	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_0956	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_sim_1_0351	True	1	0.41	0.59	0.0
Glucocorticoid_receptor_sim_1_1554	False	1	0.22	0.78	0.0
Glucocorticoid_receptor_sim_1_1544	False	1	0.43	0.57	0.0
Glucocorticoid_receptor_sim_1_0338	True	1	0.24333	0.75667	0.0
Glucocorticoid_receptor_sim_1_0153	True	0	0.888	0.112	0.0
Glucocorticoid_receptor_sim_1_0226	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_0350	True	0	0.88	0.12	0.0
Glucocorticoid_receptor_sim_1_1496	False	0	0.98	0.02	0.0
Glucocorticoid_receptor_sim_1_1196	False	1	0.42967	0.57033	0.0
Glucocorticoid_receptor_sim_1_0488	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_sim_1_0539	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_sim_1_0660	True	1	0.35629	0.64371	0.0
Glucocorticoid_receptor_sim_1_0658	True	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_1_1204	False	0	0.64	0.36	0.0
Glucocorticoid_receptor_sim_1_1732	False	0	0.68	0.32	0.0
Glucocorticoid_receptor_sim_1_0585	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_sim_1_0106	True	1	0.02	0.98	0.0
Glucocorticoid_receptor_sim_1_1283	False	1	0.484	0.516	0.0
Glucocorticoid_receptor_sim_1_0568	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_1169	False	1	0.4341	0.5659	0.0
Glucocorticoid_receptor_sim_1_1430	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_1_0399	True	1	0.08	0.92	0.0
Glucocorticoid_receptor_sim_1_0213	True	1	0.39333	0.60667	0.0
Glucocorticoid_receptor_sim_1_1048	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_0728	True	0	0.88	0.12	0.0
Glucocorticoid_receptor_sim_1_0410	True	1	0.16	0.84	0.0
Glucocorticoid_receptor_sim_1_1371	False	0	0.587	0.413	0.0
Glucocorticoid_receptor_sim_1_1487	False	1	0.22926	0.77074	0.0
Glucocorticoid_receptor_sim_1_1206	False	0	0.92	0.08	0.0
Glucocorticoid_receptor_sim_1_0903	False	0	0.96	0.04	0.0
Glucocorticoid_receptor_sim_1_0376	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_1498	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_sim_1_0834	True	1	0.33333	0.66667	0.0
Glucocorticoid_receptor_sim_1_0907	False	0	0.855	0.145	0.0
Glucocorticoid_receptor_sim_1_1364	False	0	0.94	0.06	0.0
Glucocorticoid_receptor_sim_1_1568	False	1	0.08	0.92	0.0
Glucocorticoid_receptor_sim_1_0297	True	1	0.34	0.66	0.0
Glucocorticoid_receptor_sim_1_0668	True	1	0.07	0.93	0.0
Glucocorticoid_receptor_sim_1_1458	False	0	0.8751	0.1249	0.0
Glucocorticoid_receptor_sim_1_1359	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_1_0451	True	1	0.42	0.58	0.0
Glucocorticoid_receptor_sim_1_0330	True	1	0.06	0.94	0.0
Glucocorticoid_receptor_sim_1_1064	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_1312	False	1	0.1	0.9	0.0
Glucocorticoid_receptor_sim_1_0443	True	1	0.38	0.62	0.0
Glucocorticoid_receptor_sim_1_1339	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_1003	False	0	0.995	0.005	0.0
Glucocorticoid_receptor_sim_1_0574	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_1535	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_1510	False	0	0.78	0.22	0.0
Glucocorticoid_receptor_sim_1_1306	False	0	1.0	0.0	0.0
Glucocorticoid_receptor_sim_1_0044	True	1	0.18	0.82	0.0
Glucocorticoid_receptor_sim_1_0684	True	1	0.29833	0.70167	0.0
Glucocorticoid_receptor_sim_1_0001	True	1	0.29333	0.70667	0.0
Glucocorticoid_receptor_sim_1_1738	False	1	0.484	0.516	0.0
Glucocorticoid_receptor_sim_1_1449	False	1	0.47167	0.52833	0.0
Glucocorticoid_receptor_sim_1_1030	False	1	0.40167	0.59833	0.0
Glucocorticoid_receptor_sim_1_0289	True	1	0.34	0.66	0.0
Glucocorticoid_receptor_sim_1_1450	False	0	0.86	0.14	0.0
Glucocorticoid_receptor_sim_1_0224	True	0	0.62	0.38	0.0
Glucocorticoid_receptor_sim_1_0620	True	0	0.698	0.302	0.0
Glucocorticoid_receptor_sim_1_1081	False	1	0.13667	0.86333	0.0
Glucocorticoid_receptor_sim_1_1221	False	1	0.41667	0.58333	0.0
Glucocorticoid_receptor_sim_1_1167	False	0	0.88	0.12	0.0
Glucocorticoid_receptor_sim_1_1776	False	1	0.04	0.96	0.0
Glucocorticoid_receptor_sim_1_0790	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_0139	True	1	0.3	0.7	0.0
Glucocorticoid_receptor_sim_1_0709	True	1	0.0	1.0	0.0
Glucocorticoid_receptor_sim_1_0972	False	0	0.9	0.1	0.0
Glucocorticoid_receptor_sim_1_0291	True	1	0.07333	0.92667	0.0
Glucocorticoid_receptor_sim_1_0145	True	1	0.47433	0.52567	0.0
Glucocorticoid_receptor_sim_1_0294	True	1	0.05	0.95	0.0
Glucocorticoid_receptor_sim_1_0453	True	1	0.39667	0.60333	1.0
Glucocorticoid_receptor_sim_1_1414	False	0	0.955	0.045	1.0
Glucocorticoid_receptor_sim_1_0159	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_sim_1_0329	True	1	0.04	0.96	1.0
Glucocorticoid_receptor_sim_1_0401	True	1	0.02	0.98	1.0
Glucocorticoid_receptor_sim_1_1016	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_1_0849	True	1	0.35367	0.64633	1.0
Glucocorticoid_receptor_sim_1_0185	True	1	0.46667	0.53333	1.0
Glucocorticoid_receptor_sim_1_0588	True	1	0.32067	0.67933	1.0
Glucocorticoid_receptor_sim_1_1172	False	0	0.9	0.1	1.0
Glucocorticoid_receptor_sim_1_0493	True	1	0.14	0.86	1.0
Glucocorticoid_receptor_sim_1_1368	False	0	0.78667	0.21333	1.0
Glucocorticoid_receptor_sim_1_0893	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_1_0901	False	1	0.45	0.55	1.0
Glucocorticoid_receptor_sim_1_1499	False	0	0.9	0.1	1.0
Glucocorticoid_receptor_sim_1_1316	False	1	0.2	0.8	1.0
Glucocorticoid_receptor_sim_1_0483	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_sim_1_1525	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_sim_1_1148	False	1	0.24433	0.75567	1.0
Glucocorticoid_receptor_sim_1_1268	False	0	0.794	0.206	1.0
Glucocorticoid_receptor_sim_1_1639	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_sim_1_1051	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_sim_1_1227	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_sim_1_1406	False	0	0.995	0.005	1.0
Glucocorticoid_receptor_sim_1_1217	False	0	0.94	0.06	1.0
Glucocorticoid_receptor_sim_1_0328	True	1	0.025	0.975	1.0
Glucocorticoid_receptor_sim_1_0130	True	1	0.17362	0.82638	1.0
Glucocorticoid_receptor_sim_1_1509	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_sim_1_1254	False	0	0.896	0.104	1.0
Glucocorticoid_receptor_sim_1_0820	True	1	0.05333	0.94667	1.0
Glucocorticoid_receptor_sim_1_1710	False	0	0.58	0.42	1.0
Glucocorticoid_receptor_sim_1_1536	False	0	0.78533	0.21467	1.0
Glucocorticoid_receptor_sim_1_1708	False	0	0.76	0.24	1.0
Glucocorticoid_receptor_sim_1_1479	False	1	0.48	0.52	1.0
Glucocorticoid_receptor_sim_1_0415	True	0	0.8	0.2	1.0
Glucocorticoid_receptor_sim_1_1269	False	1	0.06533	0.93467	1.0
Glucocorticoid_receptor_sim_1_1298	False	0	0.58	0.42	1.0
Glucocorticoid_receptor_sim_1_1045	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_sim_1_1731	False	0	0.79333	0.20667	1.0
Glucocorticoid_receptor_sim_1_0555	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_sim_1_1102	False	0	0.88933	0.11067	1.0
Glucocorticoid_receptor_sim_1_0592	True	0	0.88333	0.11667	1.0
Glucocorticoid_receptor_sim_1_0327	True	0	0.6	0.4	1.0
Glucocorticoid_receptor_sim_1_0721	True	1	0.22	0.78	1.0
Glucocorticoid_receptor_sim_1_0229	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_sim_1_1606	False	0	0.51333	0.48667	1.0
Glucocorticoid_receptor_sim_1_1556	False	0	0.51333	0.48667	1.0
Glucocorticoid_receptor_sim_1_0919	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_1_0689	True	0	0.54967	0.45033	1.0
Glucocorticoid_receptor_sim_1_0148	True	1	0.21095	0.78905	1.0
Glucocorticoid_receptor_sim_1_0688	True	1	0.30467	0.69533	1.0
Glucocorticoid_receptor_sim_1_1533	False	0	0.94	0.06	1.0
Glucocorticoid_receptor_sim_1_1703	False	0	0.92	0.08	1.0
Glucocorticoid_receptor_sim_1_1505	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_sim_1_1688	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_1_1635	False	0	0.88	0.12	1.0
Glucocorticoid_receptor_sim_1_0913	False	0	0.976	0.024	1.0
Glucocorticoid_receptor_sim_1_1704	False	0	0.84533	0.15467	1.0
Glucocorticoid_receptor_sim_1_1220	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_1_1623	False	1	0.38852	0.61148	1.0
Glucocorticoid_receptor_sim_1_0664	True	1	0.177	0.823	1.0
Glucocorticoid_receptor_sim_1_0115	True	0	0.88	0.12	1.0
Glucocorticoid_receptor_sim_1_0254	True	1	0.197	0.803	1.0
Glucocorticoid_receptor_sim_1_1631	False	1	0.47024	0.52976	1.0
Glucocorticoid_receptor_sim_1_1418	False	0	0.88	0.12	1.0
Glucocorticoid_receptor_sim_1_0863	True	1	0.145	0.855	1.0
Glucocorticoid_receptor_sim_1_1015	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_1_0960	False	0	0.775	0.225	1.0
Glucocorticoid_receptor_sim_1_0438	True	1	0.212	0.788	1.0
Glucocorticoid_receptor_sim_1_0553	True	1	0.01333	0.98667	1.0
Glucocorticoid_receptor_sim_1_0225	True	1	0.06	0.94	1.0
Glucocorticoid_receptor_sim_1_0303	True	1	0.0	1.0	1.0
Glucocorticoid_receptor_sim_1_1295	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_sim_1_0047	True	1	0.383	0.617	1.0
Glucocorticoid_receptor_sim_1_0089	True	1	0.34	0.66	1.0
Glucocorticoid_receptor_sim_1_1378	False	0	1.0	0.0	1.0
Glucocorticoid_receptor_sim_1_1259	False	0	0.78	0.22	1.0
Glucocorticoid_receptor_sim_1_1476	False	0	0.88	0.12	1.0
Glucocorticoid_receptor_sim_1_0884	False	0	0.53	0.47	1.0
Glucocorticoid_receptor_sim_1_1195	False	0	0.68	0.32	1.0
Glucocorticoid_receptor_sim_1_1326	False	0	0.96	0.04	1.0
Glucocorticoid_receptor_sim_1_1161	False	0	0.98	0.02	1.0
Glucocorticoid_receptor_sim_1_0989	False	0	0.92	0.08	1.0
